fare,from_location,from_station,leaving_date,leaving_time,to_location,to_station,transfers,travelers
14,Anaheim,Anaheim Intermodal Center,3/7/2019,13:50,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/7/2019,16:10,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/7/2019,17:00,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/7/2019,17:20,Los Angeles,Union Station,0,
13,Long Beach,Downtown Station,3/7/2019,6:40,Los Angeles,Union Station,0,
13,Long Beach,Downtown Station,3/7/2019,7:40,Los Angeles,Union Station,0,
12,Long Beach,Downtown Station,3/7/2019,10:40,Los Angeles,Union Station,0,
12,Long Beach,Downtown Station,3/7/2019,11:30,Los Angeles,Union Station,0,
12,Long Beach,Downtown Station,3/7/2019,12:50,Los Angeles,Union Station,0,
11,Long Beach,Downtown Station,3/7/2019,13:40,Los Angeles,Union Station,0,
11,Long Beach,Downtown Station,3/7/2019,13:50,Los Angeles,Union Station,0,
11,Long Beach,Downtown Station,3/7/2019,15:20,Los Angeles,Union Station,0,
12,Long Beach,Downtown Station,3/7/2019,16:00,Los Angeles,Union Station,0,
12,Long Beach,Downtown Station,3/7/2019,16:30,Los Angeles,Union Station,0,
12,Los Angeles,Union Station,3/13/2019,7:00,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/13/2019,11:10,Anaheim,Anaheim Intermodal Center,0,
15,Los Angeles,Union Station,3/13/2019,13:30,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/13/2019,13:50,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/13/2019,15:00,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/13/2019,15:40,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/13/2019,15:50,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/13/2019,17:30,Anaheim,Anaheim Intermodal Center,0,
11,Los Angeles,Union Station,3/13/2019,18:30,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/13/2019,19:10,Anaheim,Anaheim Intermodal Center,0,
51,Long Beach,Downtown Station,3/10/2019,6:50,San Francisco,Salesforce Transit Center,0,
55,Long Beach,Downtown Station,3/10/2019,7:00,San Francisco,Salesforce Transit Center,0,
44,Long Beach,Downtown Station,3/10/2019,8:30,San Francisco,Salesforce Transit Center,0,
54,Long Beach,Downtown Station,3/10/2019,10:20,San Francisco,Salesforce Transit Center,0,
50,Long Beach,Downtown Station,3/10/2019,10:30,San Francisco,Salesforce Transit Center,0,
49,Long Beach,Downtown Station,3/10/2019,19:00,San Francisco,Salesforce Transit Center,0,
50,Long Beach,Downtown Station,3/10/2019,19:30,San Francisco,Salesforce Transit Center,0,
59,Sacramento,Sacramento Valley Station,3/11/2019,7:40,Anaheim,Anaheim Intermodal Center,1,
57,Sacramento,Sacramento Valley Station,3/11/2019,8:30,Anaheim,Anaheim Intermodal Center,1,
63,Sacramento,Sacramento Valley Station,3/11/2019,11:00,Anaheim,Anaheim Intermodal Center,1,
63,Sacramento,Sacramento Valley Station,3/11/2019,12:50,Anaheim,Anaheim Intermodal Center,1,
64,Sacramento,Sacramento Valley Station,3/11/2019,13:00,Anaheim,Anaheim Intermodal Center,1,
69,Sacramento,Sacramento Valley Station,3/11/2019,13:30,Anaheim,Anaheim Intermodal Center,1,
67,Sacramento,Sacramento Valley Station,3/11/2019,18:50,Anaheim,Anaheim Intermodal Center,1,
64,Sacramento,Sacramento Valley Station,3/11/2019,19:50,Anaheim,Anaheim Intermodal Center,1,
26,Portland,Portland Bus Station,3/6/2019,8:40,Seattle,King Street Station,0,
32,Portland,Portland Bus Station,3/6/2019,9:30,Seattle,King Street Station,0,
30,Portland,Portland Bus Station,3/6/2019,10:10,Seattle,King Street Station,0,
28,Portland,Portland Bus Station,3/6/2019,11:00,Seattle,King Street Station,0,
30,Portland,Portland Bus Station,3/6/2019,12:40,Seattle,King Street Station,0,
31,Portland,Portland Bus Station,3/6/2019,13:30,Seattle,King Street Station,0,
32,Portland,Portland Bus Station,3/6/2019,17:40,Seattle,King Street Station,0,
29,Portland,Portland Bus Station,3/6/2019,17:50,Seattle,King Street Station,0,
27,Los Angeles,Union Station,3/3/2019,18:10,San Diego,Santa Fe Depot,0,
13,Los Angeles,Union Station,3/8/2019,7:00,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/8/2019,11:10,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/8/2019,13:30,Anaheim,Anaheim Intermodal Center,0,
11,Los Angeles,Union Station,3/8/2019,13:50,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/8/2019,15:00,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/8/2019,15:40,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/8/2019,15:50,Anaheim,Anaheim Intermodal Center,0,
15,Los Angeles,Union Station,3/8/2019,17:30,Anaheim,Anaheim Intermodal Center,0,
11,Los Angeles,Union Station,3/8/2019,18:30,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/8/2019,19:10,Anaheim,Anaheim Intermodal Center,0,
51,Las Vegas,Union Plaza,3/8/2019,10:50,San Francisco,Salesforce Transit Center,0,
53,Las Vegas,Union Plaza,3/8/2019,12:50,San Francisco,Salesforce Transit Center,0,
51,Las Vegas,Union Plaza,3/8/2019,14:40,San Francisco,Salesforce Transit Center,0,
49,Las Vegas,Union Plaza,3/8/2019,14:50,San Francisco,Salesforce Transit Center,0,
50,Las Vegas,Union Plaza,3/8/2019,15:50,San Francisco,Salesforce Transit Center,0,
51,Las Vegas,Union Plaza,3/8/2019,19:40,San Francisco,Salesforce Transit Center,0,
31,Fresno,Fresno Station,3/8/2019,7:00,San Francisco,Salesforce Transit Center,0,
38,Fresno,Fresno Station,3/8/2019,7:50,San Francisco,Salesforce Transit Center,0,
28,Fresno,Fresno Station,3/8/2019,9:00,San Francisco,Salesforce Transit Center,0,
27,Fresno,Fresno Station,3/8/2019,10:20,San Francisco,Salesforce Transit Center,0,
33,Fresno,Fresno Station,3/8/2019,11:20,San Francisco,Salesforce Transit Center,0,
35,Fresno,Fresno Station,3/8/2019,12:20,San Francisco,Salesforce Transit Center,0,
35,Fresno,Fresno Station,3/8/2019,13:10,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/8/2019,13:30,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/8/2019,16:50,San Francisco,Salesforce Transit Center,0,
88,Las Vegas,Union Plaza,3/7/2019,7:20,Sacramento,Sacramento Valley Station,1,
57,Las Vegas,Union Plaza,3/7/2019,7:50,Sacramento,Sacramento Valley Station,1,
69,Las Vegas,Union Plaza,3/7/2019,10:50,Sacramento,Sacramento Valley Station,1,
67,Las Vegas,Union Plaza,3/7/2019,12:50,Sacramento,Sacramento Valley Station,1,
44,Los Angeles,Union Station,3/10/2019,11:20,Sacramento,Sacramento Valley Station,0,
53,Los Angeles,Union Station,3/10/2019,12:20,Sacramento,Sacramento Valley Station,0,
49,Los Angeles,Union Station,3/10/2019,15:30,Sacramento,Sacramento Valley Station,0,
12,Los Angeles,Union Station,3/8/2019,6:30,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/8/2019,6:40,Long Beach,Downtown Station,0,
11,Los Angeles,Union Station,3/8/2019,7:00,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/8/2019,7:40,Long Beach,Downtown Station,0,
13,Los Angeles,Union Station,3/8/2019,9:00,Long Beach,Downtown Station,0,
13,Los Angeles,Union Station,3/8/2019,10:40,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/8/2019,10:50,Long Beach,Downtown Station,0,
11,Los Angeles,Union Station,3/8/2019,11:00,Long Beach,Downtown Station,0,
10,Los Angeles,Union Station,3/8/2019,11:50,Long Beach,Downtown Station,0,
13,Los Angeles,Union Station,3/8/2019,12:50,Long Beach,Downtown Station,0,
37,Anaheim,Anaheim Intermodal Center,3/12/2019,12:30,Las Vegas,Union Plaza,0,
34,Anaheim,Anaheim Intermodal Center,3/12/2019,14:50,Las Vegas,Union Plaza,0,
46,Anaheim,Anaheim Intermodal Center,3/12/2019,16:20,Las Vegas,Union Plaza,0,
44,Anaheim,Anaheim Intermodal Center,3/12/2019,17:20,Las Vegas,Union Plaza,0,
23,Anaheim,Anaheim Intermodal Center,3/12/2019,6:00,San Diego,Santa Fe Depot,0,
25,Anaheim,Anaheim Intermodal Center,3/12/2019,7:30,San Diego,Santa Fe Depot,0,
25,Anaheim,Anaheim Intermodal Center,3/12/2019,9:20,San Diego,Santa Fe Depot,0,
24,Anaheim,Anaheim Intermodal Center,3/12/2019,9:40,San Diego,Santa Fe Depot,0,
24,Anaheim,Anaheim Intermodal Center,3/12/2019,14:20,San Diego,Santa Fe Depot,0,
23,Anaheim,Anaheim Intermodal Center,3/12/2019,14:50,San Diego,Santa Fe Depot,0,
22,Anaheim,Anaheim Intermodal Center,3/12/2019,17:50,San Diego,Santa Fe Depot,0,
25,Anaheim,Anaheim Intermodal Center,3/12/2019,19:10,San Diego,Santa Fe Depot,0,
24,Anaheim,Anaheim Intermodal Center,3/12/2019,19:40,San Diego,Santa Fe Depot,0,
63,Sacramento,Sacramento Valley Station,3/5/2019,7:30,Las Vegas,Union Plaza,1,
72,Sacramento,Sacramento Valley Station,3/5/2019,10:20,Las Vegas,Union Plaza,1,
66,Sacramento,Sacramento Valley Station,3/5/2019,10:40,Las Vegas,Union Plaza,1,
76,Sacramento,Sacramento Valley Station,3/5/2019,10:50,Las Vegas,Union Plaza,1,
62,Sacramento,Sacramento Valley Station,3/5/2019,11:00,Las Vegas,Union Plaza,1,
70,Sacramento,Sacramento Valley Station,3/5/2019,12:50,Las Vegas,Union Plaza,1,
75,Sacramento,Sacramento Valley Station,3/5/2019,13:00,Las Vegas,Union Plaza,1,
75,Sacramento,Sacramento Valley Station,3/5/2019,13:20,Las Vegas,Union Plaza,1,
69,Sacramento,Sacramento Valley Station,3/5/2019,13:30,Las Vegas,Union Plaza,1,
68,Sacramento,Sacramento Valley Station,3/5/2019,19:40,Las Vegas,Union Plaza,1,
23,Sacramento,Sacramento Valley Station,3/6/2019,7:40,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/6/2019,8:30,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/6/2019,10:20,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/6/2019,10:50,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/6/2019,11:00,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/6/2019,12:50,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/6/2019,13:00,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/6/2019,13:20,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/6/2019,17:50,San Francisco,Salesforce Transit Center,0,
19,Sacramento,Sacramento Valley Station,3/6/2019,18:00,San Francisco,Salesforce Transit Center,0,
44,Los Angeles,Union Station,3/11/2019,6:20,San Francisco,Salesforce Transit Center,0,
49,Los Angeles,Union Station,3/11/2019,8:20,San Francisco,Salesforce Transit Center,0,
48,Los Angeles,Union Station,3/11/2019,8:30,San Francisco,Salesforce Transit Center,0,
47,Los Angeles,Union Station,3/11/2019,9:50,San Francisco,Salesforce Transit Center,0,
50,Los Angeles,Union Station,3/11/2019,13:30,San Francisco,Salesforce Transit Center,0,
48,Los Angeles,Union Station,3/11/2019,14:20,San Francisco,Salesforce Transit Center,0,
53,Los Angeles,Union Station,3/11/2019,14:40,San Francisco,Salesforce Transit Center,0,
46,Los Angeles,Union Station,3/11/2019,16:10,San Francisco,Salesforce Transit Center,0,
46,Los Angeles,Union Station,3/11/2019,19:00,San Francisco,Salesforce Transit Center,0,
50,Los Angeles,Union Station,3/11/2019,19:40,San Francisco,Salesforce Transit Center,0,
33,San Francisco,Salesforce Transit Center,3/4/2019,9:20,Fresno,Fresno Station,0,
31,San Francisco,Salesforce Transit Center,3/4/2019,10:20,Fresno,Fresno Station,0,
31,San Francisco,Salesforce Transit Center,3/4/2019,12:20,Fresno,Fresno Station,0,
35,San Francisco,Salesforce Transit Center,3/4/2019,14:30,Fresno,Fresno Station,0,
35,San Francisco,Salesforce Transit Center,3/4/2019,16:30,Fresno,Fresno Station,0,
32,San Francisco,Salesforce Transit Center,3/4/2019,17:30,Fresno,Fresno Station,0,
33,San Francisco,Salesforce Transit Center,3/4/2019,18:20,Fresno,Fresno Station,0,
43,Las Vegas,Union Plaza,3/4/2019,14:00,Long Beach,Downtown Station,0,
41,Las Vegas,Union Plaza,3/4/2019,15:50,Long Beach,Downtown Station,0,
42,Las Vegas,Union Plaza,3/4/2019,18:00,Long Beach,Downtown Station,0,
38,Las Vegas,Union Plaza,3/4/2019,18:50,Long Beach,Downtown Station,0,
36,New York,Port Authority Station,3/3/2019,6:00,Washington,Union Station,0,
38,New York,Port Authority Station,3/3/2019,9:40,Washington,Union Station,0,
34,New York,Port Authority Station,3/3/2019,11:10,Washington,Union Station,0,
39,New York,Port Authority Station,3/3/2019,12:40,Washington,Union Station,0,
35,New York,Port Authority Station,3/3/2019,12:50,Washington,Union Station,0,
39,New York,Port Authority Station,3/3/2019,13:10,Washington,Union Station,0,
37,New York,Port Authority Station,3/3/2019,14:30,Washington,Union Station,0,
39,New York,Port Authority Station,3/3/2019,17:10,Washington,Union Station,0,
35,Fresno,Fresno Station,3/2/2019,7:00,San Francisco,Salesforce Transit Center,0,
34,Fresno,Fresno Station,3/2/2019,7:50,San Francisco,Salesforce Transit Center,0,
35,Fresno,Fresno Station,3/2/2019,9:00,San Francisco,Salesforce Transit Center,0,
37,Fresno,Fresno Station,3/2/2019,10:20,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/2/2019,11:20,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/2/2019,12:20,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/2/2019,13:10,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/2/2019,13:30,San Francisco,Salesforce Transit Center,0,
29,Fresno,Fresno Station,3/2/2019,16:50,San Francisco,Salesforce Transit Center,0,
66,Sacramento,Sacramento Valley Station,3/4/2019,7:40,Long Beach,Downtown Station,1,
65,Sacramento,Sacramento Valley Station,3/4/2019,8:30,Long Beach,Downtown Station,1,
73,Sacramento,Sacramento Valley Station,3/4/2019,11:00,Long Beach,Downtown Station,1,
61,Sacramento,Sacramento Valley Station,3/4/2019,13:00,Long Beach,Downtown Station,1,
66,Sacramento,Sacramento Valley Station,3/4/2019,13:20,Long Beach,Downtown Station,1,
72,Sacramento,Sacramento Valley Station,3/4/2019,13:30,Long Beach,Downtown Station,1,
70,Sacramento,Sacramento Valley Station,3/4/2019,19:50,Long Beach,Downtown Station,1,
24,New York,Port Authority Station,3/3/2019,7:40,Philadelphia,Intercity Terminal,0,
19,New York,Port Authority Station,3/3/2019,8:00,Philadelphia,Intercity Terminal,0,
20,New York,Port Authority Station,3/3/2019,11:30,Philadelphia,Intercity Terminal,0,
22,New York,Port Authority Station,3/3/2019,14:10,Philadelphia,Intercity Terminal,0,
24,New York,Port Authority Station,3/3/2019,16:30,Philadelphia,Intercity Terminal,0,
21,New York,Port Authority Station,3/3/2019,18:30,Philadelphia,Intercity Terminal,0,
20,New York,Port Authority Station,3/3/2019,19:40,Philadelphia,Intercity Terminal,0,
32,San Francisco,Salesforce Transit Center,3/8/2019,9:20,Fresno,Fresno Station,0,
31,San Francisco,Salesforce Transit Center,3/8/2019,10:20,Fresno,Fresno Station,0,
34,San Francisco,Salesforce Transit Center,3/8/2019,12:20,Fresno,Fresno Station,0,
32,San Francisco,Salesforce Transit Center,3/8/2019,14:30,Fresno,Fresno Station,0,
32,San Francisco,Salesforce Transit Center,3/8/2019,16:30,Fresno,Fresno Station,0,
31,San Francisco,Salesforce Transit Center,3/8/2019,17:30,Fresno,Fresno Station,0,
28,San Francisco,Salesforce Transit Center,3/8/2019,18:20,Fresno,Fresno Station,0,
35,Las Vegas,Union Plaza,3/8/2019,7:10,Fresno,Fresno Station,0,
42,Las Vegas,Union Plaza,3/8/2019,7:50,Fresno,Fresno Station,0,
41,Las Vegas,Union Plaza,3/8/2019,11:20,Fresno,Fresno Station,0,
38,Las Vegas,Union Plaza,3/8/2019,12:20,Fresno,Fresno Station,0,
37,Las Vegas,Union Plaza,3/8/2019,14:00,Fresno,Fresno Station,0,
43,Las Vegas,Union Plaza,3/8/2019,14:10,Fresno,Fresno Station,0,
40,Las Vegas,Union Plaza,3/8/2019,14:50,Fresno,Fresno Station,0,
33,Las Vegas,Union Plaza,3/8/2019,15:40,Fresno,Fresno Station,0,
32,Las Vegas,Union Plaza,3/8/2019,16:00,Fresno,Fresno Station,0,
44,Las Vegas,Union Plaza,3/8/2019,16:20,Fresno,Fresno Station,0,
79,Las Vegas,Union Plaza,3/9/2019,7:20,Sacramento,Sacramento Valley Station,1,
69,Las Vegas,Union Plaza,3/9/2019,7:50,Sacramento,Sacramento Valley Station,1,
72,Las Vegas,Union Plaza,3/9/2019,10:50,Sacramento,Sacramento Valley Station,1,
66,Las Vegas,Union Plaza,3/9/2019,12:50,Sacramento,Sacramento Valley Station,1,
13,Anaheim,Anaheim Intermodal Center,3/5/2019,6:10,Los Angeles,Union Station,0,
15,Anaheim,Anaheim Intermodal Center,3/5/2019,8:40,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/5/2019,9:10,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/5/2019,11:20,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/5/2019,12:10,Los Angeles,Union Station,0,
15,Anaheim,Anaheim Intermodal Center,3/5/2019,13:30,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/5/2019,13:50,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/5/2019,16:10,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/5/2019,17:00,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/5/2019,17:20,Los Angeles,Union Station,0,
73,Sacramento,Sacramento Valley Station,3/8/2019,7:40,Long Beach,Downtown Station,1,
64,Sacramento,Sacramento Valley Station,3/8/2019,8:30,Long Beach,Downtown Station,1,
66,Sacramento,Sacramento Valley Station,3/8/2019,11:00,Long Beach,Downtown Station,1,
65,Sacramento,Sacramento Valley Station,3/8/2019,13:00,Long Beach,Downtown Station,1,
67,Sacramento,Sacramento Valley Station,3/8/2019,13:20,Long Beach,Downtown Station,1,
61,Sacramento,Sacramento Valley Station,3/8/2019,13:30,Long Beach,Downtown Station,1,
68,Sacramento,Sacramento Valley Station,3/8/2019,19:50,Long Beach,Downtown Station,1,
12,Anaheim,Anaheim Intermodal Center,3/14/2019,6:10,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/14/2019,8:40,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/14/2019,9:10,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/14/2019,11:20,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/14/2019,12:10,Los Angeles,Union Station,0,
11,Anaheim,Anaheim Intermodal Center,3/14/2019,13:30,Los Angeles,Union Station,0,
11,Anaheim,Anaheim Intermodal Center,3/14/2019,13:50,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/14/2019,16:10,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/14/2019,17:00,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/14/2019,17:20,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/3/2019,6:10,Los Angeles,Union Station,0,
15,Anaheim,Anaheim Intermodal Center,3/3/2019,8:40,Los Angeles,Union Station,0,
11,Anaheim,Anaheim Intermodal Center,3/3/2019,9:10,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/3/2019,11:20,Los Angeles,Union Station,0,
11,Anaheim,Anaheim Intermodal Center,3/3/2019,12:10,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/3/2019,13:30,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/3/2019,13:50,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/3/2019,16:10,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/3/2019,17:00,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/3/2019,17:20,Los Angeles,Union Station,0,
68,Anaheim,Anaheim Intermodal Center,3/9/2019,6:40,Sacramento,Sacramento Valley Station,1,
68,Anaheim,Anaheim Intermodal Center,3/9/2019,8:00,Sacramento,Sacramento Valley Station,1,
54,Anaheim,Anaheim Intermodal Center,3/9/2019,8:40,Sacramento,Sacramento Valley Station,1,
