car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
Fiat Panda,Hatchback,London,2019-03-10,Heathrow International Airport,12:00,30.00,2019-03-09,
Ford Focus,Hatchback,London,2019-03-10,Gatwick International Airport,12:00,29.00,2019-03-09,
GMC Terrain,SUV,London,2019-03-10,Heathrow International Airport,12:00,35.00,2019-03-09,
Hyundai Ioniq,Sedan,London,2019-03-10,Gatwick International Airport,12:00,29.00,2019-03-09,
Lexus GS,Sedan,London,2019-03-10,Heathrow International Airport,12:00,32.00,2019-03-09,
Mazda 3,Hatchback,London,2019-03-10,Gatwick International Airport,12:00,27.00,2019-03-09,
GMC Terrain,SUV,,2019-03-10,Heathrow International Airport,12:00,35.00,2019-03-09,False
Dodge Charger,Sedan,Sunnyvale,2019-03-10,Murphy and Evelyn,18:30,33.00,2019-03-06,
Subaru Impreza,Sedan,Sunnyvale,2019-03-10,Murphy and Evelyn,18:30,29.00,2019-03-06,
Dodge Charger,Sedan,,2019-03-10,Murphy and Evelyn,18:30,49.00,2019-03-06,True
Dacia Duster,SUV,Los Angeles,2019-03-09,LAX International Airport,18:30,45.00,2019-03-08,
Fiat Panda,Hatchback,Los Angeles,2019-03-09,LAX International Airport,18:30,27.00,2019-03-08,
Hyundai Ioniq,Sedan,Los Angeles,2019-03-09,LAX International Airport,18:30,36.00,2019-03-08,
Nissan Qashqai,Hatchback,Los Angeles,2019-03-09,LAX International Airport,18:30,27.00,2019-03-08,
Renault Clio,Hatchback,Los Angeles,2019-03-09,LAX International Airport,18:30,29.00,2019-03-08,
Skoda Kodiaq,SUV,Los Angeles,2019-03-09,LAX International Airport,18:30,44.00,2019-03-08,
Suzuki Grand Vitara,SUV,Los Angeles,2019-03-09,LAX International Airport,18:30,39.00,2019-03-08,
Volvo S90,Sedan,Los Angeles,2019-03-09,LAX International Airport,18:30,24.00,2019-03-08,
Skoda Kodiaq,SUV,,2019-03-09,LAX International Airport,18:30,44.00,2019-03-08,False
Alfa Romeo Stelvio,SUV,Sacramento,2019-03-06,Sacramento Valley Station,13:30,43.00,2019-03-05,
Audi A8,Sedan,Sacramento,2019-03-06,SMF International Airport,13:30,34.00,2019-03-05,
Buick Regal Sportback,Sedan,Sacramento,2019-03-06,Sacramento Valley Station,13:30,26.00,2019-03-05,
Ford Focus,Hatchback,Sacramento,2019-03-06,SMF International Airport,13:30,28.00,2019-03-05,
GMC Terrain,SUV,Sacramento,2019-03-06,SMF International Airport,13:30,45.00,2019-03-05,
Jaguar F-Pace,SUV,Sacramento,2019-03-06,Sacramento Valley Station,13:30,42.00,2019-03-05,
Kia Ceed,Hatchback,Sacramento,2019-03-06,SMF International Airport,13:30,25.00,2019-03-05,
Lexus GS,Sedan,Sacramento,2019-03-06,SMF International Airport,13:30,37.00,2019-03-05,
Mitsubishi Outlander,SUV,Sacramento,2019-03-06,SMF International Airport,13:30,41.00,2019-03-05,
Nissan Qashqai,Hatchback,Sacramento,2019-03-06,Sacramento Valley Station,13:30,23.00,2019-03-05,
Lexus GS,Sedan,,2019-03-06,SMF International Airport,13:30,47.00,2019-03-05,True
Audi A8,Sedan,London,2019-03-11,Heathrow International Airport,13:30,36.00,2019-03-10,
Buick Regal Sportback,Sedan,London,2019-03-11,Gatwick International Airport,13:30,32.00,2019-03-10,
Citroen C5,SUV,London,2019-03-11,Heathrow International Airport,13:30,41.00,2019-03-10,
Dacia Duster,SUV,London,2019-03-11,Heathrow International Airport,13:30,41.00,2019-03-10,
Fiat Panda,Hatchback,London,2019-03-11,Heathrow International Airport,13:30,28.00,2019-03-10,
Ford Focus,Hatchback,London,2019-03-11,Gatwick International Airport,13:30,28.00,2019-03-10,
GMC Terrain,SUV,London,2019-03-11,Heathrow International Airport,13:30,44.00,2019-03-10,
Hyundai Ioniq,Sedan,London,2019-03-11,Gatwick International Airport,13:30,33.00,2019-03-10,
Lexus GS,Sedan,London,2019-03-11,Heathrow International Airport,13:30,35.00,2019-03-10,
Mazda 3,Hatchback,London,2019-03-11,Gatwick International Airport,13:30,26.00,2019-03-10,
Volvo S90,Sedan,,2019-03-11,Heathrow International Airport,13:30,35.00,2019-03-10,False
Fiat Panda,Hatchback,Walnut Creek,2019-03-09,Walnut Creek BART Station,14:00,27.00,2019-03-02,
Mazda 3,Hatchback,Walnut Creek,2019-03-09,Walnut Creek BART Station,14:00,25.00,2019-03-02,
Skoda Octavia,Sedan,Walnut Creek,2019-03-09,Walnut Creek BART Station,14:00,31.00,2019-03-02,
Suzuki Grand Vitara,SUV,Walnut Creek,2019-03-09,Walnut Creek BART Station,14:00,45.00,2019-03-02,
Fiat Panda,Hatchback,,2019-03-09,Walnut Creek BART Station,14:00,27.00,2019-03-02,False
Audi A8,Sedan,San Francisco,2019-03-10,Salesforce Transit Center,14:00,30.00,2019-03-06,
Buick Regal Sportback,Sedan,San Francisco,2019-03-10,Salesforce Transit Center,14:00,29.00,2019-03-06,
Fiat Panda,Hatchback,San Francisco,2019-03-10,SFO International Airport,14:00,30.00,2019-03-06,
GMC Terrain,SUV,San Francisco,2019-03-10,SFO International Airport,14:00,49.00,2019-03-06,
Hyundai Ioniq,Sedan,San Francisco,2019-03-10,SFO International Airport,14:00,33.00,2019-03-06,
Jaguar F-Pace,SUV,San Francisco,2019-03-10,Salesforce Transit Center,14:00,36.00,2019-03-06,
Kia Ceed,Hatchback,San Francisco,2019-03-10,SFO International Airport,14:00,26.00,2019-03-06,
Lexus GS,Sedan,San Francisco,2019-03-10,Salesforce Transit Center,14:00,29.00,2019-03-06,
Mazda 3,Hatchback,San Francisco,2019-03-10,Salesforce Transit Center,14:00,27.00,2019-03-06,
Mitsubishi Outlander,SUV,San Francisco,2019-03-10,SFO International Airport,14:00,42.00,2019-03-06,
Buick Regal Sportback,Sedan,,2019-03-10,Salesforce Transit Center,14:00,29.00,2019-03-06,False
Alfa Romeo Stelvio,SUV,Long Beach,2019-03-12,Downtown Station,12:00,40.00,2019-03-07,
Audi A8,Sedan,Long Beach,2019-03-12,LGB Airport,12:00,29.00,2019-03-07,
Fiat Panda,Hatchback,Long Beach,2019-03-12,LGB Airport,12:00,30.00,2019-03-07,
Hyundai Ioniq,Sedan,Long Beach,2019-03-12,LGB Airport,12:00,32.00,2019-03-07,
Jaguar F-Pace,SUV,Long Beach,2019-03-12,Downtown Station,12:00,43.00,2019-03-07,
Kia Ceed,Hatchback,Long Beach,2019-03-12,Downtown Station,12:00,27.00,2019-03-07,
Peugeot 208,Hatchback,Long Beach,2019-03-12,Downtown Station,12:00,26.00,2019-03-07,
Vauxhaull Astra,Hatchback,Long Beach,2019-03-12,LGB Airport,12:00,30.00,2019-03-07,
Volvo S90,Sedan,Long Beach,2019-03-12,Downtown Station,12:00,32.00,2019-03-07,
Alfa Romeo Stelvio,SUV,,2019-03-12,Downtown Station,12:00,40.00,2019-03-07,False
Alfa Romeo Stelvio,SUV,Philadelphia,2019-03-08,Intercity Terminal,17:00,36.00,2019-03-06,
Dodge Charger,Sedan,Philadelphia,2019-03-08,30th Street Station,17:00,25.00,2019-03-06,
Ford Focus,Hatchback,Philadelphia,2019-03-08,30th Street Station,17:00,21.00,2019-03-06,
GMC Terrain,SUV,Philadelphia,2019-03-08,Intercity Terminal,17:00,40.00,2019-03-06,
Hyundai Ioniq,Sedan,Philadelphia,2019-03-08,30th Street Station,17:00,29.00,2019-03-06,
Jaguar F-Pace,SUV,Philadelphia,2019-03-08,Intercity Terminal,17:00,40.00,2019-03-06,
Kia Ceed,Hatchback,Philadelphia,2019-03-08,30th Street Station,17:00,26.00,2019-03-06,
Mazda 3,Hatchback,Philadelphia,2019-03-08,PHL International Airport,17:00,31.00,2019-03-06,
Mitsubishi Outlander,SUV,Philadelphia,2019-03-08,PHL International Airport,17:00,49.00,2019-03-06,
Renault Clio,Hatchback,Philadelphia,2019-03-08,Intercity Terminal,17:00,26.00,2019-03-06,
Audi A8,Sedan,London,2019-03-08,Heathrow International Airport,17:00,30.00,2019-03-06,
Buick Regal Sportback,Sedan,London,2019-03-08,Gatwick International Airport,17:00,34.00,2019-03-06,
Citroen C5,SUV,London,2019-03-08,Heathrow International Airport,17:00,43.00,2019-03-06,
Dacia Duster,SUV,London,2019-03-08,Heathrow International Airport,17:00,41.00,2019-03-06,
Fiat Panda,Hatchback,London,2019-03-08,Heathrow International Airport,17:00,34.00,2019-03-06,
Ford Focus,Hatchback,London,2019-03-08,Gatwick International Airport,17:00,24.00,2019-03-06,
GMC Terrain,SUV,London,2019-03-08,Heathrow International Airport,17:00,39.00,2019-03-06,
Hyundai Ioniq,Sedan,London,2019-03-08,Gatwick International Airport,17:00,32.00,2019-03-06,
Lexus GS,Sedan,London,2019-03-08,Heathrow International Airport,17:00,34.00,2019-03-06,
Mazda 3,Hatchback,London,2019-03-08,Gatwick International Airport,17:00,26.00,2019-03-06,
Volvo S90,Sedan,,2019-03-08,Heathrow International Airport,17:00,34.00,2019-03-06,False
Alfa Romeo Stelvio,SUV,Kuala Lumpur,2019-03-12,KLIA International Airport,16:30,30.00,2019-03-07,
Dacia Duster,SUV,Kuala Lumpur,2019-03-12,KLIA International Airport,16:30,28.00,2019-03-07,
Kia Ceed,Hatchback,Kuala Lumpur,2019-03-12,KLIA International Airport,16:30,17.00,2019-03-07,
SEAT Leon,Hatchback,Kuala Lumpur,2019-03-12,KLIA International Airport,16:30,15.00,2019-03-07,
Suzuki Grand Vitara,SUV,Kuala Lumpur,2019-03-12,KLIA International Airport,16:30,33.00,2019-03-07,
Volvo S90,Sedan,Kuala Lumpur,2019-03-12,KLIA International Airport,16:30,20.00,2019-03-07,
Suzuki Grand Vitara,SUV,,2019-03-12,KLIA International Airport,16:30,33.00,2019-03-07,False
Alfa Romeo Stelvio,SUV,Portland,2019-03-08,Portland Bus Station,15:30,39.00,2019-03-02,
Citroen C5,SUV,Portland,2019-03-08,Union Station,15:30,34.00,2019-03-02,
Jaguar F-Pace,SUV,Portland,2019-03-08,PDX International Airport,15:30,47.00,2019-03-02,
Alfa Romeo Stelvio,SUV,,2019-03-08,Portland Bus Station,15:30,39.00,2019-03-02,False
Alfa Romeo Stelvio,SUV,Concord,2019-03-09,Canterbury Village,17:00,42.00,2019-03-08,
Buick Regal Sportback,Sedan,Concord,2019-03-09,Canterbury Village,17:00,31.00,2019-03-08,
Citroen C5,SUV,Concord,2019-03-09,Clayton Valley,17:00,47.00,2019-03-08,
Dodge Charger,Sedan,Concord,2019-03-09,Clayton Valley,17:00,31.00,2019-03-08,
Fiat Panda,Hatchback,Concord,2019-03-09,Clayton Valley,17:00,23.00,2019-03-08,
GMC Terrain,SUV,Concord,2019-03-09,Clayton Valley,17:00,41.00,2019-03-08,
Lexus GS,Sedan,Concord,2019-03-09,Canterbury Village,17:00,33.00,2019-03-08,
Mazda 3,Hatchback,Concord,2019-03-09,Clayton Valley,17:00,26.00,2019-03-08,
Mazda CX-5,SUV,Concord,2019-03-09,Canterbury Village,17:00,45.00,2019-03-08,
Nissan Qashqai,Hatchback,Concord,2019-03-09,Clayton Valley,17:00,26.00,2019-03-08,
Subaru Impreza,Sedan,,2019-03-09,Canterbury Village,17:00,28.00,2019-03-08,False
Buick Regal Sportback,Sedan,San Jose,2019-03-10,Diridon Station,12:30,34.00,2019-03-09,
Mazda 3,Hatchback,San Jose,2019-03-10,Diridon Station,12:30,24.00,2019-03-09,
Audi A8,Sedan,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,35.00,2019-03-09,
Citroen C5,SUV,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,36.00,2019-03-09,
Dacia Duster,SUV,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,36.00,2019-03-09,
Fiat Panda,Hatchback,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,27.00,2019-03-09,
GMC Terrain,SUV,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,45.00,2019-03-09,
Kia Ceed,Hatchback,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,32.00,2019-03-09,
Renault Clio,Hatchback,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,31.00,2019-03-09,
SEAT Leon,Hatchback,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,26.00,2019-03-09,
Buick Regal Sportback,Sedan,,2019-03-10,Diridon Station,12:30,44.00,2019-03-09,True
Kia Ceed,Hatchback,Anaheim,2019-03-11,John Wayne Airport,15:30,22.00,2019-03-07,
Mazda 3,Hatchback,Anaheim,2019-03-11,John Wayne Airport,15:30,32.00,2019-03-07,
Peugeot 208,Hatchback,Anaheim,2019-03-11,John Wayne Airport,15:30,25.00,2019-03-07,
Renault Clio,Hatchback,Anaheim,2019-03-11,John Wayne Airport,15:30,25.00,2019-03-07,
SEAT Leon,Hatchback,Anaheim,2019-03-11,Anaheim Intermodal Center,15:30,25.00,2019-03-07,
Peugeot 208,Hatchback,,2019-03-11,John Wayne Airport,15:30,25.00,2019-03-07,False
Audi A8,Sedan,Cape Town,2019-03-13,Cape Town International Airport,12:00,28.00,2019-03-11,
Lexus GS,Sedan,Cape Town,2019-03-13,Cape Town International Airport,12:00,32.00,2019-03-11,
Mazda 3,Hatchback,Cape Town,2019-03-13,Cape Town International Airport,12:00,27.00,2019-03-11,
Mitsubishi Outlander,SUV,Cape Town,2019-03-13,Cape Town International Airport,12:00,51.00,2019-03-11,
SEAT Leon,Hatchback,Cape Town,2019-03-13,Cape Town International Airport,12:00,32.00,2019-03-11,
Skoda Octavia,Sedan,Cape Town,2019-03-13,Cape Town International Airport,12:00,34.00,2019-03-11,
Suzuki Grand Vitara,SUV,Cape Town,2019-03-13,Cape Town International Airport,12:00,51.00,2019-03-11,
Lexus GS,Sedan,,2019-03-13,Cape Town International Airport,12:00,32.00,2019-03-11,False
Buick Regal Sportback,Sedan,Anaheim,2019-03-14,John Wayne Airport,12:30,35.00,2019-03-13,
Dacia Duster,SUV,Anaheim,2019-03-14,Anaheim Intermodal Center,12:30,36.00,2019-03-13,
Hyundai Ioniq,Sedan,Anaheim,2019-03-14,Anaheim Intermodal Center,12:30,32.00,2019-03-13,
Kia Ceed,Hatchback,Anaheim,2019-03-14,John Wayne Airport,12:30,34.00,2019-03-13,
Mazda 3,Hatchback,Anaheim,2019-03-14,John Wayne Airport,12:30,24.00,2019-03-13,
Peugeot 208,Hatchback,Anaheim,2019-03-14,John Wayne Airport,12:30,25.00,2019-03-13,
Renault Clio,Hatchback,Anaheim,2019-03-14,John Wayne Airport,12:30,24.00,2019-03-13,
SEAT Leon,Hatchback,Anaheim,2019-03-14,Anaheim Intermodal Center,12:30,21.00,2019-03-13,
Skoda Kodiaq,SUV,Anaheim,2019-03-14,John Wayne Airport,12:30,40.00,2019-03-13,
Skoda Octavia,Sedan,Anaheim,2019-03-14,Anaheim Intermodal Center,12:30,27.00,2019-03-13,
Volvo S90,Sedan,,2019-03-14,John Wayne Airport,12:30,46.00,2019-03-13,True
Audi A8,Sedan,Cape Town,2019-03-13,Cape Town International Airport,18:00,37.00,2019-03-09,
Lexus GS,Sedan,Cape Town,2019-03-13,Cape Town International Airport,18:00,36.00,2019-03-09,
Mazda 3,Hatchback,Cape Town,2019-03-13,Cape Town International Airport,18:00,28.00,2019-03-09,
Mitsubishi Outlander,SUV,Cape Town,2019-03-13,Cape Town International Airport,18:00,43.00,2019-03-09,
SEAT Leon,Hatchback,Cape Town,2019-03-13,Cape Town International Airport,18:00,29.00,2019-03-09,
Skoda Octavia,Sedan,Cape Town,2019-03-13,Cape Town International Airport,18:00,39.00,2019-03-09,
Suzuki Grand Vitara,SUV,Cape Town,2019-03-13,Cape Town International Airport,18:00,48.00,2019-03-09,
Lexus GS,Sedan,,2019-03-13,Cape Town International Airport,18:00,52.00,2019-03-09,True
Audi A8,Sedan,London,2019-03-08,Heathrow International Airport,16:30,34.00,2019-03-07,
Buick Regal Sportback,Sedan,London,2019-03-08,Gatwick International Airport,16:30,30.00,2019-03-07,
Citroen C5,SUV,London,2019-03-08,Heathrow International Airport,16:30,40.00,2019-03-07,
Dacia Duster,SUV,London,2019-03-08,Heathrow International Airport,16:30,40.00,2019-03-07,
Fiat Panda,Hatchback,London,2019-03-08,Heathrow International Airport,16:30,32.00,2019-03-07,
Ford Focus,Hatchback,London,2019-03-08,Gatwick International Airport,16:30,23.00,2019-03-07,
GMC Terrain,SUV,London,2019-03-08,Heathrow International Airport,16:30,47.00,2019-03-07,
Hyundai Ioniq,Sedan,London,2019-03-08,Gatwick International Airport,16:30,31.00,2019-03-07,
Lexus GS,Sedan,London,2019-03-08,Heathrow International Airport,16:30,33.00,2019-03-07,
Mazda 3,Hatchback,London,2019-03-08,Gatwick International Airport,16:30,32.00,2019-03-07,
Audi A8,Sedan,London,2019-03-08,Heathrow International Airport,15:00,34.00,2019-03-07,
Buick Regal Sportback,Sedan,London,2019-03-08,Gatwick International Airport,15:00,30.00,2019-03-07,
Citroen C5,SUV,London,2019-03-08,Heathrow International Airport,15:00,40.00,2019-03-07,
Dacia Duster,SUV,London,2019-03-08,Heathrow International Airport,15:00,40.00,2019-03-07,
Fiat Panda,Hatchback,London,2019-03-08,Heathrow International Airport,15:00,32.00,2019-03-07,
Ford Focus,Hatchback,London,2019-03-08,Gatwick International Airport,15:00,23.00,2019-03-07,
GMC Terrain,SUV,London,2019-03-08,Heathrow International Airport,15:00,47.00,2019-03-07,
Hyundai Ioniq,Sedan,London,2019-03-08,Gatwick International Airport,15:00,31.00,2019-03-07,
Lexus GS,Sedan,London,2019-03-08,Heathrow International Airport,15:00,33.00,2019-03-07,
Mazda 3,Hatchback,London,2019-03-08,Gatwick International Airport,15:00,32.00,2019-03-07,
Volvo S90,Sedan,,2019-03-08,Gatwick International Airport,15:00,43.00,2019-03-07,True
Audi A8,Sedan,Vancouver,2019-03-08,Pacific Central Station,12:30,32.00,2019-03-04,
Dodge Charger,Sedan,Vancouver,2019-03-08,Pacific Central Station,12:30,31.00,2019-03-04,
SEAT Cordoba,Sedan,Vancouver,2019-03-08,Pacific Central Station,12:30,27.00,2019-03-04,
Skoda Octavia,Sedan,Vancouver,2019-03-08,YVR International Airport,12:30,33.00,2019-03-04,
Subaru Impreza,Sedan,Vancouver,2019-03-08,Pacific Central Station,12:30,38.00,2019-03-04,
Volvo S90,Sedan,Vancouver,2019-03-08,YVR International Airport,12:30,30.00,2019-03-04,
Subaru Impreza,Sedan,,2019-03-08,Pacific Central Station,12:30,54.00,2019-03-04,True
Buick Regal Sportback,Sedan,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,28.00,2019-03-09,
Dacia Duster,SUV,Phoenix,2019-03-14,Phoenix Union Station,18:30,43.00,2019-03-09,
Fiat Panda,Hatchback,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,30.00,2019-03-09,
Hyundai Ioniq,Sedan,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,32.00,2019-03-09,
Mazda CX-5,SUV,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,49.00,2019-03-09,
Mitsubishi Outlander,SUV,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,49.00,2019-03-09,
Peugeot 208,Hatchback,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,31.00,2019-03-09,
Skoda Octavia,Sedan,Phoenix,2019-03-14,Phoenix Union Station,18:30,27.00,2019-03-09,
Subaru Impreza,Sedan,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,36.00,2019-03-09,
Buick Regal Sportback,Sedan,,2019-03-14,Sky Harbor International Airport,18:30,28.00,2019-03-09,False
Audi A8,Sedan,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,29.00,2019-03-07,
Fiat Panda,Hatchback,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,26.00,2019-03-07,
Ford Focus,Hatchback,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,29.00,2019-03-07,
Renault Clio,Hatchback,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,30.00,2019-03-07,
SEAT Cordoba,Sedan,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,39.00,2019-03-07,
SEAT Leon,Hatchback,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,27.00,2019-03-07,
Suzuki Grand Vitara,SUV,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,45.00,2019-03-07,
Volvo S90,Sedan,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,32.00,2019-03-07,
Volvo S90,Sedan,,2019-03-11,Indira Gandhi International Airport,18:30,32.00,2019-03-07,False
Fiat Panda,Hatchback,Los Angeles,2019-03-05,LAX International Airport,15:30,29.00,2019-03-04,
Ford Focus,Hatchback,Los Angeles,2019-03-05,Union Station,15:30,27.00,2019-03-04,
Nissan Qashqai,Hatchback,Los Angeles,2019-03-05,LAX International Airport,15:30,24.00,2019-03-04,
Renault Clio,Hatchback,Los Angeles,2019-03-05,LAX International Airport,15:30,26.00,2019-03-04,
Fiat Panda,Hatchback,,2019-03-05,LAX International Airport,15:30,39.00,2019-03-04,True
Dacia Duster,SUV,Los Angeles,2019-03-14,LAX International Airport,18:00,45.00,2019-03-11,
Fiat Panda,Hatchback,Los Angeles,2019-03-14,LAX International Airport,18:00,30.00,2019-03-11,
Ford Focus,Hatchback,Los Angeles,2019-03-14,Union Station,18:00,25.00,2019-03-11,
GMC Terrain,SUV,Los Angeles,2019-03-14,Union Station,18:00,44.00,2019-03-11,
Hyundai Ioniq,Sedan,Los Angeles,2019-03-14,LAX International Airport,18:00,31.00,2019-03-11,
Lexus GS,Sedan,Los Angeles,2019-03-14,Union Station,18:00,36.00,2019-03-11,
Mitsubishi Outlander,SUV,Los Angeles,2019-03-14,Union Station,18:00,42.00,2019-03-11,
Nissan Qashqai,Hatchback,Los Angeles,2019-03-14,LAX International Airport,18:00,32.00,2019-03-11,
Renault Clio,Hatchback,Los Angeles,2019-03-14,LAX International Airport,18:00,29.00,2019-03-11,
SEAT Cordoba,Sedan,Los Angeles,2019-03-14,Union Station,18:00,32.00,2019-03-11,
Skoda Kodiaq,SUV,,2019-03-14,LAX International Airport,18:00,48.00,2019-03-11,False
Fiat Panda,Hatchback,Sydney,2019-03-12,Kingsford Smith International Airport,18:00,24.00,2019-03-11,
Mazda 3,Hatchback,Sydney,2019-03-12,Kingsford Smith International Airport,18:00,29.00,2019-03-11,
Peugeot 208,Hatchback,Sydney,2019-03-12,Kingsford Smith International Airport,18:00,34.00,2019-03-11,
Vauxhaull Astra,Hatchback,Sydney,2019-03-12,Kingsford Smith International Airport,18:00,28.00,2019-03-11,
Peugeot 208,Hatchback,,2019-03-12,Kingsford Smith International Airport,18:00,34.00,2019-03-11,False
Alfa Romeo Stelvio,SUV,Long Beach,2019-03-10,LGB Airport,10:30,44.00,2019-03-09,
Audi A8,Sedan,Long Beach,2019-03-10,LGB Airport,10:30,36.00,2019-03-09,
