address,check_in_date,check_out_date,has_laundry_service,number_of_adults,phone_number,rating,total_price,where_to
"Avenida Embaixador Abelardo Bueno, 1511 - Barra da Tijuca",,,TRUE,,+55 21 3478-4900,4.2,1600,Rio de Janeiro
"Avenida Gilberto Amado, 41 - Barra da Tijuca",,,TRUE,,+55 21 3721-7500,4.2,522,Rio de Janeiro
"Avenida Gomes Freire, 530 - Centro",,,TRUE,,+55 21 2526-6600,4.2,396,Rio de Janeiro
"Avenida Nossa Senhora de Copacabana, 1284 - Copacabana",,,TRUE,,+55 21 3202-9450,4.2,792,Rio de Janeiro
"Avenida Nossa Senhora de Copacabana, 335 - Copacabana",,,TRUE,,+55 21 2195-5300,4.2,2940,Rio de Janeiro
"Avenida Nossa Senhora de Copacabana, 552 - Copacabana",,,FALSE,,+55 21 2132-1501,4.2,2560,Rio de Janeiro
"Avenida Princesa Isabel, 263 - Copacabana",,,TRUE,,+55 21 2195-5500,4.2,1440,Rio de Janeiro
1118 North State Street,,,TRUE,,+1 312-586-2000,4.6,1860,Chicago
113-125 North Green Street,,,TRUE,,+1 312-521-8000,4.6,345,Chicago
118 North Jefferson Street,,,TRUE,,+1 312-930-0000,4.6,504,Chicago
12 South Michigan Avenue,,,TRUE,,+1 312-940-3552,4.6,1624,Chicago
122 West Monroe Street,,,TRUE,,+1 312-750-9012,4.6,760,Chicago
20 East Delaware Place,,,TRUE,,+1 312-944-4970,4.6,3100,Chicago
2121 South Prairie Avenue,,,TRUE,,+1 312-824-0500,4.6,648,Chicago
225 North Wabash Avenue,,,TRUE,,+1 312-960-8500,4.6,464,Chicago
228 East Ontario Street,,,TRUE,,+1 312-915-0000,4.6,1680,Chicago
311 North Morgan Street,,,TRUE,,+1 312-764-1919,4.6,3248,Chicago
225 North Wabash Avenue,,,TRUE,,+1 312-960-8500,4.6,2900,Chicago
1133 Atlantic Avenue,,,TRUE,,+1 562-590-8858,4,1980,Long Beach
333 East Ocean Boulevard,,,TRUE,,+1 562-436-3000,4.3,2560,Long Beach
3771 North Lakewood Boulevard,,,TRUE,,+1 562-425-0010,4.5,3570,Long Beach
3841 North Lakewood Boulevard,,,TRUE,,+1 562-429-5803,4.4,270,Long Beach
4700 Airport Plaza Drive,,,TRUE,,+1 562-425-5210,4.3,1875,Long Beach
500 East 1st Street,,,TRUE,,+1 562-435-8511,4.2,210,Long Beach
600 Queensway Drive,,,TRUE,,+1 562-495-0700,4.4,345,Long Beach
1018 Granville Street,,,FALSE,,+1 877-972-6378,4.1,342,Vancouver
1100 Granville Street,,,TRUE,,+1 604-669-7070,4.1,324,Vancouver
111 Robson Street,,,TRUE,,+1 604-602-1008,4.1,900,Vancouver
1128 Alberni Street,,,TRUE,,+1 604-683-1399,4.1,1344,Vancouver
1128 West Georgia Street,,,TRUE,,+1 604-689-1120,4.1,630,Vancouver
1133 West Hastings Street,,,FALSE,,+1 604-689-9211,4.1,672,Vancouver
1177 Melville Street,,,TRUE,,+1 604-669-5060,4.1,756,Vancouver
1180 West Hastings Street,,,TRUE,,+1 604-697-0202,4.1,1536,Vancouver
1225 Robson Street,,,TRUE,,+1 604-688-1411,4.1,1740,Vancouver
1234 Hornby Street,,,TRUE,,+1 604-688-1234,4.1,2880,Vancouver
"1 Cullinan Street, Cape Town City Centre",,,TRUE,,+27 21 415 4000,4.5,560,Cape Town
"1 Lower Buitengracht, Cape Town City Centre",,,TRUE,,+27 21 409 4000,4.4,720,Cape Town
"1 Mountain Road, Chapmans Peak",,,TRUE,,+27 21 789 1391,4.2,483,Cape Town
1 Waal Straat,,,TRUE,,+27 21 819 2000,4.6,720,Cape Town
"100 Beach Road, Granger Bay",,,TRUE,,+27 21 441 3000,4.5,1550,Cape Town
"101 Buitengracht Street, Cape Town City Centre",,,TRUE,,+27 21 422 0030,4,2016,Cape Town
101 St. George's Mall Cnr Church Str. & St George's Mall,,,FALSE,,+27 21 480 8300,4.1,594,Cape Town
"126 Buitengracht Street, Cape Town City Centre",,,TRUE,,+27 21 481 3700,4.3,3360,Cape Town
"14 Langeberg Road, Durbanville",,,TRUE,,+27 21 975 5677,4.1,2800,Cape Town
"15 Michigan Street, Airport Industria",,,TRUE,,+27 21 380 5500,4.4,2760,Cape Town
111 Robson Street,,,TRUE,,+1 604-602-1008,4.3,900,Vancouver
1128 Alberni Street,,,TRUE,,+1 604-683-1399,4.3,1344,Vancouver
1128 West Georgia Street,,,TRUE,,+1 604-689-1120,4.3,630,Vancouver
1177 Melville Street,,,TRUE,,+1 604-669-5060,4.3,756,Vancouver
1234 Hornby Street,,,TRUE,,+1 604-688-1234,4.3,2880,Vancouver
177 Robson Street,,,TRUE,,+1 604-620-6200,4.3,928,Vancouver
550 West Hastings Street,,,TRUE,,+1 604-689-8188,4.3,1380,Vancouver
773 Beatty Street,,,TRUE,,+1 604-682-5555,4.3,2604,Vancouver
788 Richards Street,,,TRUE,,+1 778-327-4100,4.3,528,Vancouver
845 Hornby Street,,,TRUE,,+1 800-663-0666,4.3,1260,Vancouver
"1 Cullinan Street, Cape Town City Centre",,,TRUE,,+27 21 415 4000,4.3,560,Cape Town
"1 Lower Buitengracht, Cape Town City Centre",,,TRUE,,+27 21 409 4000,4.3,720,Cape Town
1 Waal Straat,,,TRUE,,+27 21 819 2000,4.3,720,Cape Town
"100 Beach Road, Granger Bay",,,TRUE,,+27 21 441 3000,4.3,1550,Cape Town
"15 Michigan Street, Airport Industria",,,TRUE,,+27 21 380 5500,4.3,2760,Cape Town
"23 Strand Street, Cape Town City Centre",,,TRUE,,+27 21 488 5100,4.3,2800,Cape Town
"3 Energy Lane, Century City",,,TRUE,,+27 21 204 8000,4.3,1520,Cape Town
"31 Brickfield Road, Woodstock",,,TRUE,,+27 21 404 0570,4.3,1920,Cape Town
"313 Beach Road, Sea Point",,,TRUE,,+27 21 430 7777,4.3,3780,Cape Town
"5 Upper Union Street, Gardens",,,TRUE,,+27 21 480 8080,4.3,2520,Cape Town
1020 South Figueroa Street,,,TRUE,,+1 213-748-1291,4.1,594,Los Angeles
10320 West Olympic Boulevard,,,TRUE,,+1 310-556-2777,4.1,1215,Los Angeles
10740 Wilshire Boulevard,,,TRUE,,+1 310-475-8711,4.3,2912,Los Angeles
"111 South Gaffey Street, San Pedro, CA 90731, USA",,,TRUE,,+1 310-514-1414,4.1,420,Los Angeles
"1133 Vine Street, Hollywood, CA 90038, USA",,,TRUE,,+1 323-952-6900,4.3,972,Los Angeles
"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,TRUE,,+1 818-821-8031,4.3,384,Los Angeles
115 South Fairfax Avenue,,,TRUE,,+1 323-937-3930,4.3,1170,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,4.2,496,Los Angeles
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,4.4,1152,Los Angeles
1256 West 7th Street,,,TRUE,,+1 213-632-1200,3.7,792,Los Angeles
1 Addington Street,,,TRUE,,+44 333 400 6116,4.3,1600,London
1 Connaught Road,,,FALSE,,+44 871 984 6290,3.7,2184,London
1 Craven Hill Gardens,,,FALSE,,+44 20 7706 1070,4.4,870,London
1 Duke's Road,,,FALSE,,+44 333 321 1262,4.1,297,London
1 Ham Yard,,,TRUE,,+44 20 3642 2000,4.5,1000,London
1 Harrow Place,,,FALSE,,+44 871 984 6190,3.6,648,London
1 Lancaster Gate,,,TRUE,,+44 20 7262 5022,3.8,3360,London
1 Leicester Square,,,FALSE,,+44 20 3953 4200,4.3,264,London
"2, Sardar Patel Marg, Diplomatic Enclave, New Delhi",,,TRUE,,+91 11 2611 0202,4.6,2560,Delhi
"Africa Avenue, Diplomatic Enclave, Chanakyapuri, New Delhi",,,TRUE,,+91 11 3933 1234,4.6,285,Delhi
"Asset Area 4 - Hospitality District Delhi, Aerocity, New Delhi",,,TRUE,,+91 11 4521 2121,4.6,1500,Delhi
"Asset No.1, Aerocity, New Delhi",,,TRUE,,+91 11 4903 1234,4.6,1600,Delhi
"Doctor Zakir Hussain Marg, New Delhi",,,TRUE,,+91 11 2436 3030,4.6,5425,Delhi
100 Greenwich Street,,,TRUE,,+1 917-409-0800,4.4,1050,New York
"100-33 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-606-7400,4,1560,New York
"102-05 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-565-8900,3.9,1440,New York
"102-40 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-672-6600,4.1,336,New York
103 Waverly Place,,,FALSE,,+1 212-777-9515,4.4,810,New York
1033 6th Avenue,,,TRUE,,+1 212-768-0007,4.2,1860,New York
"104-04 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-457-6300,4,3150,New York
108 West 24th Street,,,TRUE,,+1 212-414-1000,4.2,2772,New York
"1080 Broadway, Brooklyn",,,FALSE,,+1 718-715-4850,4,1470,New York
200 South Pine Avenue,,,FALSE,,+1 562-491-1234,4.2,1260,Long Beach
285 Bay Street,,,FALSE,,+1 562-432-1234,4.2,1400,Long Beach
333 East Ocean Boulevard,,,TRUE,,+1 562-436-3000,4.2,2560,Long Beach
3771 North Lakewood Boulevard,,,TRUE,,+1 562-425-0010,4.2,3570,Long Beach
3841 North Lakewood Boulevard,,,TRUE,,+1 562-429-5803,4.2,270,Long Beach
4700 Airport Plaza Drive,,,TRUE,,+1 562-425-5210,4.2,1875,Long Beach
5325 Pacific Coast Highway,,,FALSE,,+1 562-597-1341,4.2,324,Long Beach
600 Queensway Drive,,,TRUE,,+1 562-495-0700,4.2,345,Long Beach
3841 North Lakewood Boulevard,,,TRUE,,+1 562-429-5803,4.2,2790,Long Beach
500 East 1st Street,,,TRUE,,+1 562-435-8511,4.2,1566,Long Beach
5325 Pacific Coast Highway,,,FALSE,,+1 562-597-1341,4.2,816,Long Beach
"9042/1044 Tower Avenue Jomo Kenyatta Intl Airport, Kenya",,,TRUE,,+254 709 760000,4.5,1600,Nairobi
Along Valley Road,,,TRUE,,+254 709 111000,4.4,700,Nairobi
Chiromo Road,,,TRUE,,+254 703 049000,4.7,960,Nairobi
City-Hall Way,,,TRUE,,+254 20 3200000,4.5,930,Nairobi
Elgon Road,,,TRUE,,+254 709 810000,4.7,4650,Nairobi
"Ibis Styles Hotel Westlands, Kenya",,,TRUE,,+254 20 5147500,4.2,2175,Nairobi
Jomo Kenyatta International Airport Mombasa Road,,,TRUE,,+254 20 4075000,4.5,1152,Nairobi
"Kenya Road, Upper Hill",,,TRUE,,+254 719 096000,4.4,312,Nairobi
"Lantana Road, Kenya",,,TRUE,,+254 709 716000,4.3,1400,Nairobi
Limuru Road,,,TRUE,,+254 20 7250000,4.5,608,Nairobi
"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,TRUE,,+61 2 9634 9634,4.1,384,Sydney
1 Hosking Place,,,TRUE,,+61 2 9224 6400,3.7,552,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,4.2,3000,Sydney
"1 Military Road, Watsons Bay New South Wales 2030, Australia",,,FALSE,,+61 2 9337 5444,4.3,240,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,4.4,2400,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,4.4,864,Sydney
"10 Brown Street, Chatswood New South Wales 2067, Australia",,,FALSE,,+61 2 9406 5500,3.8,520,Sydney
"10 Byfield Street, Macquarie Park New South Wales 2113, Australia",,,TRUE,,+61 2 9428 9500,4.2,912,Sydney
"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,TRUE,,+61 2 8353 8988,4.1,228,Sydney
"100 Marsden Street, Parramatta New South Wales 2150, Australia",,,FALSE,,+61 2 9633 9898,4.4,720,Sydney
101 Andrew Young International Boulevard Northwest,,,TRUE,,+1 404-524-5555,4.3,348,Atlanta
1065 Peachtree Street Northeast,,,TRUE,,+1 404-745-5000,4.5,4200,Atlanta
110 Marietta Street NorthWest,,,TRUE,,+1 404-521-2250,4.3,4032,Atlanta
111 Cone Street Northwest,,,TRUE,,+1 404-524-7000,3.8,84,Atlanta
125 10th Street Northeast,,,FALSE,,+1 404-443-1234,4.3,1400,Atlanta
1302 West Peachtree Street Northwest,,,TRUE,,+1 404-876-6100,4.2,3024,Atlanta
1414 West Peachtree Street Northwest,,,TRUE,,+1 404-685-1677,4.7,2240,Atlanta
160 Ted Turner Drive Northwest,,,TRUE,,+1 404-688-8600,4.1,756,Atlanta
161 Ted Turner Drive Northwest,,,TRUE,,+1 404-589-1111,4,312,Atlanta
1065 Peachtree Street Northeast,,,TRUE,,+1 404-745-5000,4.3,4200,Atlanta
1414 West Peachtree Street Northwest,,,TRUE,,+1 404-685-1677,4.3,2240,Atlanta
230 Peachtree Street,,,TRUE,,+1 404-523-7600,4.3,1701,Atlanta
3391 Peachtree Road N.E,,,TRUE,,+1 404-365-0065,4.3,1500,Atlanta
3434 Peachtree Road Northeast,,,TRUE,,+1 404-237-2700,4.3,3570,Atlanta
3600 Wieuca Road Northeast,,,TRUE,,+1 470-231-3030,4.3,900,Atlanta
48 13th Street Northeast,,,TRUE,,+1 404-249-9446,4.3,2100,Atlanta
789 Ponce De Leon Avenue Northeast,,,FALSE,,+1 470-485-0485,4.3,2000,Atlanta
800 Spring Street Northwest,,,TRUE,,+1 404-347-9440,4.3,435,Atlanta
"Eighty-Eight, West Paces Ferry Road Northwest",,,TRUE,,+1 404-563-7900,4.3,2100,Atlanta
3600 Wieuca Road Northeast,,,TRUE,,+1 470-231-3030,4.3,272,Atlanta
48 13th Street Northeast,,,TRUE,,+1 404-249-9446,4.3,1044,Atlanta
"Eighty-Eight, West Paces Ferry Road Northwest",,,TRUE,,+1 404-563-7900,4.3,960,Atlanta
100 Greenwich Street,,,TRUE,,+1 917-409-0800,3.7,1050,New York
"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-512-0248,3.7,264,New York
"100-33 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-606-7400,3.7,1560,New York
"102-05 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-565-8900,3.7,1440,New York
"102-40 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-672-6600,3.7,336,New York
1033 6th Avenue,,,TRUE,,+1 212-768-0007,3.7,1860,New York
"104-04 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-457-6300,3.7,3150,New York
108 West 24th Street,,,TRUE,,+1 212-414-1000,3.7,2772,New York
11 East 31st Street,,,TRUE,,+1 212-806-7000,3.7,912,New York
11 Howard Street,,,TRUE,,+1 212-235-1111,3.7,1020,New York
108 Chestnut Street,,,TRUE,,+1 416-977-5000,4,1500,Toronto
118 Yorkville Avenue,,,TRUE,,+1 416-963-6300,4,2430,Toronto
"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada",,,TRUE,,+1 416-637-7000,4,360,Toronto
145 Richmond Street West,,,TRUE,,+1 416-869-3456,4,1824,Toronto
15 Charles Street East,,,TRUE,,+1 416-924-1222,4,1056,Toronto
15 Richmond Street East,,,TRUE,,+1 416-368-1990,4,600,Toronto
"1790 Albion Road, Etobicoke, Ontario M9V 4J8, Canada",,,TRUE,,+1 416-747-7676,4,612,Toronto
181 Wellington Street West,,,TRUE,,+1 416-585-2500,4,1400,Toronto
"2035 Kennedy Road, Scarborough, Ontario M1T 3G2, Canada",,,TRUE,,+1 416-299-1500,4,2048,Toronto
"231 Carlingview Drive, Etobicoke, Ontario M9W 5E8, Canada",,,TRUE,,+1 416-675-0411,4,684,Toronto
1 West Wacker Drive,,,TRUE,,+1 312-372-7200,3.9,1800,Chicago
10 East Grand Avenue,,,TRUE,,+1 312-595-0000,3.9,1170,Chicago
105 East Delaware Place,,,TRUE,,+1 312-944-6300,3.9,580,Chicago
110 West Huron Street,,,TRUE,,+1 312-944-8000,3.9,465,Chicago
1118 North State Street,,,TRUE,,+1 312-586-2000,3.9,1860,Chicago
113-125 North Green Street,,,TRUE,,+1 312-521-8000,3.9,345,Chicago
116 North Jefferson Street,,,TRUE,,+1 312-648-0000,3.9,240,Chicago
118 North Jefferson Street,,,TRUE,,+1 312-930-0000,3.9,504,Chicago
12 South Michigan Avenue,,,TRUE,,+1 312-940-3552,3.9,1624,Chicago
1209 West Albion Avenue,,,TRUE,,+1 312-265-5800,3.9,408,Chicago
"1201 K Street Northwest, Washington, District of Columbia 20005, United States",,,FALSE,,+1 202-289-7600,4.4,684,Washington D.C.
"1250 22nd Street Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-449-3100,4.4,1368,Washington D.C.
"1331 Pennsylvania Avenue Northwest, Washington, DC 20004, USA",,,TRUE,,+1 202-393-2000,4.4,92,Washington D.C.
"1770 Euclid Street Northwest, Washington, District of Columbia 20009, United States",,,TRUE,,+1 202-588-0525,4.4,1425,Washington D.C.
"1804 Belmont Road Northwest, Washington, District of Columbia 20009, United States",,,TRUE,,+1 202-735-3622,4.4,1080,Washington D.C.
"2224 F Street Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-849-8499,4.4,1380,Washington D.C.
"725 Wharf Street Southwest, Washington, District of Columbia 20024, United States",,,TRUE,,+1 202-554-1234,4.4,1728,Washington D.C.
"801 Wharf Street Southwest, Washington, District of Columbia 20024, United States",,,TRUE,,+1 202-800-0844,4.4,3780,Washington D.C.
"924 25th Street Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-337-7600,4.4,2100,Washington D.C.
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,4.3,1152,Los Angeles
"15 Rose Avenue, Venice, California 90291, United States",,,FALSE,,+1 310-450-3474,4.3,440,Los Angeles
1753 Orchid Avenue,,,FALSE,,+1 323-874-9678,4.3,840,Los Angeles
1775 Orchid Avenue,,,FALSE,,+1 323-850-6464,4.3,648,Los Angeles
1800 Argyle Avenue,,,TRUE,,+1 213-279-3532,4.3,432,Los Angeles
"2 Breeze Avenue, Venice, California 90291, United States",,,FALSE,,+1 310-566-2222,4.3,210,Los Angeles
2151 Avenue of the Stars,,,TRUE,,+1 310-284-6500,4.3,768,Los Angeles
251 South Olive Street,,,TRUE,,+1 213-617-3300,4.3,320,Los Angeles
300 Doheny Drive,,,TRUE,,+1 310-273-2222,4.3,1260,Los Angeles
330 Charles E Young Drive East,,,TRUE,,+1 310-825-2923,4.3,1248,Los Angeles
"1003 Coast Boulevard, La Jolla, California 92037, United States",,,TRUE,,+1 858-224-7600,4.6,2480,San Diego
10044 Pacific Mesa Boulevard,,,TRUE,,+1 858-597-0500,4.5,144,San Diego
1047 Fifth Avenue,,,TRUE,,+1 619-515-3000,4.4,2160,San Diego
1055 1st Avenue,,,TRUE,,+1 619-232-6141,4.2,288,San Diego
"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,,TRUE,,+1 858-558-1500,4.3,496,San Diego
11025 Vista Sorrento Parkway,,,TRUE,,+1 858-523-0500,4.3,3570,San Diego
11520 West Bernardo Court,,,TRUE,,+1 858-451-6600,4.1,960,San Diego
11915 El Camino Real,,,TRUE,,+1 858-481-5900,4.2,600,San Diego
11920 El Camino Real,,,TRUE,,+1 858-792-5557,4.2,150,San Diego
11966 El Camino Real,,,TRUE,,+1 858-523-1700,4.3,1120,San Diego
"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,TRUE,,+61 2 9634 9634,4.1,2688,Sydney
1 Hosking Place,,,TRUE,,+61 2 9224 6400,3.7,640,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,4.4,2576,Sydney
"10 Byfield Street, Macquarie Park New South Wales 2113, Australia",,,TRUE,,+61 2 9428 9500,4.2,2800,Sydney
"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,TRUE,,+61 2 8353 8988,4.1,1600,Sydney
"106 Hassall Street, Rosehill New South Wales 2142, Australia",,,TRUE,,+61 2 8836 1000,4,912,Sydney
11 Jamison Street,,,TRUE,,+61 2 9696 2500,4.4,2160,Sydney
11 Olympic Boulevard,,,TRUE,,+61 2 8762 1111,4.1,2040,Sydney
11 East 31st Street,,,TRUE,,+1 212-806-7000,4.4,912,New York
11 Howard Street,,,TRUE,,+1 212-235-1111,4.3,1020,New York
1 Logan Square,,,TRUE,,+1 215-963-1500,4.5,1575,Philadelphia
100 North Christopher Columbus Boulevard,,,FALSE,,+1 215-627-7900,4.1,288,Philadelphia
1001 Intrepid Avenue,,,TRUE,,+1 215-644-9200,4.5,1188,Philadelphia
101 North Broad Street,,,FALSE,,+1 215-607-2020,4.4,2160,Philadelphia
1100 Arch Street,,,TRUE,,+1 215-923-0100,4.1,1350,Philadelphia
120 South 17th Street,,,TRUE,,+1 215-569-8300,4.5,1792,Philadelphia
1200 Arch Street,,,TRUE,,+1 215-627-1850,4.3,540,Philadelphia
1201 Race Street,,,FALSE,,+1 215-496-2700,3.8,1500,Philadelphia
1208 Walnut Street,,,FALSE,,+1 215-546-7000,3.3,760,Philadelphia
1225 Vine Street,,,FALSE,,+1 215-398-3080,3.9,504,Philadelphia
1 Addington Street,,,TRUE,,+44 333 400 6116,4,1600,London
1 Baffin Way,,,TRUE,,+44 20 7517 1100,4,300,London
1 Craven Hill Gardens,,,FALSE,,+44 20 7706 1070,4,870,London
1 Duke's Road,,,FALSE,,+44 333 321 1262,4,297,London
1 Ham Yard,,,TRUE,,+44 20 3642 2000,4,1000,London
1 King's Cross Road,,,TRUE,,+44 20 7833 3900,4,480,London
1 Leicester Square,,,FALSE,,+44 20 3953 4200,4,264,London
1 Seething Lane,,,TRUE,,+44 20 7702 2020,4,756,London
1 Suffolk Place,,,TRUE,,+44 20 7470 4000,4,870,London
"1 Rue Bayard, 75008",,,TRUE,,+33 1 53 75 62 62,4.5,1950,Paris
"1 Rue Daunou, 75002",,,TRUE,,+33 1 42 61 70 41,4.1,1500,Paris
"1 Rue de Libourne, 75012",,,TRUE,,+33 1 44 67 34 00,4.4,680,Paris
"1 Rue de Lourmel, 75015",,,FALSE,,+33 1 45 78 17 12,3.7,1440,Paris
"1-5 Passage Ruelle, 75018",,,TRUE,,+33 1 42 05 20 00,4.1,1800,Paris
"1-7 Rue Jean Richepin, 75016",,,FALSE,,+33 1 44 30 10 00,4.2,1260,Paris
"10 Place Charles Dullin, 75018",,,TRUE,,+33 1 42 57 14 55,4.1,540,Paris
"10 Place de Mexico, 75116",,,TRUE,,+33 1 56 90 40 04,4.3,2576,Paris
"10 Rue Bernard Buffet, 75017",,,TRUE,,+33 1 40 25 20 20,3.6,882,Paris
"10 Rue Gager-Gabillot, 75015",,,FALSE,,+33 1 44 19 29 29,3.4,720,Paris
"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,TRUE,,+61 2 9634 9634,4,384,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,4,3000,Sydney
"1 Military Road, Watsons Bay New South Wales 2030, Australia",,,FALSE,,+61 2 9337 5444,4,240,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,4,2400,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,4,864,Sydney
"10 Byfield Street, Macquarie Park New South Wales 2113, Australia",,,TRUE,,+61 2 9428 9500,4,912,Sydney
"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,TRUE,,+61 2 8353 8988,4,228,Sydney
"100 Marsden Street, Parramatta New South Wales 2150, Australia",,,FALSE,,+61 2 9633 9898,4,720,Sydney
11 Jamison Street,,,TRUE,,+61 2 9696 2500,4,2520,Sydney
1118 North State Street,,,TRUE,,+1 312-586-2000,4.5,1860,Chicago
113-125 North Green Street,,,TRUE,,+1 312-521-8000,4.5,345,Chicago
116 North Jefferson Street,,,TRUE,,+1 312-648-0000,4.5,240,Chicago
118 North Jefferson Street,,,TRUE,,+1 312-930-0000,4.5,504,Chicago
12 South Michigan Avenue,,,TRUE,,+1 312-940-3552,4.5,1624,Chicago
1209 West Albion Avenue,,,TRUE,,+1 312-265-5800,4.5,408,Chicago
122 West Monroe Street,,,TRUE,,+1 312-750-9012,4.5,760,Chicago
123 East Cermak Road Suite 300,,,TRUE,,+1 312-791-1121,4.5,2688,Chicago
"15 Rue Delambre, 75014",,,TRUE,,+33 1 43 35 34 50,4.3,696,Paris
1000 Northeast Multnomah Street,,,TRUE,,+1 503-281-6111,4.1,1944,Portland
11518 Northeast Glenn Widing Drive,,,TRUE,,+1 503-252-2222,4.1,1152,Portland
11550 Northeast Airport Way,,,TRUE,,+1 503-252-3200,4.1,2415,Portland
12048 Northeast Airport Way,,,TRUE,,+1 503-255-8600,4.1,864,Portland
12226 North Jantzen Drive,,,TRUE,,+1 503-283-3030,4.1,228,Portland
1355 Southwest 2nd Avenue,,,TRUE,,+1 503-306-4800,4.1,1800,Portland
1441 Northeast 2nd Avenue,,,TRUE,,+1 503-233-2401,4.1,486,Portland
1510 Southwest Harbor Way,,,TRUE,,+1 503-228-3233,4.1,2304,Portland
2025 Northwest Northrup Street,,,TRUE,,+1 800-224-1180,4.1,1080,Portland
1441 Northeast 2nd Avenue,,,TRUE,,+1 503-233-2401,4.1,384,Portland
354 Northwest 9th Avenue,,,TRUE,,+1 503-222-5200,4.1,112,Portland
1414 West Peachtree Street Northwest,,,TRUE,,+1 404-685-1677,4.5,2240,Atlanta
3600 Wieuca Road Northeast,,,TRUE,,+1 470-231-3030,4.5,272,Atlanta
800 Spring Street Northwest,,,TRUE,,+1 404-347-9440,4.5,435,Atlanta
"Eighty-Eight, West Paces Ferry Road Northwest",,,TRUE,,+1 404-563-7900,4.5,960,Atlanta
3600 Wieuca Road Northeast,,,TRUE,,+1 470-231-3030,4.5,704,Atlanta
28 West 53rd Street,,,TRUE,,+1 212-790-8800,4.6,900,New York
1 Addington Street,,,TRUE,,+44 333 400 6116,3.7,1600,London
1 Baffin Way,,,TRUE,,+44 20 7517 1100,3.7,300,London
1 Ham Yard,,,TRUE,,+44 20 3642 2000,3.7,1000,London
1 King's Cross Road,,,TRUE,,+44 20 7833 3900,3.7,480,London
1 Lancaster Gate,,,TRUE,,+44 20 7262 5022,3.7,3360,London
1 Seething Lane,,,TRUE,,+44 20 7702 2020,3.7,756,London
1 Silvertown Way,,,TRUE,,+44 20 7540 4040,3.7,2700,London
1 Suffolk Place,,,TRUE,,+44 20 7470 4000,3.7,870,London
1 Waterview Drive,,,TRUE,,+44 20 8463 6868,3.7,276,London
"1-15, Templeton Place",,,TRUE,,+44 20 7598 8700,3.7,936,London
61 Lincoln's Inn Fields,,,TRUE,,+44 20 7404 6640,3.7,512,London
1050 West Ball Road,,,TRUE,,+1 714-860-4660,4.2,300,Anaheim
1057 West Ball Road,,,TRUE,,+1 714-774-7600,4,432,Anaheim
