address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
375 Oaktree Drive,Mountain View,TRUE,1,1,TRUE,650-390-9450,Ginzton Terrace,2400,
1571 West El Camino Real,Mountain View,FALSE,3,1,TRUE,650-969-9800,Hidden Garden Apartments,4700,
234 Escuela Avenue,Mountain View,FALSE,3,1,TRUE,844-828-9650,Highland Gardens Apartments,4900,
1970 Latham Street,Mountain View,TRUE,1,1,TRUE,650-961-6135,Latham Court Apartments,1800,
111 North Rengstorff Avenue,Mountain View,FALSE,1,1,TRUE,866-654-1645,Madrone Apartments,1800,
135 Freeway Drive,Napa,TRUE,2,2,FALSE,707-253-8954,Bristol Apartments,3950,
234 Soscol Avenue,Napa,FALSE,3,2,TRUE,707-258-1370,Cadillac Flats Apartments,5200,
3025 Browns Valley Road,Napa,FALSE,3,2,FALSE,707-257-2051,Charter Oaks Apartments,4700,
601 River Glen Drive,Napa,FALSE,2,2,TRUE,707-253-0288,Glen View Apartments,3500,
3663 Solano Avenue,Napa,FALSE,2,2,FALSE,707-266-6934,Hawthorn Village,4000,
613 Cabot Way,Napa,TRUE,3,2,FALSE,707-265-9373,Marina Park Townhomes,5100,
790 Lincoln Avenue,Napa,TRUE,2,2,TRUE,707-255-3119,Napa Park Homes,3900,
2020 Kathleen Drive,Napa,FALSE,3,2,FALSE,707-255-0507,Olive Tree Apartments,4000,
2052 Wilkins Avenue,Napa,FALSE,1,2,TRUE,707-224-4877,Park Sienna Apartments,2500,
2211 Marin Street,Napa,FALSE,2,2,FALSE,707-927-5105,Rose Garden Apartments,3150,
26100 Gading Road,Hayward,FALSE,3,3,FALSE,510-785-3281,Amberwood Garden Apartments,4250,
22800 Meridian Drive,Hayward,TRUE,2,3,TRUE,510-455-8869,City Centre,3700,
25100 Cypress Avenue,Hayward,FALSE,2,3,TRUE,510-887-4406,Cypress Glen,3700,
375 Industrial Parkway # 314,Hayward,TRUE,2,3,FALSE,510-581-0911,Golf Club Manor Apartments,3750,
27901 Huntwood Avenue # 126,Hayward,TRUE,3,3,FALSE,510-887-1543,Huntwood Commons,4300,
29200 Huntwood Avenue,Hayward,TRUE,3,3,FALSE,510-786-9375,Huntwood Terrace Apartment,4350,
1638 E Street # 106,Hayward,TRUE,2,3,FALSE,510-582-3155,Leisure Terrace,3750,
959 Torrano Avenue # 34,Hayward,FALSE,3,3,FALSE,510-537-7612,Majestic Apartments,4450,
655 Tennyson Road,Hayward,FALSE,2,3,FALSE,855-430-2503,Metro Six55 Apartments,3950,
25997 Gading Road,Hayward,FALSE,3,3,FALSE,510-782-8236,Morpark Apartments,4450,
4445 Stevenson Boulevard,Fremont,FALSE,2,2,TRUE,510-657-1133,Americana Apartments,2800,
40001 Fremont Boulevard,Fremont,FALSE,2,2,TRUE,510-455-8815,Boulevard,2750,
4200 Bay Street,Fremont,FALSE,2,2,FALSE,510-455-8813,Briarwood At Central Park,3250,
4101 Eggers Drive # 16,Fremont,FALSE,1,2,FALSE,510-796-4064,Case Verde Apartment,2700,
41299 Paseo Padre Parkway,Fremont,FALSE,2,2,TRUE,510-651-1040,Century Village Apartments,2700,
39438 Stratton Common,Fremont,FALSE,1,2,FALSE,510-490-0371,Crossroads Village Apartments,2400,
4262 Central Avenue,Fremont,FALSE,1,2,TRUE,510-793-4336,Glenhaven Apartments,2300,
41342 Roberts Avenue,Fremont,TRUE,1,2,TRUE,510-657-9766,Granada Apartments,2750,
36000 Fremont Boulevard,Fremont,FALSE,2,2,FALSE,510-793-4070,Hacienda Gardens,2700,
3355 Pennsylvania Avenue #13,Fremont,FALSE,1,2,TRUE,510-792-4983,Hastings East Apartments,2350,
39548 Fremont Boulevard,Fremont,TRUE,2,2,TRUE,510-657-4244,Pasatiempo Apartments,3100,
37767 Fremont Boulevard,Fremont,TRUE,2,2,FALSE,510-797-5099,Pepper Tree Apartments,3200,
35995 Fremont Boulevard,Fremont,FALSE,2,2,TRUE,510-792-7805,Pinebrook Apartments,3200,
38730 Lexington St # Off,Fremont,FALSE,2,2,FALSE,510-488-6357,Redwood Plaza Apartments,2800,
5000 Owens Drive,Pleasanton,FALSE,1,2,FALSE,925-847-8844,Hacienda Commons Apartments,4150,
240 Kottinger Drive,Pleasanton,FALSE,1,2,FALSE,925-846-0133,Kottinger Place Apartments-Seniors,3050,
5300 Case Avenue,Pleasanton,FALSE,1,2,FALSE,925-461-1948,Promenade Apartments,3600,
5200 Case Avenue,Pleasanton,TRUE,1,2,FALSE,925-484-5131,Ridgeview Commons,4450,
2323 Santa Rita Road,Pleasanton,FALSE,1,2,FALSE,925-462-5850,Santa Maria Apartments,4950,
4031 Stanley Boulevard # 112,Pleasanton,FALSE,1,2,TRUE,925-462-6180,Stanley Junction Senior Apartments,3600,
1552 East Gate Way,Pleasanton,TRUE,1,2,TRUE,844-839-6441,The Kensington,3800,
2000 Clay Bank Road,Fairfield,FALSE,1,2,TRUE,707-881-7063,Avery Park Apartments,3700,
201 Pennsylvania Avenue,Fairfield,FALSE,1,2,TRUE,707-421-2155,Fairfield Vista Apartments,4050,
3700 Lyon Road,Fairfield,FALSE,1,2,TRUE,707-207-4557,Rolling Oaks Apartment Homes,3200,
1480 Phoenix Drive,Fairfield,FALSE,1,2,TRUE,707-429-5810,Townhouse Apartments,3200,
4656 Quigg Drive,Santa Rosa,FALSE,3,3,TRUE,707-537-9866,Behringer Harvard,4050,
825 Russell Avenue,Santa Rosa,TRUE,2,3,FALSE,707-577-0262,Bicentennial Apartments,3700,
6221 Montecito Boulevard,Santa Rosa,TRUE,2,3,TRUE,707-888-5505,Brush Creek Apartments,3950,
2001 Range Avenue,Santa Rosa,TRUE,2,3,FALSE,707-578-1150,Coddingtown Mall Apartments,4050,
2807 Yulupa Avenue,Santa Rosa,FALSE,3,3,TRUE,707-527-0128,Country Club Apartments,4150,
1130 4th Street,Santa Rosa,FALSE,3,3,TRUE,707-544-1400,Creekside Park Apartments,3950,
850 Russell Avenue,Santa Rosa,FALSE,3,3,TRUE,707-542-2883,Del Nido Apartments,4450,
6401 Montecito Boulevard # 29,Santa Rosa,TRUE,3,3,TRUE,707-539-6148,Garden Court Apartments,4200,
1163 Hopper Avenue,Santa Rosa,FALSE,3,3,FALSE,707-526-9675,Hopper Lane Apartments,4350,
310 Butterfly Lane,Santa Rosa,TRUE,2,3,TRUE,707-542-4067,Meadowview Apartments,3750,
1688 Clayton Road,Concord,FALSE,3,1,FALSE,925-671-3845,City Walk Apartment Homes,5150,
400 East Remington Drive,Sunnyvale,FALSE,2,2,TRUE,408-738-4862,Apricot Pit Apartments,4800,
151 South Bernardo Avenue,Sunnyvale,FALSE,2,2,TRUE,650-961-3333,Balboa Apartments,4050,
660 Gail Avenue,Sunnyvale,FALSE,2,2,TRUE,888-854-9884,Bonnie Terrace Apartments,4750,
1651 Belleville Way,Sunnyvale,FALSE,2,2,FALSE,669-257-9990,Brookside Oaks,5000,
455 Brahms Way,Sunnyvale,FALSE,2,2,FALSE,408-732-1200,Cezanne Apartments,2900,
555 East El Camino Real,Sunnyvale,TRUE,3,2,FALSE,408-738-0935,Arbor Terrace Apartments,4850,
130 Crescent Avenue,Sunnyvale,TRUE,3,2,FALSE,408-749-1060,Crescent Terrace Senior Apartments,4300,
107 South Mary Avenue,Sunnyvale,TRUE,3,2,FALSE,408-702-2447,Magnolia Square Apartments,4450,
874 Borregas Avenue,Sunnyvale,TRUE,3,2,FALSE,408-734-3166,Sands Studio Apartments,4350,
1101 Burton Drive,Vacaville,TRUE,3,3,FALSE,707-451-7400,Saratoga Senior Apartments,4450,
1901 Shore Line Drive,Alameda,FALSE,1,2,FALSE,510-863-1139,1901 Shoreline Apartments,4900,
547-549 Buena Vista Avenue,Alameda,TRUE,1,2,TRUE,510-814-1040,Alameda Park Apartments,4300,
459 Neptune Gardens Avenue,Alameda,FALSE,1,2,TRUE,510-769-1496,Breakers At Bayport,4850,
544 Central Avenue,Alameda,FALSE,1,2,FALSE,510-521-3927,Del Coronado,5100,
333 Willow Street # 100,Alameda,FALSE,1,2,TRUE,510-522-5300,Franciscan Apartments,2800,
559 Buena Vista Avenue,Alameda,FALSE,1,2,TRUE,510-521-2697,Garden Court Apartments,2550,
564 Central Avenue,Alameda,FALSE,1,2,TRUE,510-865-1139,Marine View Apartments,2400,
2149 Otis Drive,Alameda,FALSE,1,2,FALSE,510-522-1615,Otis Terrace Apartments,4900,
350 Gunter Lane,Redwood City,TRUE,2,3,TRUE,800-735-2922,Heron Court,3700,
801 Marine Parkway,Redwood City,FALSE,2,3,TRUE,650-593-4300,Indian Creek,3550,
1405 Marshall Street,Redwood City,FALSE,3,3,TRUE,650-679-8066,Marymount Apartments,5200,
950 Redwood Shores Parkway,Redwood City,FALSE,3,3,TRUE,650-591-6666,Pescadero,4150,
700 Bair Island Road,Redwood City,FALSE,3,3,FALSE,866-952-1614,Villas At Bair Island Apartment Homes,4050,
4757 Snyder Lane,Rohnert Park,TRUE,2,3,TRUE,707-584-3522,Americana Apartment Homes,4000,
8670 Camino Colegio,Rohnert Park,FALSE,3,3,FALSE,707-795-9200,Emerald Pointe Apartments,4850,
5102 Dowdell Avenue,Rohnert Park,FALSE,3,3,FALSE,833-244-8741,Fiori Estates Apartments,4950,
1350 Oak View Circle,Rohnert Park,FALSE,3,3,TRUE,888-321-0662,Oak View Of Sonoma Hills Apartments,4800,
1326 East Cotati Avenue #124,Rohnert Park,FALSE,2,3,TRUE,707-615-1187,Park Club Apartments,3950,
7425 Camino Colegio # 61,Rohnert Park,FALSE,3,3,FALSE,707-792-0669,Park Meadows Apartments,4950,
5121 Dowdell Avenue,Rohnert Park,FALSE,3,3,FALSE,707-820-2962,The Reserve At Rohnert Park,3900,
705 Rohnert Park Expressway,Rohnert Park,FALSE,3,3,FALSE,707-584-3755,Vida Nueva,5050,
7272 Camino Colegio,Rohnert Park,TRUE,3,3,FALSE,707-664-8028,Vintage Pointe Apartment,5000,
8105 North Lake Drive,Dublin,TRUE,1,1,FALSE,844-329-6888,Amador Lakes Apartment Homes,3750,
5050 Hacienda Drive,Dublin,FALSE,1,1,TRUE,925-875-0006,Jefferson At Emerald Park,2350,
6450 Dougherty Road,Dublin,TRUE,1,1,FALSE,866-748-9429,Park Sierra At Iron Horse Trail Apartments,3750,
7100 San Ramon Road,Dublin,FALSE,1,1,TRUE,925-852-6807,Sofi Dublin,2750,
2000 Clay Bank Road,Fairfield,FALSE,1,3,TRUE,707-881-7063,Avery Park Apartments,3700,
2780 North Texas Street,Fairfield,FALSE,1,3,FALSE,707-896-4168,Bennington Apartments,5050,
2751 Peppertree Drive,Fairfield,FALSE,1,3,FALSE,707-366-0839,Berkshire Laurel Creek,4900,
1890 Dover Avenue,Fairfield,FALSE,1,3,FALSE,707-422-9630,Birchwood Apartments,4700,
320 East Tabor Avenue,Fairfield,TRUE,1,3,TRUE,707-422-2850,Blue Sky Apartments,5000,
1700 East Tabor Avenue # A3,Fairfield,TRUE,1,3,TRUE,707-429-5426,Country Club Apartments,5200,
1917 Grande Circle,Fairfield,FALSE,1,3,FALSE,707-434-8983,Fairfield Heights,4400,
201 Pennsylvania Avenue,Fairfield,FALSE,1,3,TRUE,707-421-2155,Fairfield Vista Apartments,4050,
201 East Alaska Avenue,Fairfield,FALSE,1,3,FALSE,707-425-7037,Laurel Gardens Apartments,4450,
2800 Dover Avenue,Fairfield,FALSE,1,3,FALSE,707-426-0265,Paradise Valley Apartments,3750,
2355 Fairfield Avenue,Fairfield,TRUE,1,2,FALSE,707-429-1271,Aspen Village Apartments,3250,
2780 North Texas Street,Fairfield,FALSE,1,2,FALSE,707-896-4168,Bennington Apartments,2550,
2751 Peppertree Drive,Fairfield,FALSE,1,2,FALSE,707-366-0839,Berkshire Laurel Creek,4900,
1890 Dover Avenue,Fairfield,FALSE,1,2,FALSE,707-422-9630,Birchwood Apartments,4700,
1917 Grande Circle,Fairfield,FALSE,1,2,FALSE,707-434-8983,Fairfield Heights,4400,
2211 Hastings Drive,Belmont,FALSE,1,1,TRUE,650-592-5533,Carlmont Heights Apartments,2700,
200 Irene Court,Belmont,FALSE,2,1,TRUE,650-592-1271,Catania Regency Apartments,3750,
200 Davey Glen Road,Belmont,FALSE,2,1,FALSE,650-264-9696,Sofi Belmont Glen,2900,
1000 Continentals Way,Belmont,FALSE,2,1,FALSE,650-592-8428,Timberlane Apartments,3100,
150 Sierra Drive,Walnut Creek,FALSE,3,4,FALSE,925-945-1701,Affordable Housing Associates,4850,
1445 Treat Boulevard,Walnut Creek,FALSE,3,4,TRUE,925-943-7977,Archstone Walnut Creek,4700,
1450 Creekside Drive,Walnut Creek,FALSE,3,4,FALSE,925-930-9625,Diablo Pointe Apartments,5250,
3081 North Main Street # 23,Walnut Creek,FALSE,3,4,FALSE,925-932-0981,Evergreen Apartments,5200,
1200 Newell Hill Place,Walnut Creek,FALSE,3,4,TRUE,925-934-1117,Newell Vista Apartments,5050,
2971 North Main Street,Walnut Creek,TRUE,3,4,FALSE,925-939-6667,North Main Apartments,5200,
260 Park Lake Circle B,Walnut Creek,FALSE,3,4,FALSE,925-930-0559,Park Lake At Walnut Creek,5150,
2150 Tice Valley Boulevard,Walnut Creek,FALSE,3,4,FALSE,925-943-1670,Tice Oaks Apartments,5200,
1595 Sunnyvale Avenue #1,Walnut Creek,TRUE,3,4,TRUE,925-937-1595,Walnut Creek Apartments,5050,
1546 Maurice Lane,,FALSE,3,3,TRUE,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,4450,
400 East Remington Drive,,FALSE,3,3,TRUE,408-738-4862,Apricot Pit Apartments,4150,
900 Pepper Tree Lane,Santa Clara,FALSE,2,3,TRUE,866-472-2645,Alderwood Apartments,3650,
3650 Buckley Street Apt#907,Santa Clara,FALSE,2,3,TRUE,408-247-1440,Oakbrook Apartments,3800,
101 Saratoga Avenue,Santa Clara,FALSE,2,3,TRUE,866-913-4881,Orchard Glen Apartments,3950,
1050 Benton Street,Santa Clara,FALSE,2,3,TRUE,866-259-2994,Park Central Apartments,3600,
3320 Montgomery Drive,Santa Clara,TRUE,2,3,TRUE,949-299-5089,Santa Clara Square Apartment Homes,3950,
3442 El Camino Real,Santa Clara,FALSE,2,3,TRUE,408-246-4349,Warburton Apartments,3900,
3707 Poinciana Drive,Santa Clara,FALSE,2,3,TRUE,408-246-5600,Waterstone Santa Clara,3900,
900 Pepper Tree Lane,,FALSE,2,3,TRUE,866-472-2645,Alderwood Apartments,3650,
1515 Novato Boulevard # 29,Novato,FALSE,2,3,FALSE,415-897-0323,Otavon Apartments,4000,
1811 Novato Blvd,Novato,FALSE,3,3,FALSE,415-898-1677,Walnut Grove Apartments,4050,
1811 Novato Blvd,Novato,FALSE,2,3,FALSE,415-898-1677,Walnut Grove Apartments,3550,
1811 Novato Blvd,,FALSE,2,3,FALSE,415-898-1677,Walnut Grove Apartments,3550,
400 East Remington Drive,Sunnyvale,FALSE,3,4,TRUE,408-738-4862,Apricot Pit Apartments,4900,
555 East El Camino Real,Sunnyvale,FALSE,3,4,FALSE,408-738-0935,Arbor Terrace Apartments,4750,
1059 Reed Avenue,Sunnyvale,FALSE,3,4,TRUE,408-984-1060,Aster Park Apartments,4950,
151 South Bernardo Avenue,Sunnyvale,FALSE,3,4,FALSE,650-961-3333,Balboa Apartments,4900,
660 Gail Avenue,Sunnyvale,FALSE,3,4,TRUE,888-854-9884,Bonnie Terrace Apartments,5250,
874 East El Camino Real,Sunnyvale,FALSE,3,4,FALSE,866-730-1639,Cascades Apartments,5250,
455 Brahms Way,Sunnyvale,FALSE,3,4,TRUE,408-732-1200,Cezanne Apartments,5250,
1234 Sunnyvale Saratoga Road # 9,Sunnyvale,FALSE,3,4,FALSE,408-737-2424,Chatelaine Apartments,5200,
555 East Washington Avenue,Sunnyvale,TRUE,3,4,FALSE,833-630-9835,Heritage Park Apartments,4850,
110 E Remington Dr # 18,Sunnyvale,TRUE,3,4,TRUE,408-733-9430,One Ten Remington Apartments,5150,
400 East Remington Drive,,FALSE,3,4,TRUE,408-738-4862,Apricot Pit Apartments,4900,
5255 Clayton Road,,FALSE,3,3,FALSE,855-957-1118,Clayton Creek Apartments,4450,
4757 Snyder Lane,,FALSE,3,3,FALSE,707-584-3522,Americana Apartment Homes,4350,
899 North King Road,San Jose,FALSE,3,4,FALSE,408-272-1588,Arbor Park,5250,
2760 McKee Road,San Jose,FALSE,3,4,FALSE,408-251-7570,Arbor Terraces,4950,
320 Crescent Village Circle,San Jose,FALSE,3,4,FALSE,866-794-5531,Crescent Village Apartment Homes,4800,
947 Branham Lane # C,,FALSE,3,4,TRUE,408-265-4808,Almaden Garden Apartments,5150,
1500 Vista Club Circle,,FALSE,3,4,FALSE,408-827-1770,Bella Vista Apartments,5100,
133 North Temple Drive,,FALSE,1,1,FALSE,408-262-2245,Spring Valley Apartments,1750,
1282 Mattox Road,Hayward,FALSE,3,4,TRUE,510-886-0385,Alpine Vista Apartments,5150,
24660 Amador Street,Hayward,FALSE,3,4,TRUE,510-849-6628,Amador Apartments,4950,
24545 Amador Street,Hayward,FALSE,3,4,TRUE,510-400-7700,Jackson Arms Apartments,4950,
2537 Kelly Street,Hayward,FALSE,3,4,TRUE,510-866-2123,Kelly Green Apartments,4750,
671 West A Street,Hayward,FALSE,3,4,TRUE,510-784-0866,Olive Tree Plaza,5200,
605 Orchard Avenue,Hayward,FALSE,3,4,TRUE,510-886-1055,Park Orchard Apartments,4750,
328 Sunset Boulevard # 1,Hayward,FALSE,3,4,TRUE,510-733-9720,Peppertree Village,4700,
1137 Walpert Street,Hayward,FALSE,3,4,TRUE,510-581-8484,Walnut Hills Apartments,4850,
44 Harder Road,Hayward,FALSE,3,4,TRUE,510-582-1567,Woodlark Apartments,4900,
24660 Amador Street,,FALSE,3,4,TRUE,510-849-6628,Amador Apartments,4950,
22160 Center Street,Castro Valley,FALSE,1,1,TRUE,510-581-4280,Creekside Terrace Apartments,1950,
20353 Park Way,Castro Valley,FALSE,1,1,FALSE,510-582-3866,Park Tower Apartments,2050,
20800 Lake Chabot Road,Castro Valley,FALSE,1,1,FALSE,844-423-2122,Quail Hill Apartments,1700,
22281 Center Street,Castro Valley,TRUE,1,1,FALSE,510-889-8771,Redwood Valley Apartment Homes,1900,
22120 Center Street,Castro Valley,FALSE,1,1,FALSE,510-886-3431,Shadow Creek Apartments,1700,
20353 Park Way,,FALSE,1,1,FALSE,510-582-3866,Park Tower Apartments,2050,
24660 Amador Street,Hayward,FALSE,2,2,TRUE,510-849-6628,Amador Apartments,3100,
25200 Carlos Bee Boulevard,Hayward,FALSE,1,2,FALSE,510-822-2617,City View,2550,
25100 Cypress Avenue,Hayward,FALSE,1,2,TRUE,510-887-4406,Cypress Glen,2500,
24955 Cypress Avenue,Hayward,TRUE,2,2,TRUE,510-732-9432,Cypress House Apartments,3200,
29596 Dixon Street # 60,Hayward,FALSE,2,2,FALSE,510-537-4705,Dixon Apartments,3150,
921 Fletcher Lane,Hayward,TRUE,1,2,TRUE,510-538-3658,Fletcher Gardens Apartments,2600,
2747 Oliver Drive,Hayward,FALSE,1,2,TRUE,510-782-2311,Josephine Lum Lodge,2800,
2537 Kelly Street,Hayward,FALSE,2,2,TRUE,510-866-2123,Kelly Green Apartments,3250,
959 Torrano Avenue # 34,Hayward,FALSE,2,2,FALSE,510-537-7612,Majestic Apartments,3200,
655 Tennyson Road,Hayward,FALSE,2,2,FALSE,855-430-2503,Metro Six55 Apartments,2900,
25100 Cypress Avenue,,FALSE,1,2,TRUE,510-887-4406,Cypress Glen,2500,
707 Continental Circle,Mountain View,FALSE,2,2,FALSE,833-278-0054,Americana,2700,
2290 California Street,Mountain View,TRUE,1,2,TRUE,650-965-8290,Arbors At Mountain View,2700,
302 Easy Street,Mountain View,TRUE,2,2,TRUE,650-968-3830,Chateau Apartments,2800,
200 East Dana Street,Mountain View,TRUE,2,2,FALSE,650-967-3870,Dana Garden Apartments,2800,
305 Easy Street,Mountain View,FALSE,1,2,FALSE,650-218-6577,Eldorado Apartments,2550,
210 Easy Street,Mountain View,FALSE,1,2,TRUE,650-961-2975,Fernmar Apartments,2350,
439 Del Medio Avenue,Mountain View,FALSE,2,2,FALSE,650-948-6826,Franciscan Apartments,3250,
234 Escuela Avenue,Mountain View,FALSE,2,2,FALSE,844-828-9650,Highland Gardens Apartments,3000,
2650 California Street,Mountain View,FALSE,1,2,FALSE,650-948-7855,Kentfield Apartments,2600,
1970 Latham Street,Mountain View,FALSE,1,2,TRUE,650-961-6135,Latham Court Apartments,2500,
2290 California Street,,TRUE,1,2,TRUE,650-965-8290,Arbors At Mountain View,2700,
350 Sharon Park Drive,,FALSE,1,1,TRUE,650-203-2697,Sharon Green Apartments,1800,
1288 East Hillsdale Boulevard,Foster City,FALSE,2,2,TRUE,844-334-0618,Miramar Apartments,3200,
300 Timberhead Lane,Foster City,FALSE,2,2,FALSE,650-572-0540,Schooner Bay Apartment Homes,3250,
300 Timberhead Lane,,FALSE,2,2,FALSE,650-572-0540,Schooner Bay Apartment Homes,3250,
2052 Wilkins Avenue,Napa,FALSE,3,3,FALSE,707-224-4877,Park Sienna Apartments,4000,
135 Freeway Drive,,TRUE,2,3,FALSE,707-253-8954,Bristol Apartments,3700,
150 Sierra Drive,,FALSE,3,3,FALSE,925-945-1701,Affordable Housing Associates,4150,
1270 Linford Lane,Dixon,FALSE,3,4,FALSE,707-678-6394,Dixon Manor Apartments,5050,
1270 Linford Lane,,FALSE,3,4,FALSE,707-678-6394,Dixon Manor Apartments,5050,
1260 Hopkins Street,Berkeley,FALSE,2,2,TRUE,510-526-3267,Hopkins Park Apartments,2700,
1425 Oregon Street,Berkeley,TRUE,2,2,TRUE,510-848-8554,Oregon Park Senior Apartments,3250,
2017 Stuart Street,Berkeley,FALSE,2,2,TRUE,510-841-4595,Savo Island Cooperative Homes,2900,
2605 Haste Street,,TRUE,1,2,FALSE,510-996-4167,Casa Bonita,2650,
2000 Shoreline Loop,San Ramon,FALSE,1,1,FALSE,925-307-7099,Bel Air,1900,
4000 Bollinger Crest Common,San Ramon,TRUE,1,1,TRUE,925-820-2828,Bollinger Crest Apartments,1900,
1700 Promontory Lane,San Ramon,FALSE,1,1,TRUE,925-307-7143,Crow Canyon,1650,
1110 Harness Drive,San Ramon,FALSE,1,1,TRUE,925-307-7105,Foothill - Twin Creeks,1800,
2100 Waterstone Place,San Ramon,FALSE,1,1,TRUE,925-307-7005,Mill Creek,1500,
3300 Promontory Circle,San Ramon,FALSE,1,1,TRUE,925-838-8850,Promontory View,2000,
2000 Bellas Artes Circle,San Ramon,FALSE,1,1,TRUE,925-736-9120,Seville Apartments,1650,
2000 Shoreline Loop,,FALSE,1,1,FALSE,925-307-7099,Bel Air,1900,
1688 Clayton Road,,FALSE,3,4,FALSE,925-671-3845,City Walk Apartment Homes,5200,
1651 Belleville Way,Sunnyvale,FALSE,1,2,TRUE,669-257-9990,Brookside Oaks,2700,
135 Acalanes Drive,Sunnyvale,FALSE,1,2,FALSE,650-965-1671,Casa Del Sol Apartments,2400,
107 South Mary Avenue,Sunnyvale,FALSE,1,2,TRUE,408-702-2447,Magnolia Square Apartments,2450,
330 North Mathilda Avenue,Sunnyvale,FALSE,1,2,TRUE,844-503-6930,Peartree,2750,
575 East Remington Drive,Sunnyvale,FALSE,1,2,FALSE,408-245-6710,Remington Grove Apartments,2350,
1180 Reed Avenue,Sunnyvale,FALSE,1,2,FALSE,408-244-5636,Riverdeck Apartments,2700,
936 Azure Street # A1,Sunnyvale,FALSE,1,2,FALSE,408-245-7710,Sara-Vale Apartments,2700,
655 South Fair Oaks Avenue,Sunnyvale,TRUE,1,2,FALSE,866-829-7835,Spruce Apartments,2850,
739 East El Camino Real,Sunnyvale,FALSE,1,2,FALSE,408-738-0505,St Francis Arms,2300,
135 Acalanes Drive,,FALSE,1,2,FALSE,650-965-1671,Casa Del Sol Apartments,2400,
275 Hawthorne Avenue,Palo Alto,FALSE,2,3,TRUE,650-966-5319,275 Hawthorne Apartments,4050,
3820 Park Boulevard,Palo Alto,FALSE,2,3,FALSE,650-493-2424,Casa Carolina Apartments,3500,
325 Hawthorne Avenue,Palo Alto,FALSE,3,3,TRUE,650-966-5319,Hawthorne,4300,
1600 Sand Hill Road,Palo Alto,FALSE,3,3,TRUE,650-321-1701,Oak Creek Apartments,4250,
650 San Antonio Road,Palo Alto,FALSE,2,3,TRUE,650-213-9700,Palo Alto Gardens,4050,
630 Los Robles Avenue,Palo Alto,FALSE,3,3,TRUE,650-858-2199,Palo Alto Housing Corporation,4350,
1094 Tanland Drive,Palo Alto,FALSE,2,3,TRUE,888-743-1697,Parker Palo Alto Apartments,3650,
2850 Middlefield Road,Palo Alto,FALSE,3,3,FALSE,650-322-1112,Southwood Apartments,4050,
700 Clark Way,Palo Alto,FALSE,2,3,TRUE,888-440-1758,Stanford West Apartments,3600,
562 Kendall Avenue,Palo Alto,FALSE,2,3,FALSE,650-321-1000,Vrent - Park West Apartments,3850,
275 Hawthorne Avenue,,FALSE,2,3,TRUE,650-966-5319,275 Hawthorne Apartments,4050,
24660 Amador Street,,FALSE,2,2,TRUE,510-849-6628,Amador Apartments,3100,
1400 A Street,Antioch,FALSE,2,3,TRUE,925-706-0874,Antioch Rivertown Senior Housing,3800,
2005 San Jose Drive,Antioch,FALSE,3,3,TRUE,925-757-1250,Baywoods Apartment Homes,4050,
1600 Buchanan Road,Antioch,TRUE,3,3,TRUE,925-750-8811,Buchanan Gardens,4050,
1000 Claudia Court,Antioch,FALSE,2,3,TRUE,925-754-7671,Casa Blanca Apartments,3550,
1600 Aster Drive,Antioch,FALSE,3,3,FALSE,925-705-4248,Crestview Pines,4350,
5100 Vista Grande Dr,Antioch,TRUE,2,3,TRUE,925-755-4141,Cross Pointe,3900,
2301 Sycamore Drive,Antioch,FALSE,2,3,FALSE,925-776-5379,Delta Pines Apartments,3900,
3001 Kodiak Street,Antioch,TRUE,2,3,TRUE,925-754-3733,Hillcrest View Apartments,3900,
600 Wilbur Avenue,Antioch,FALSE,2,3,FALSE,925-779-0601,Lakeshore Apartments,4000,
1015 Fitzuren Road #7,Antioch,FALSE,2,3,FALSE,925-978-9772,Magnolia Apartments,3800,
