address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
125 Monterey Road,Sandwich,,FALSE,FALSE,Pacifica,,650-355-1477,cheap,3.5,Mcdonald's,
2100 Lincoln Avenue,Mexican,,FALSE,FALSE,Alameda,,510-239-4912,moderate,4.1,Acapulco,
1619 Webster Street,Mexican,,TRUE,FALSE,Alameda,,510-521-9090,moderate,4.1,Otaez,
1815 Market Street,Peruvian,,FALSE,TRUE,San Francisco,,415-552-4438,moderate,4.2,Destino,
3945 24th Street,Peruvian,,FALSE,FALSE,San Francisco,,415-695-0549,moderate,4.3,Fresca,
1407 Bush Street,Peruvian,,FALSE,FALSE,San Francisco,,415-345-1685,moderate,4.2,La Fina Estampa,
1001 South Van Ness Avenue,Peruvian,,FALSE,TRUE,San Francisco,,415-821-2134,moderate,4.5,Limon Rotisserie,
1469 18th Street,Peruvian,,FALSE,TRUE,San Francisco,,415-278-0480,moderate,4.3,Mochica,
39060 Fremont Boulevard,Thai,,FALSE,TRUE,Fremont,,510-739-1698,moderate,3.8,Banh Thai Restaurant,
3241 Walnut Avenue,Thai,,FALSE,TRUE,Fremont,,510-792-0770,moderate,4.2,Sala Thai Restaurant,
1023 North Fair Oaks Avenue,Seafood,,FALSE,FALSE,Sunnyvale,,408-745-1260,moderate,4,Lion & Compass,
511 Borregas Avenue,Seafood,,FALSE,FALSE,Sunnyvale,,408-735-8280,moderate,4.1,Seto,
170 Lincoln Road East,Coffeehouse,,FALSE,FALSE,Vallejo,,707-553-1209,cheap,3.4,Mcdonald's,
4425-F Treat Boulevard,Italian,,FALSE,TRUE,Concord,,925-687-5520,moderate,4.2,Pasta Primavera Cafe,
2001 Salvio Street,Italian,,TRUE,TRUE,Concord,,925-680-6888,moderate,4.2,Skipolini's Pizza,
2151 Salvio Street,Italian,,FALSE,TRUE,Concord,,925-521-9010,moderate,5,Toscana Ristorante,
960 Admiral Callaghan Lane,Chinese,,FALSE,FALSE,Vallejo,,707-643-0202,moderate,4.2,Princess Garden,
932 Ralston Avenue,Sandwich,,FALSE,FALSE,Belmont,,650-486-1031,moderate,4.7,The Greedy Ant Gourmet,
4150 Great America Parkway,American,,TRUE,FALSE,Santa Clara,,408-748-0378,moderate,3.5,Bennigan's,
3955 Freedom Circle,American,,TRUE,FALSE,Santa Clara,,408-980-6400,pricey,4.4,Birk's,
5151 Stars and Stripes Drive,American,,FALSE,FALSE,Santa Clara,,408-727-0927,moderate,4,David's Restaurant,
2605 Homestead Road,American,,FALSE,FALSE,Santa Clara,,408-645-5286,moderate,4,Poorboy's Cajun Kitchen,
3288 Pierce Street A118,Chinese,,FALSE,FALSE,Richmond,,510-526-6800,moderate,3.8,Asian Pearl Seafood Restaurant,
3288 Pierce Street,Chinese,,FALSE,FALSE,Richmond,,510-527-2378,moderate,3.8,Daimo Chinese Restaurant,
3075 El Camino Real,Indian,,FALSE,TRUE,Santa Clara,,408-243-2779,moderate,4,Aappakadai,
777 Lawrence Expressway,Indian,,FALSE,TRUE,Santa Clara,,408-243-5500,moderate,3.9,Anjappar Chettinad Indian Restaurant,
1074 Kiely Boulevard,Indian,,FALSE,TRUE,Santa Clara,,408-246-7778,moderate,2.8,Ganesha Indian Cuisine Sweets & Catering,
3170 De La Cruz Boulevard #131,Indian,,FALSE,TRUE,Santa Clara,,669-230-6116,moderate,4,Igrill,
2798 El Camino Real,Indian,,FALSE,TRUE,Santa Clara,,408-247-9264,moderate,3.4,Peacock Indian Cuisine,
3555 Monroe Street Suite 80,Indian,,FALSE,TRUE,Santa Clara,,408-380-4143,pricey,3.5,The Yellow Chilli By Chef Sanjeev Kapoor,
1106 1st Street,Mexican,,TRUE,TRUE,Napa,,707-252-4707,moderate,4.3,Don Perico Mexican Restaurant,
1533 Trancas Street,Mexican,,FALSE,FALSE,Napa,,707-252-3575,moderate,4.4,Frida's Mexican Grill,
16 Kentucky Street,Italian,,FALSE,TRUE,Petaluma,,707-664-1418,moderate,4.6,Brixx Pizzeria,
114 Petaluma Boulevard North,Italian,,FALSE,FALSE,Petaluma,,707-782-1775,moderate,4.6,Cucina Paradiso,
154 Petaluma Boulevard North,Italian,,FALSE,TRUE,Petaluma,,707-766-7600,moderate,4.6,Risibisi,
5 Petaluma Boulevard South B,Italian,,TRUE,FALSE,Petaluma,,707-782-9298,moderate,4.5,Sugo Trattoria,
1730 Travis Boulevard,Mexican,,TRUE,TRUE,Fairfield,,707-425-8374,moderate,3.6,Chevys Fresh Mex,
1500 Oliver Road,Mexican,,FALSE,FALSE,Fairfield,,707-421-8484,moderate,4.3,Favela's Fusion,
1985 West Texas Street,Mexican,,FALSE,FALSE,Fairfield,,707-426-3385,moderate,4.1,Pelayo's Mexican Food,
21275 Stevens Creek Boulevard #510,Italian,,TRUE,TRUE,Cupertino,,408-255-2686,pricey,4.3,Enzo's Italian Restaurant,
20840 Stevens Creek Boulevard,Italian,,FALSE,FALSE,Cupertino,,408-725-0188,pricey,4,Fontana's Italian Restaurant,
19469 Stevens Creek Boulevard,Italian,,TRUE,TRUE,Cupertino,,408-899-4490,moderate,4.1,Panino Giusto,
219 Texas Street C,Chinese,,FALSE,TRUE,Fairfield,,707-428-9736,moderate,4.3,Mandarin Restaurant And Lounge,
5245 Prospect Road,Italian,,TRUE,TRUE,San Jose,,408-380-0040,moderate,4.1,Tomatina,
3137 Stevens Creek Boulevard,Italian,,TRUE,TRUE,San Jose,,408-246-4605,moderate,4.2,Tony & Alba's Pizza And Pasta,
1346 Lincoln Avenue,Italian,,TRUE,TRUE,San Jose,,408-920-2508,moderate,4.5,Vin Santo,
100 South 1st Street,Asado,,TRUE,FALSE,Dixon,,707-678-4745,moderate,4.3,Bud's Pub & Grill,
22507 Main Street,Seafood,,FALSE,TRUE,Hayward,,510-727-1568,moderate,4.5,Sapporo Restaurant,
235 Castro Street,Italian,,TRUE,TRUE,Mountain View,,650-961-9749,moderate,4.2,Don Giovanni,
939 West El Camino Real,Italian,,FALSE,TRUE,Mountain View,,650-967-5384,moderate,4,"Frankie, Johnnie & Luigi Too!",
108 Castro Street,Italian,,TRUE,TRUE,Mountain View,,650-940-1717,moderate,4.2,Vaso Azzurro,
518 7th Street,Sushi,,FALSE,TRUE,Santa Rosa,,707-541-6359,moderate,4.6,Haku Sushi,
1531 Farmers Lane,Sushi,,FALSE,TRUE,Santa Rosa,,707-575-5557,moderate,4.5,Shogun | Japanese Restaurant,
767 Lincoln Avenue,Guatemalan,,TRUE,TRUE,San Rafael,,415-457-4910,moderate,4.3,El Lucerito Restaurante Guatemalteco San Rafael,
816 4th Street,Japanese,,FALSE,TRUE,San Rafael,,415-721-0392,moderate,4.1,Sushi To Dai For,
821 B Street,Japanese,,FALSE,TRUE,San Rafael,,415-524-2727,moderate,4.4,Uchiwa Ramen,
1680 Willow Pass Road,Korean,,FALSE,FALSE,Concord,,925-825-1318,moderate,4.1,Imperial Seafood Restaurant,
1671 Willow Pass Road,Korean,,FALSE,FALSE,Concord,,925-798-9292,moderate,4.3,Ohgane Korean Bbq & Cuisine,
5434 Ygnacio Valley Road #90,Thai,,FALSE,TRUE,Concord,,925-524-0768,moderate,4.3,Bronze Buddha,
4710 Clayton Road,Thai,,FALSE,TRUE,Concord,,925-692-1199,moderate,4.5,Mai Thai 2,
46997 Warm Springs Boulevard,Chinese,,FALSE,FALSE,Fremont,,510-226-1588,moderate,4.2,Boiling Hot Pot,
34420 Fremont Boulevard,Chinese,,FALSE,FALSE,Fremont,,510-790-9888,cheap,3.9,Chong Qing Xiao Mian,
46573 Mission Boulevard,Chinese,,FALSE,FALSE,Fremont,,510-651-8989,moderate,4.2,Little Dipper Shabu Shabu,
43829 Boscell Road,Chinese,,FALSE,FALSE,Fremont,,510-657-5555,moderate,4,Little Hot Pot,
40900 Fremont Boulevard,Chinese,,FALSE,FALSE,Fremont,,510-252-9926,cheap,4,New Yong Kang Seafood Restaurant,
34145 Fremont Boulevard,Chinese,,FALSE,FALSE,Fremont,,510-744-9988,moderate,4.5,Ping's Bistro,
1632 North Main Street,Japanese,,FALSE,FALSE,Walnut Creek,,925-476-5001,moderate,4.5,Ikoi,
1432 North Main Street,Japanese,,TRUE,TRUE,Walnut Creek,,925-210-0188,moderate,4.4,Sasa,
4185 Cushing Parkway,Korean,,FALSE,FALSE,Fremont,,510-252-9844,moderate,4.1,Bob Sang,
46851 Warm Springs Boulevard,Korean,,FALSE,TRUE,Fremont,,510-226-7700,moderate,4.1,Mom's Tofu House,
43635 Boscell Road,Asian,,FALSE,FALSE,Fremont,,510-979-1368,moderate,3.9,Asian Pearl Seafood Restaurant,
43683 Boscell Road,Asian,,FALSE,TRUE,Fremont,,510-687-9998,moderate,3.7,Spicy Town,
90 South 2nd Street,Bistro,,TRUE,FALSE,San Jose,,408-374-5777,moderate,4,Loft Bar & Bistro,
378 Santana Row #1035,Bistro,,TRUE,FALSE,San Jose,,408-248-9091,moderate,3.6,Village California Bistro And Wine Bar,
1260 1st Street,Steakhouse,,FALSE,FALSE,Napa,,707-819-2500,ultra high-end,4.3,Charlie Palmer Steak Napa,
1269 MacArthur Boulevard,Asian,,FALSE,TRUE,San Leandro,,510-650-3051,moderate,4.4,Creasian,
15073 East 14th Street,Asian,,FALSE,TRUE,San Leandro,,510-317-9998,moderate,3.7,New Dragon Buffet,
223 3rd Street,Seafood,,FALSE,FALSE,San Rafael,,415-457-6776,moderate,4.2,Kamikaze Sushi Bar & Cuisine,
15 Harbor Street,Seafood,,TRUE,FALSE,San Rafael,,415-256-9121,moderate,4.3,Pier 15,
100 Smith Ranch Road,Seafood,,FALSE,FALSE,San Rafael,,415-785-8151,moderate,4.3,Sakura Sushi,
6010 Stevenson Boulevard,Buffet,,FALSE,FALSE,Fremont,,510-490-6888,moderate,3.3,World Gourmet,
5029 Mowry Avenue,Indian,,FALSE,TRUE,Fremont,,510-598-4940,moderate,3.7,Paradise Biryani Pointe,
43852 Pacific Commons Boulevard,Indian,,FALSE,TRUE,Fremont,,510-353-9002,moderate,4.2,Rangoli Flavors Of India,
39195 Farwell Drive,Indian,,FALSE,TRUE,Fremont,,510-744-9500,moderate,4,Sakoon,
5144 Mowry Avenue,Indian,,FALSE,TRUE,Fremont,,510-791-1316,moderate,3.5,Taste Of India,
5168 Mowry Avenue,Indian,,TRUE,TRUE,Fremont,,510-362-7000,moderate,4.4,Veg N Chaat Cuisine,
