airlines,arrives_next_day,departure_date,destination_airport_name,destination_city,flight_class,number_checked_bags,number_stops,origin_airport_name,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,inbound_arrival_time,inbound_departure_time,return_date
United Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,13:05,11:40,3,95,,,
Alaska Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,14:20,12:40,4,102,,,
American Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,1,SAN International Airport,San Diego,22:35,19:10,4,162,,,
Delta Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,14:05,12:25,4,95,,,
Southwest Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,13:15,11:35,4,103,,,
United Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,08:15,06:35,4,93,,,
Air Canada,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,11:02,04:20,2,282,,,
American Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,16:52,05:15,2,374,,,
Delta Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,11:41,06:40,2,271,,,
United Airlines,True,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,01:17,18:55,2,312,,,
Air Canada,False,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,11:02,04:20,1,273,,,
American Airlines,False,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,12:02,01:30,1,256,,,
Delta Airlines,False,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,16:16,06:40,1,266,,,
United Airlines,True,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,01:17,18:55,1,270,,,
Air Canada,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,11:02,04:20,4,297,,,
American Airlines,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,12:02,01:30,4,266,,,
Delta Airlines,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,16:16,06:40,4,260,,,
United Airlines,True,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,01:17,18:55,4,299,,,
Southwest Airlines,False,2019-03-02,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:11,20:20,2,67,,,
American Airlines,False,2019-03-01,Dulles International Airport,Washington,Economy,0,1,PHL International Airport,Philadelphia,22:43,17:50,2,228,,,
Delta Airlines,False,2019-03-01,Dulles International Airport,Washington,Economy,0,1,PHL International Airport,Philadelphia,08:20,04:20,2,144,,,
Southwest Airlines,False,2019-03-01,Dulles International Airport,Washington,Economy,0,1,PHL International Airport,Philadelphia,18:10,15:30,2,149,,,
Alaska Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,20:12,11:35,2,265,,,
American Airlines,True,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:57,19:50,2,230,,,
Delta Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,20:12,13:25,2,261,,,
Southwest Airlines,True,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:57,15:05,2,257,,,
United Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,12:29,05:35,2,308,,,
American Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,87,,,
Delta Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,76,,,
Southwest Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,93,,,
American Airlines,True,2019-03-04,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:57,19:50,1,248,,,
Air Canada,False,2019-03-04,PDX International Airport,Portland,Premium Economy,0,1,YVR International Airport,Vancouver,11:48,01:40,2,379,,,
American Airlines,False,2019-03-04,PDX International Airport,Portland,Premium Economy,0,1,YVR International Airport,Vancouver,11:35,01:30,2,437,,,
Delta Airlines,True,2019-03-04,PDX International Airport,Portland,Premium Economy,0,1,YVR International Airport,Vancouver,01:28,20:55,2,397,,,
American Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,4,90,,,
Delta Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,4,84,,,
Southwest Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,4,76,,,
United Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,4,74,,,
American Airlines,False,2019-03-07,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,05:21,04:30,1,62,,,
Delta Airlines,False,2019-03-07,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,1,56,,,
Southwest Airlines,False,2019-03-07,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,17:06,16:15,1,50,,,
United Airlines,False,2019-03-07,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:26,20:35,1,63,,,
American Airlines,False,2019-03-06,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,14:40,13:30,1,82,,,
Delta Airlines,False,2019-03-06,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,08:20,07:10,1,74,,,
Southwest Airlines,False,2019-03-06,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,08:25,07:15,1,82,,,
United Airlines,True,2019-03-06,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,00:50,23:40,1,86,,,
Alaska Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,23:03,22:05,3,71,,,
American Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,15:33,14:35,3,74,,,
Delta Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,19:13,18:15,3,71,,,
United Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,10:28,09:30,3,85,,,
American Airlines,False,2019-03-01,SAN International Airport,San Diego,Economy,0,1,SFO International Airport,San Francisco,21:49,18:00,1,162,,,
American Airlines,False,2019-03-01,PDX International Airport,Portland,Economy,0,1,YVR International Airport,Vancouver,11:35,01:30,1,292,,,
Alaska Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,14:20,12:40,1,112,,,
American Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,1,SAN International Airport,San Diego,11:02,07:15,1,202,,,
Delta Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,14:05,12:25,1,104,,,
Southwest Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,13:15,11:35,1,112,,,
United Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,08:15,06:35,1,106,,,
American Airlines,False,2019-03-06,LAX International Airport,Los Angeles,Economy,0,0,McCarran International Airport,Las Vegas,06:00,04:50,4,86,,,
Delta Airlines,False,2019-03-06,LAX International Airport,Los Angeles,Economy,0,1,McCarran International Airport,Las Vegas,12:39,10:10,4,148,,,
Southwest Airlines,False,2019-03-06,LAX International Airport,Los Angeles,Economy,0,0,McCarran International Airport,Las Vegas,20:00,18:50,4,80,,,
United Airlines,False,2019-03-11,LAX International Airport,Los Angeles,Economy,0,0,McCarran International Airport,Las Vegas,18:45,17:35,4,78,,,
Alaska Airlines,False,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,15:47,07:30,1,257,,,
American Airlines,True,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:57,19:50,1,255,,,
Delta Airlines,False,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,18:46,08:05,1,338,,,
Southwest Airlines,True,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:57,15:05,1,260,,,
United Airlines,False,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,12:29,05:35,1,293,,,
American Airlines,False,2019-03-03,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,14:40,13:30,1,82,,,
Southwest Airlines,False,2019-03-03,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,08:25,07:15,1,84,,,
United Airlines,False,2019-03-03,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,12:00,10:50,1,90,,,
Delta Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,21:26,17:55,1,148,,,
American Airlines,False,2019-03-07,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,88,,,
Delta Airlines,False,2019-03-07,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,86,,,
Southwest Airlines,False,2019-03-07,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,81,,,
United Airlines,False,2019-03-07,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,76,,,
United Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,08:15,06:35,4,115,,,
American Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,14:10,13:00,1,88,,,
Delta Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,77,,,
Southwest Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,78,,,
United Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,84,,,
Alaska Airlines,False,2019-03-05,SAN International Airport,San Diego,Economy,0,0,SFO International Airport,San Francisco,21:20,19:40,2,118,,,
American Airlines,False,2019-03-05,SAN International Airport,San Diego,Economy,0,1,SFO International Airport,San Francisco,20:59,18:00,2,172,,,
Delta Airlines,False,2019-03-05,SAN International Airport,San Diego,Economy,0,0,SFO International Airport,San Francisco,19:20,17:40,2,105,,,
Southwest Airlines,False,2019-03-05,SAN International Airport,San Diego,Economy,0,0,SFO International Airport,San Francisco,07:30,05:50,2,111,,,
United Airlines,False,2019-03-05,SAN International Airport,San Diego,Economy,0,0,SFO International Airport,San Francisco,23:30,21:50,2,112,,,
Air Canada,False,2019-03-05,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,20:42,12:15,4,274,,,
American Airlines,False,2019-03-05,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,16:52,05:15,4,366,,,
Delta Airlines,False,2019-03-05,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,18:16,10:15,4,277,,,
United Airlines,True,2019-03-05,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,01:17,18:55,4,301,,,
Southwest Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,16:21,15:30,4,66,,,
American Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,09:36,08:45,1,65,,,
Delta Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,05:11,04:20,1,61,,,
Southwest Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,16:21,15:30,1,66,,,
Alaska Airlines,False,2019-03-05,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,23:03,22:05,1,65,,,
American Airlines,False,2019-03-05,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,15:33,14:35,1,61,,,
Delta Airlines,False,2019-03-05,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,19:13,18:15,1,66,,,
United Airlines,False,2019-03-05,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,10:28,09:30,1,74,,,
American Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,79,,,
Delta Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,84,,,
Southwest Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,88,,,
United Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,102,,,
American Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,08:46,07:55,1,56,,,
Delta Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,1,57,,,
Southwest Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,17:06,16:15,1,66,,,
United Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:26,20:35,1,68,,,
Alaska Airlines,False,2019-03-07,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,12:10,10:45,1,72,,,
Alaska Airlines,False,2019-03-05,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,06:20,04:55,1,92,,,
American Airlines,False,2019-03-05,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,06:55,05:30,1,91,,,
Delta Airlines,True,2019-03-05,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,00:40,23:15,1,92,,,
Southwest Airlines,False,2019-03-05,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,15:20,13:55,1,87,,,
United Airlines,False,2019-03-05,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,06:25,05:00,1,85,,,
American Airlines,False,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,82,,,
