airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
Delta Airlines,3/14/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:25,21:45,1,113,FALSE,Economy,,,
Southwest Airlines,3/14/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,18:50,17:10,1,106,TRUE,Economy,,,
United Airlines,3/14/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,8:20,6:40,1,100,FALSE,Economy,,,
American Airlines,3/13/2019,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:15,4,153,FALSE,Economy,,,
American Airlines,3/6/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,9:34,8:20,1,136,FALSE,Premium Economy,,,
American Airlines,3/6/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,9:34,8:20,2,136,FALSE,Premium Economy,,,
Alaska Airlines,3/4/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,12:25,10:45,1,111,TRUE,Economy,,,
United Airlines,3/4/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:15,21:35,1,114,TRUE,Economy,,,
American Airlines,3/10/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,10:40,9:30,1,80,FALSE,Economy,,,
Delta Airlines,3/10/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,22:50,21:40,1,87,TRUE,Economy,,,
Southwest Airlines,3/10/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,15:45,14:35,1,84,FALSE,Economy,,,
United Airlines,3/10/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:15,12:05,1,97,FALSE,Economy,,,
Delta Airlines,3/13/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:30,12:20,1,87,FALSE,Economy,,,
Southwest Airlines,3/13/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,15:45,14:35,1,86,FALSE,Economy,,,
United Airlines,3/13/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:15,12:05,1,79,FALSE,Economy,,,
Delta Airlines,3/13/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:30,12:20,3,87,FALSE,Economy,,,
Southwest Airlines,3/13/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,15:45,14:35,3,86,FALSE,Economy,,,
United Airlines,3/13/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:15,12:05,3,79,FALSE,Economy,,,
American Airlines,3/9/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,15:32,10:45,1,226,TRUE,Economy,,,
Southwest Airlines,3/9/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,15:15,1,217,FALSE,Economy,,,
United Airlines,3/9/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,10:35,1,228,FALSE,Economy,,,
United Airlines,3/9/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,23:30,22:05,1,107,TRUE,Economy,,,
American Airlines,3/8/2019,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,9:03,8:05,1,120,FALSE,Premium Economy,,,
Delta Airlines,3/8/2019,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,8:53,7:55,1,109,FALSE,Premium Economy,,,
United Airlines,3/8/2019,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,5:13,4:15,1,104,FALSE,Premium Economy,,,
United Airlines,3/8/2019,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,5:13,4:15,3,104,FALSE,Premium Economy,,,
American Airlines,3/6/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,1,62,FALSE,Economy,,,
Air Canada,3/12/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,2:32,16:45,3,255,FALSE,Economy,,,
Delta Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,14:47,3:20,3,273,FALSE,Economy,,,
United Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,3,217,FALSE,Economy,,,
American Airlines,3/7/2019,JFK International Airport,New York,0,Dulles International Airport,Washington,7:15,6:05,1,142,FALSE,Premium Economy,,,
Southwest Airlines,3/7/2019,JFK International Airport,New York,0,Dulles International Airport,Washington,18:00,16:50,1,111,FALSE,Premium Economy,,,
Alaska Airlines,3/12/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:24,7:30,2,65,TRUE,Economy,,,
American Airlines,3/12/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:34,7:40,2,64,FALSE,Economy,,,
Southwest Airlines,3/12/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,2,56,FALSE,Economy,,,
United Airlines,3/12/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,12:34,11:40,2,77,FALSE,Economy,,,
Alaska Airlines,3/2/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:24,7:30,4,59,TRUE,Economy,,,
American Airlines,3/2/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:34,7:40,4,59,FALSE,Economy,,,
Southwest Airlines,3/2/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,4,66,FALSE,Economy,,,
American Airlines,3/8/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,1,57,FALSE,Economy,,,
Delta Airlines,3/8/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,20:16,19:25,1,60,TRUE,Economy,,,
Southwest Airlines,3/8/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,8:36,7:45,1,58,FALSE,Economy,,,
United Airlines,3/8/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,5:36,4:45,1,58,FALSE,Economy,,,
American Airlines,3/5/2019,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,9:03,8:05,1,69,FALSE,Economy,,,
Delta Airlines,3/5/2019,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,8:53,7:55,1,68,FALSE,Economy,,,
United Airlines,3/5/2019,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,5:13,4:15,1,65,FALSE,Economy,,,
American Airlines,3/5/2019,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,12:05,9:45,2,210,FALSE,Premium Economy,,,
United Airlines,3/5/2019,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,7:15,4:45,2,213,FALSE,Premium Economy,,,
American Airlines,3/14/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,7:05,5:30,1,97,FALSE,Economy,,,
Delta Airlines,3/14/2019,SFO International Airport,San Francisco,1,McCarran International Airport,Las Vegas,23:00,19:50,1,184,FALSE,Economy,,,
Southwest Airlines,3/14/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,11:30,9:55,1,97,FALSE,Economy,,,
United Airlines,3/14/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,1,98,FALSE,Economy,,,
Delta Airlines,3/10/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,12:15,2:50,1,334,FALSE,Economy,,,
United Airlines,3/10/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,1,241,FALSE,Economy,,,
Alaska Airlines,3/7/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,19:15,17:50,2,92,FALSE,Economy,,,
American Airlines,3/7/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,7:55,6:30,2,94,FALSE,Economy,,,
Delta Airlines,3/7/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,10:40,9:15,2,95,FALSE,Economy,,,
Southwest Airlines,3/7/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,23:45,22:20,2,99,FALSE,Economy,,,
American Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,22:13,21:15,1,86,TRUE,Economy,,,
Delta Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,10:33,9:35,1,76,FALSE,Economy,,,
United Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,23:43,22:45,1,63,FALSE,Economy,,,
Delta Airlines,3/11/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,18:19,17:05,1,98,FALSE,Economy,,,
Southwest Airlines,3/11/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,16:24,15:10,1,89,TRUE,Economy,,,
United Airlines,3/11/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,10:49,9:35,1,82,FALSE,Economy,,,
Alaska Airlines,3/7/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,1,97,FALSE,Economy,,,
American Airlines,3/7/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:15,15:50,1,87,FALSE,Economy,,,
Southwest Airlines,3/7/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,1,91,FALSE,Economy,,,
United Airlines,3/7/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,10:40,9:15,1,90,FALSE,Economy,,,
Alaska Airlines,3/14/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,3,103,FALSE,Economy,,,
American Airlines,3/14/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:15,15:50,3,90,FALSE,Economy,,,
Southwest Airlines,3/14/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,3,106,FALSE,Economy,,,
United Airlines,3/14/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,10:40,9:15,3,97,FALSE,Economy,,,
American Airlines,3/14/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,19:05,17:30,4,100,FALSE,Economy,,,
American Airlines,3/11/2019,PHL International Airport,Philadelphia,1,Dulles International Airport,Washington,11:36,8:00,1,140,TRUE,Economy,,,
Southwest Airlines,3/11/2019,PHL International Airport,Philadelphia,1,Dulles International Airport,Washington,19:46,16:50,1,137,FALSE,Economy,,,
Alaska Airlines,3/13/2019,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,17:06,14:55,1,129,FALSE,Economy,,,
American Airlines,3/13/2019,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,7:31,5:20,1,146,TRUE,Economy,,,
Delta Airlines,3/13/2019,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,10:11,8:00,1,124,FALSE,Economy,,,
Southwest Airlines,3/13/2019,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,10:36,8:25,1,123,FALSE,Economy,,,
United Airlines,3/13/2019,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,17:16,15:05,1,131,FALSE,Economy,,,
Southwest Airlines,3/13/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,5:38,4:40,1,100,FALSE,Premium Economy,,,
American Airlines,3/8/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:35,20:25,1,93,FALSE,Economy,,,
Delta Airlines,3/8/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,23:25,22:15,1,88,TRUE,Economy,,,
Southwest Airlines,3/8/2019,McCarran International Airport,Las Vegas,1,LAX International Airport,Los Angeles,15:34,13:00,1,137,FALSE,Economy,,,
United Airlines,3/8/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,9:15,8:05,1,90,FALSE,Economy,,,
American Airlines,3/10/2019,PHL International Airport,Philadelphia,0,JFK International Airport,New York,16:36,15:45,1,66,FALSE,Economy,,,
American Airlines,3/14/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,1,60,FALSE,Economy,,,
Delta Airlines,3/14/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,20:16,19:25,1,63,TRUE,Economy,,,
Southwest Airlines,3/14/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,8:36,7:45,1,61,FALSE,Economy,,,
United Airlines,3/14/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,13:46,12:55,1,54,FALSE,Economy,,,
American Airlines,3/12/2019,JFK International Airport,New York,0,Dulles International Airport,Washington,7:15,6:05,1,73,FALSE,Economy,,,
Southwest Airlines,3/12/2019,JFK International Airport,New York,0,Dulles International Airport,Washington,18:00,16:50,1,65,FALSE,Economy,,,
American Airlines,3/2/2019,JFK International Airport,New York,0,Dulles International Airport,Washington,7:15,6:05,1,88,FALSE,Economy,,,
Alaska Airlines,3/10/2019,LAX International Airport,Los Angeles,0,SAN International Airport,San Diego,16:14,15:20,1,53,FALSE,Economy,,,
American Airlines,3/10/2019,LAX International Airport,Los Angeles,0,SAN International Airport,San Diego,10:44,9:50,1,60,TRUE,Economy,,,
Alaska Airlines,3/5/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,14:50,13:25,1,106,TRUE,Economy,,,
American Airlines,3/5/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,16:40,15:15,1,95,TRUE,Economy,,,
Southwest Airlines,3/5/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,20:10,18:45,1,102,TRUE,Economy,,,
American Airlines,3/7/2019,PHL International Airport,Philadelphia,1,Dulles International Airport,Washington,8:46,5:10,1,133,TRUE,Economy,,,
Alaska Airlines,3/8/2019,PDX International Airport,Portland,0,LAX International Airport,Los Angeles,9:55,7:25,1,146,TRUE,Economy,,,
American Airlines,3/8/2019,PDX International Airport,Portland,0,LAX International Airport,Los Angeles,1:45,23:15,1,126,FALSE,Economy,,,
Delta Airlines,3/8/2019,PDX International Airport,Portland,0,LAX International Airport,Los Angeles,0:20,21:50,1,138,TRUE,Economy,,,
Southwest Airlines,3/8/2019,PDX International Airport,Portland,0,LAX International Airport,Los Angeles,19:00,16:30,1,132,FALSE,Economy,,,
United Airlines,3/8/2019,PDX International Airport,Portland,1,LAX International Airport,Los Angeles,14:13,8:55,1,187,TRUE,Economy,,,
American Airlines,3/1/2019,Dulles International Airport,Washington,0,JFK International Airport,New York,12:05,10:55,2,85,FALSE,Economy,,,
Air Canada,3/2/2019,PDX International Airport,Portland,1,YVR International Airport,Vancouver,1:45,16:45,1,284,FALSE,Economy,,,
Delta Airlines,3/2/2019,PDX International Airport,Portland,1,YVR International Airport,Vancouver,19:00,12:20,1,255,FALSE,Economy,,,
Alaska Airlines,3/5/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,7:44,6:30,1,133,FALSE,Premium Economy,,,
American Airlines,3/5/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,17:54,16:40,1,88,TRUE,Economy,,,
Southwest Airlines,3/5/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,21:39,20:25,1,81,TRUE,Economy,,,
United Airlines,3/5/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,15:34,14:20,1,91,FALSE,Economy,,,
Alaska Airlines,3/5/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,7:44,6:30,4,133,FALSE,Premium Economy,,,
American Airlines,3/5/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,17:54,16:40,4,88,TRUE,Economy,,,
Southwest Airlines,3/5/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,21:39,20:25,4,81,TRUE,Economy,,,
United Airlines,3/5/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,15:34,14:20,4,91,FALSE,Economy,,,
Alaska Airlines,3/13/2019,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,23:44,15:45,1,273,TRUE,Economy,,,
Delta Airlines,3/13/2019,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,8:45,1,248,FALSE,Economy,,,
Southwest Airlines,3/13/2019,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,13:59,5:25,1,262,FALSE,Economy,,,
United Airlines,3/13/2019,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,12:30,1,258,FALSE,Economy,,,
