check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,44,1,2423 1st Avenue
,Seattle,TRUE,Belltown Inn,,,+1 866-525-4704,180,1,2301 3rd Avenue
,Seattle,TRUE,Courtyard By Marriott Seattle Downtown/Lake Union,,,+1 206-213-0100,324,1,925 Westlake Avenue North
,Seattle,TRUE,Crowne Plaza Seattle Downtown,,,+1 206-464-1980,192,1,1113 6th Avenue
,Seattle,TRUE,Days Inn By Wyndham Seattle North Of Downtown,,,+1 800-615-3107,76,1,9100 Aurora Avenue North
,Seattle,TRUE,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,,+1 206-859-4400,150,1,255 South King Street
,Seattle,TRUE,Even Hotel Seattle Downtown - Lake Union,,,+1 206-596-2302,72,1,527 Fairview Avenue North
,Seattle,TRUE,Extended Stay America - Seattle - Northgate,,,+1 206-365-8100,120,1,13300 Stone Avenue North
,Seattle,TRUE,Four Points By Sheraton Downtown Seattle Center,,,+1 206-282-2600,351,1,601 Roy Street
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,96,1,998 West Mission Bay Drive
,San Diego,TRUE,Best Western San Diego/Miramar Hotel,,,+1 858-578-6600,66,1,9310 Kearny Mesa Road
,Seattle,TRUE,Four Seasons Hotel Seattle,,,+1 206-749-7000,150,4,99 Union Street
,Seattle,TRUE,Grand Hyatt Seattle,,,+1 206-774-1234,280,4,721 Pine Street
,Seattle,TRUE,Hotel Andra,,,+1 206-448-8600,360,4,2000 4th Avenue
,Seattle,TRUE,Hyatt At Olive 8,,,+1 206-695-1234,132,4,1635 8th Avenue
,Seattle,TRUE,Inn At The Market,,,+1 206-443-3600,252,4,86 Pine Street
,Seattle,TRUE,Kimpton Hotel Monaco Seattle,,,+1 206-621-1770,264,4,1101 4th Avenue
,Seattle,TRUE,Kimpton Hotel Vintage Seattle,,,+1 800-853-3914,432,4,1100 5th Avenue
,Seattle,TRUE,"Loews Hotel 1000, Seattle",,,+1 206-957-1000,420,4,1000 1st Avenue
,Seattle,TRUE,Motif Seattle,,,+1 206-971-8000,148,4,1415 5th Avenue
,San Diego,TRUE,Best Western Mission Bay,,,+1 619-275-5700,192,1,2575 Clairemont Drive
,San Diego,TRUE,Best Western Plus Hacienda Hotel Old Town,,,+1 619-298-4707,234,1,4041 Harney Street
,San Diego,TRUE,Best Western Plus Island Palms Hotel & Marina,,,+1 619-222-0561,243,1,2051 Shelter Island Drive
,San Diego,TRUE,Best Western San Diego/Miramar Hotel,,,+1 858-578-6600,186,1,9310 Kearny Mesa Road
,San Diego,TRUE,Best Western Seven Seas,,,+1 619-291-1300,351,1,411 Hotel Circle South
,Anaheim,TRUE,Anaheim Desert Inn And Suites,,,+1 714-772-5050,204,2,1600 South Harbor Boulevard
,Anaheim,TRUE,Anaheim Majestic Garden Hotel,,,+1 714-778-1700,288,2,900 South Disneyland Drive
,Anaheim,TRUE,Anaheim Portofino Inn & Suites,,,+1 800-341-6301,198,2,1831 South Harbor Boulevard
,Anaheim,TRUE,Ayres Hotel Anaheim,,,+1 714-634-2106,342,2,2550 East Katella Avenue
,Anaheim,TRUE,Best Western Plus Anaheim Inn,,,+1 714-774-1050,252,2,1630 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Park Place Inn - Mini Suites,,,+1 714-776-4800,333,2,1544 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Raffles Inn & Suites,,,+1 714-750-6100,126,2,2040 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Stovall'S Inn,,,+1 714-778-1880,342,2,1110 West Katella Avenue
,Anaheim,TRUE,Camelot Inn & Suites,,,+1 714-635-7275,216,2,1520 South Harbor Boulevard
,Anaheim,TRUE,Candlewood Suites Anaheim - Resort Area,,,+1 714-635-5555,279,2,1733 South Anaheim Boulevard
,Los Angeles,TRUE,Beverly Hills Marriott,,,+1 310-553-6561,384,3,1150 South Beverly Drive
,Los Angeles,TRUE,Courtyard By Marriott Los Angeles Century City/Beverly Hills,,,+1 310-556-2777,279,3,10320 West Olympic Boulevard
,Los Angeles,TRUE,Courtyard By Marriott Los Angeles L.A. Live,,,+1 213-443-9222,81,3,901 West Olympic Boulevard
,Los Angeles,TRUE,Courtyard By Marriott Los Angeles Lax/Century Boulevard,,,+1 310-649-1400,261,3,6161 West Century Boulevard
,Los Angeles,TRUE,Courtyard By Marriott Los Angeles Sherman Oaks,,,+1 818-981-5400,111,3,"15433 Ventura Boulevard, Sherman Oaks, CA 91403, USA"
,Los Angeles,TRUE,Crowne Plaza Los Angeles Airport,,,+1 310-642-7500,104,3,5985 West Century Boulevard
,Los Angeles,TRUE,Crowne Plaza Los Angeles Harbor Hotel,,,+1 310-519-8200,180,3,"601 South Palos Verdes Street, San Pedro, California 90731, United States"
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,264,4,260 West 40th Street
,New York,TRUE,Ace Hotel,,,+1 212-991-0551,348,4,20 West 29th Street
,Vancouver,FALSE,Exchange Hotel Vancouver,,,+1 604-563-4693,144,1,475 Howe Street
,Portland,TRUE,Aloft Portland Airport At Cascade Station,,,+1 503-200-5678,189,3,9920 Northeast Cascades Parkway
,Portland,TRUE,Best Western Plus Portland Airport Hotel & Suites,,,+1 503-251-9991,222,2,11938 Northeast Airport Way
,Portland,TRUE,Canopy By Hilton Portland Pearl District,,,+1 971-351-0230,384,4,425 Northwest 9th Avenue
,Portland,TRUE,"Country Inn & Suites By Radisson, Portland International Airport, Or",,,+1 503-255-2700,342,3,7025 Northeast Alderwood Road
,Portland,TRUE,Courtyard By Marriott Portland Downtown/Convention Center,,,+1 503-234-3200,306,3,435 Northeast Wasco Street
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,252,3,495 Jefferson Street
,San Francisco,TRUE,Courtyard By Marriott San Francisco Downtown,,,+1 415-947-0700,270,3,299 2nd Street
,San Francisco,TRUE,Courtyard By Marriott San Francisco Union Square,,,+1 415-346-3800,243,3,761 Post Street
,San Francisco,TRUE,Cova Hotel,,,+1 415-771-3000,207,3,655 Ellis Street
,San Francisco,TRUE,Executive Hotel Vintage Court San Francisco,,,+1 800-654-1100,288,3,650 Bush Street
,Vancouver,FALSE,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,,+1 604-669-7070,168,2,1100 Granville Street
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,192,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Los Angeles,TRUE,Best Western Los Angeles Worldport Hotel,,,+1 310-834-3400,112,2,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States"
,Los Angeles,TRUE,Best Western Plus Dragon Gate Inn,,,+1 213-617-3077,126,2,818 North Hill Street
,Philadelphia,TRUE,"Club Quarters Hotel, Philadelphia",,,+1 215-282-5000,204,1,1628 Chestnut Street
,Philadelphia,TRUE,Embassy Suites By Hilton Philadelphia Airport,,,+1 215-365-4500,186,1,9000 Bartram Avenue
,Philadelphia,TRUE,Fairfield Inn & Suites By Marriott Philadelphia Downtown/Center City,,,+1 800-228-2800,126,1,261 South 13th Street
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,252,2,495 Jefferson Street
,San Francisco,TRUE,Bei Hotel San Francisco,,,+1 415-626-6103,342,2,50 8th Street
,San Francisco,TRUE,Beresford Arms Hotel,,,+1 415-673-2600,315,2,701 Post Street
,San Francisco,TRUE,Courtyard By Marriott San Francisco Downtown,,,+1 415-947-0700,270,2,299 2nd Street
,San Francisco,TRUE,Beck'S Motor Lodge,,,+1 415-621-8212,108,1,2222 Market Street
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,272,1,495 Jefferson Street
,Anaheim,TRUE,Anaheim Majestic Garden Hotel,,,+1 714-778-1700,96,2,900 South Disneyland Drive
,Anaheim,TRUE,Anaheim Portofino Inn & Suites,,,+1 800-341-6301,96,2,1831 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Anaheim Inn,,,+1 714-774-1050,138,2,1630 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Stovall'S Inn,,,+1 714-778-1880,66,2,1110 West Katella Avenue
,Anaheim,TRUE,Camelot Inn & Suites,,,+1 714-635-7275,75,2,1520 South Harbor Boulevard
,Anaheim,TRUE,Candlewood Suites Anaheim - Resort Area,,,+1 714-635-5555,174,2,1733 South Anaheim Boulevard
,Anaheim,TRUE,Anaheim Desert Inn And Suites,,,+1 714-772-5050,148,2,1600 South Harbor Boulevard
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,264,2,"60 Furman Street, Brooklyn"
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,168,1,998 West Mission Bay Drive
,New York,TRUE,11 Howard,,,+1 212-235-1111,225,2,11 Howard Street
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,96,4,"60 Furman Street, Brooklyn"
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,100,4,"60 Furman Street, Brooklyn"
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,296,4,"60 Furman Street, Brooklyn"
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,112,2,"60 Furman Street, Brooklyn"
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,304,2,495 Jefferson Street
,New York,TRUE,11 Howard,,,+1 212-235-1111,75,3,11 Howard Street
,San Diego,TRUE,Best Western Plus Hacienda Hotel Old Town,,,+1 619-298-4707,234,2,4041 Harney Street
,San Diego,TRUE,Best Western Plus Island Palms Hotel & Marina,,,+1 619-222-0561,243,2,2051 Shelter Island Drive
,San Diego,TRUE,Best Western Seven Seas,,,+1 619-291-1300,351,2,411 Hotel Circle South
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,297,2,998 West Mission Bay Drive
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,216,2,495 Jefferson Street
,San Diego,TRUE,Best Western Mission Bay,,,+1 619-275-5700,116,2,2575 Clairemont Drive
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,280,4,"60 Furman Street, Brooklyn"
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,148,3,260 West 40th Street
,New York,TRUE,Ace Hotel,,,+1 212-991-0551,100,3,20 West 29th Street
,Los Angeles,TRUE,Ac Hotel By Marriott Beverly Hills,,,+1 323-852-7000,54,2,6399 Wilshire Boulevard
,Los Angeles,TRUE,Banana Bungalow - Hollywood Hostel,,,+1 323-469-2500,27,1,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
,Washington D.C.,TRUE,Eaton Dc,,,+1 202-289-7600,81,3,"1201 K Street Northwest, Washington, District of Columbia 20005, United States"
,Washington D.C.,TRUE,Embassy Suites By Hilton Washington Dc Chevy Chase Pavilion,,,+1 202-362-9300,132,3,"4300 Military Road Northwest, Washington, District of Columbia 20015, United States"
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,140,3,"60 Furman Street, Brooklyn"
,Vancouver,FALSE,Auberge Vancouver Hotel,,,+1 604-678-8899,156,4,837 West Hastings Street
,Los Angeles,TRUE,Best Western Burbank Airport Inn,,,+1 818-765-2900,216,3,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
,Sacramento,TRUE,Courtyard By Marriott Sacramento Midtown,,,+1 916-455-6800,156,2,4422 Y Street
,Sacramento,TRUE,Doubletree By Hilton Hotel Sacramento,,,+1 916-929-8855,114,2,2001 Point West Way
,Sacramento,TRUE,Embassy Suites By Hilton Sacramento Riverfront Promenade,,,+1 916-326-5000,306,2,100 Capitol Mall
,Sacramento,TRUE,Four Points By Sheraton Sacramento International Airport,,,+1 916-263-9000,102,2,4900 Duckhorn Drive
,Sacramento,TRUE,Hilton Garden Inn Sacramento/South Natomas,,,+1 916-568-5400,180,2,2540 Venture Oaks Way
,Sacramento,TRUE,Hilton Sacramento Arden West,,,+1 916-922-4700,60,2,2200 Harvard Street
,Sacramento,TRUE,Holiday Inn Express Sacramento Convention Center,,,+1 916-444-4436,279,2,728 16th Street
,Sacramento,TRUE,Holiday Inn Sacramento Downtown - Arena,,,+1 916-446-0100,180,2,300 J Street
,Sacramento,TRUE,Homewood Suites By Hilton Sacramento Airport-Natomas,,,+1 916-263-9510,216,2,3001 Advantage Way
,Sacramento,TRUE,Courtyard By Marriott Sacramento Midtown,,,+1 916-455-6800,207,2,4422 Y Street
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,192,1,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,456,4,"60 Furman Street, Brooklyn"
,San Diego,TRUE,Best Western Mission Bay,,,+1 619-275-5700,148,2,2575 Clairemont Drive
,Seattle,TRUE,Belltown Inn,,,+1 866-525-4704,62,2,2301 3rd Avenue
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,360,5,1414 6th Avenue
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,184,4,"60 Furman Street, Brooklyn"
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,306,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Los Angeles,TRUE,Best Western Los Angeles Worldport Hotel,,,+1 310-834-3400,132,2,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States"
,Los Angeles,TRUE,Best Western Plus San Pedro Hotel & Suites,,,+1 310-514-1414,261,3,"111 South Gaffey Street, San Pedro, California 90731, United States"
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,348,1,"60 Furman Street, Brooklyn"
,New York,TRUE,11 Howard,,,+1 212-235-1111,225,3,11 Howard Street
,Philadelphia,TRUE,Four Points By Sheraton Philadelphia Airport,,,+1 215-492-0400,60,3,4101A Island Avenue
,Philadelphia,TRUE,Aloft Philadelphia Downtown,,,+1 215-607-2020,228,3,101 North Broad Street
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,200,5,1414 6th Avenue
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,114,3,3841 North Lakewood Boulevard
,Los Angeles,TRUE,Ac Hotel By Marriott Beverly Hills,,,+1 323-852-7000,80,2,6399 Wilshire Boulevard
,Los Angeles,TRUE,Banana Bungalow - Hollywood Hostel,,,+1 323-469-2500,75,1,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
,Portland,TRUE,Aloft Portland Airport At Cascade Station,,,+1 503-200-5678,75,3,9920 Northeast Cascades Parkway
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,184,1,"60 Furman Street, Brooklyn"
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,84,1,2423 1st Avenue
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,333,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Philadelphia,TRUE,Aka University City,,,+1 215-372-9000,162,1,"Cira Centre South, 2929 Walnut Street"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,185,5,1414 6th Avenue
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,264,2,260 West 40th Street
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,264,4,"60 Furman Street, Brooklyn"
,Anaheim,TRUE,Anaheim Desert Inn And Suites,,,+1 714-772-5050,140,2,1600 South Harbor Boulevard
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,224,4,"60 Furman Street, Brooklyn"
,Vancouver,FALSE,Atrium Inn Vancouver,,,+1 604-254-1000,189,3,2889 East Hastings Street
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,210,2,2423 1st Avenue
,Seattle,TRUE,Days Inn By Wyndham Seattle North Of Downtown,,,+1 800-615-3107,96,2,9100 Aurora Avenue North
,Seattle,TRUE,Even Hotel Seattle Downtown - Lake Union,,,+1 206-596-2302,288,2,527 Fairview Avenue North
,Seattle,TRUE,Belltown Inn,,,+1 866-525-4704,116,2,2301 3rd Avenue
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,200,4,"60 Furman Street, Brooklyn"
,Washington D.C.,TRUE,Arc The.Hotel,,,+1 202-337-6620,210,2,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
,Washington D.C.,TRUE,"Cambria Hotel Washington, D.C. Convention Center",,,+1 202-299-1188,261,2,"899 O Street Northwest, Washington, District of Columbia 20001, United States"
,Washington D.C.,TRUE,Capitol Hill Hotel,,,+1 202-543-6000,222,2,"200 C Street Southeast, Washington, DC 20003, USA"
,Washington D.C.,TRUE,"Club Quarters Hotel In Washington, D.C.",,,+1 202-463-6400,78,2,"839 17th Street Northwest, Washington, District of Columbia 20006, United States"
,Washington D.C.,TRUE,Courtyard By Marriott Washington Capitol Hill/Navy Yard,,,+1 202-479-0027,180,2,"140 L Street Southeast, Washington, DC 20003, USA"
,Washington D.C.,TRUE,Courtyard By Marriott Washington Downtown/Convention Center,,,+1 202-589-1800,216,2,"901 L Street Northwest, Washington, DC 20001, USA"
,Washington D.C.,TRUE,"Courtyard By Marriott Washington, Dc/Dupont Circle",,,+1 202-332-9300,234,2,"1900 Connecticut Avenue Northwest, Washington, DC 20009, USA"
,Washington D.C.,TRUE,"Courtyard By Marriott Washington, Dc/Foggy Bottom",,,+1 202-296-5700,111,2,"515 20th Street Northwest, Washington, DC 20006, USA"
,Los Angeles,TRUE,Ac Hotel By Marriott Beverly Hills,,,+1 323-852-7000,168,2,6399 Wilshire Boulevard
,Anaheim,TRUE,Anaheim Majestic Garden Hotel,,,+1 714-778-1700,288,3,900 South Disneyland Drive
,Anaheim,TRUE,Anaheim Portofino Inn & Suites,,,+1 800-341-6301,198,3,1831 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Anaheim Inn,,,+1 714-774-1050,252,3,1630 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Pavilions,,,+1 714-776-0140,99,1,1176 West Katella Avenue
,Anaheim,TRUE,Best Western Plus Stovall'S Inn,,,+1 714-778-1880,342,3,1110 West Katella Avenue
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,288,1,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Philadelphia,TRUE,Aka University City,,,+1 215-372-9000,189,3,"Cira Centre South, 2929 Walnut Street"
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,104,4,"60 Furman Street, Brooklyn"
,Portland,TRUE,Aloft Portland Airport At Cascade Station,,,+1 503-200-5678,198,3,9920 Northeast Cascades Parkway
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,210,1,2423 1st Avenue
,Seattle,TRUE,Belltown Inn,,,+1 866-525-4704,58,1,2301 3rd Avenue
,Sacramento,TRUE,Best Western Plus Sutter House,,,+1 916-441-1314,40,1,1100 H Street
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,304,1,495 Jefferson Street
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,350,3,1414 6th Avenue
,Anaheim,TRUE,Camelot Inn & Suites,,,+1 714-635-7275,75,1,1520 South Harbor Boulevard
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,63,2,998 West Mission Bay Drive
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,120,1,2423 1st Avenue
,Anaheim,TRUE,Anaheim Desert Inn And Suites,,,+1 714-772-5050,116,2,1600 South Harbor Boulevard
,Anaheim,TRUE,Anaheim Desert Inn And Suites,,,+1 714-772-5050,96,2,1600 South Harbor Boulevard
,Long Beach,TRUE,The Westin Long Beach,,,+1 562-436-3000,396,4,333 East Ocean Boulevard
,Long Beach,TRUE,Hyatt Centric The Pike Long Beach,,,+1 562-432-1234,132,4,285 Bay Street
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,114,3,998 West Mission Bay Drive
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,234,2,1725 Long Beach Boulevard
,Vancouver,FALSE,Atrium Inn Vancouver,,,+1 604-254-1000,222,2,2889 East Hastings Street
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,115,5,1414 6th Avenue
,San Diego,TRUE,Best Western Mission Bay,,,+1 619-275-5700,128,2,2575 Clairemont Drive
,Portland,TRUE,Comfort Inn & Suites Portland Airport,,,+1 503-252-6397,64,2,5019 Northeast 102nd Avenue
,Paris,FALSE,Le Roch Hotel & Spa,,,+33 1 70 83 00 00,130,5,"28 Rue Saint-Roch, 75001"
,New York,TRUE,The Kimberly Hotel,,,+1 800-683-0400,108,4,145 East 50th Street
,San Diego,TRUE,Homewood Suites By Hilton San Diego Mission Valley/Zoo,,,+1 619-260-0600,252,3,445 Camino del Rio South
,London,FALSE,Hotel Novotel London Excel,,,+44 20 7660 0677,296,4,"Royal Victoria Dock, 7 Western Gateway"
,New York,TRUE,Belvedere Hotel,,,+1 212-245-7000,180,3,319 West 48th Street
,Chicago,TRUE,Chicago Athletic Association,,,+1 312-940-3552,108,4,12 South Michigan Avenue
,Delhi,FALSE,Tivoli Garden Resort Hotel,,,+91 85888 50354,189,3,"Chattarpur Mandir Road, Mehrauli, New Delhi"
,Chicago,TRUE,"The Gwen, A Luxury Collection Hotel, Michigan Avenue Chicago",,,+1 312-645-1500,136,4,521 North Rush Street
,London,FALSE,"Dorsett City, London",,,+44 20 3805 1000,176,4,9 Aldgate High Street
,Sydney,FALSE,"Pier One Sydney Harbour, Autograph Collection",,,+61 2 8298 9999,156,4,11 Hickson Road Walsh Bay
,London,FALSE,Airways Hotel London Victoria,,,+44 20 7834 0205,69,3,29-31 Saint George's Drive
,Sydney,FALSE,Ibis Budget Wentworthville,,,+61 2 9769 1240,126,3,"377/383 Great Western Highway, Wentworthville New South Wales 2145, Australia"
,Washington D.C.,TRUE,Hyatt Place Washington Dc/National Mall,,,+1 202-803-6110,81,3,"400 E Street Southwest, Washington, District of Columbia 20024, United States"
,Kuala Lumpur,FALSE,Concorde Hotel Kuala Lumpur,,,+60 3-2144 2200,324,4,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan"
,New York,TRUE,Canal Loft Hotel,,,+1 646-882-0428,58,2,94 Canal Street
,San Francisco,TRUE,San Remo Hotel,,,+1 800-352-7366,25,1,2237 Mason Street
,Las Vegas,TRUE,Thunderbird Boutique Hotel,,,+1 702-489-7500,136,2,1215 South Las Vegas Boulevard
,Washington D.C.,TRUE,Capitol Hill Hotel,,,+1 202-543-6000,150,3,"200 C Street Southeast, Washington, DC 20003, USA"
,London,FALSE,The Grosvenor Hotel,,,+44 20 7523 5055,276,4,101 Buckingham Palace Road
,Chicago,TRUE,Hyatt Place Chicago/River North,,,+1 312-755-1600,108,3,66 West Illinois Street
,New York,TRUE,Hotel Metro Nyc,,,+1 800-356-3870,234,3,45 West 35th Street
,Los Angeles,TRUE,Rodeway Inn Hollywood,,,+1 323-465-7186,216,2,"6826 Sunset Boulevard, Hollywood, CA 90028, USA"
,Sydney,FALSE,The Sydney Boulevard Hotel,,,+61 2 9383 7222,456,4,90 William Street
,Vancouver,FALSE,Atrium Inn Vancouver,,,+1 604-254-1000,75,3,2889 East Hastings Street
