car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
Camry,2019-03-09,San Jose,2019-03-04,SJC International Airport,13:00,180,Standard
Corolla,2019-03-09,San Jose,2019-03-04,SJC International Airport,13:00,130,Standard
Elantra,2019-03-09,San Jose,2019-03-04,SJC International Airport,13:00,155,Standard
Fusion,2019-03-09,San Jose,2019-03-04,SJC International Airport,13:00,155,Standard
Civic,2019-03-09,San Jose,2019-03-04,Diridon Station,12:30,140,Standard
Cruze,2019-03-09,San Jose,2019-03-04,Diridon Station,12:30,140,Standard
Camry,2019-03-09,,2019-03-04,SJC International Airport,13:00,180,Standard
Accord,2019-03-10,Concord,2019-03-09,Canterbury Village,12:30,34,Standard
Camry,2019-03-10,Concord,2019-03-09,Clayton Valley,12:30,30,Standard
Civic,2019-03-10,Concord,2019-03-09,Canterbury Village,12:30,31,Standard
Corolla,2019-03-10,Concord,2019-03-09,Canterbury Village,12:30,30,Standard
Cruze,2019-03-10,Concord,2019-03-09,Canterbury Village,12:30,28,Standard
Fusion,2019-03-10,Concord,2019-03-09,Canterbury Village,12:30,29,Standard
Prius,2019-03-10,Concord,2019-03-09,Canterbury Village,12:30,39,Standard
Sentra,2019-03-10,Concord,2019-03-09,Clayton Valley,12:30,31,Standard
Accord,2019-03-10,,2019-03-09,Canterbury Village,12:30,34,Standard
Elantra,2019-03-13,Fremont,2019-03-07,Central District,10:00,180,Standard
Accord,2019-03-13,Fremont,2019-03-07,Fremont BART Station,09:30,228,Standard
Altima,2019-03-13,Fremont,2019-03-07,Fremont BART Station,09:30,168,Standard
Cruze,2019-03-13,Fremont,2019-03-07,Fremont BART Station,09:30,192,Standard
Fusion,2019-03-13,Fremont,2019-03-07,Fremont BART Station,09:30,192,Standard
Elantra,2019-03-13,,2019-03-07,Central District,10:00,180,Standard
Accord,2019-03-07,Sunnyvale,2019-03-06,Sunnyvale CalTrain Station,13:30,36,Standard
Corolla,2019-03-07,Sunnyvale,2019-03-06,Sunnyvale CalTrain Station,13:30,34,Standard
Cruze,2019-03-07,Sunnyvale,2019-03-06,Sunnyvale CalTrain Station,13:30,34,Standard
Fusion,2019-03-07,Sunnyvale,2019-03-06,Downtown,13:30,31,Standard
Prius,2019-03-07,Sunnyvale,2019-03-06,Downtown,13:30,34,Standard
Corolla,2019-03-07,,2019-03-06,Sunnyvale CalTrain Station,13:30,34,Standard
Bolt,2019-03-02,Concord,2019-03-01,Canterbury Village,12:00,27,Compact
Cooper,2019-03-02,Concord,2019-03-01,Canterbury Village,12:00,32,Compact
Forte,2019-03-02,Concord,2019-03-01,Canterbury Village,12:00,24,Compact
Golf,2019-03-02,Concord,2019-03-01,Canterbury Village,12:00,23,Compact
Leaf,2019-03-02,Concord,2019-03-01,Clayton Valley,12:00,25,Compact
Bolt,2019-03-03,Concord,2019-03-02,Canterbury Village,12:00,25,Compact
Cooper,2019-03-03,Concord,2019-03-02,Canterbury Village,12:00,30,Compact
Forte,2019-03-03,Concord,2019-03-02,Canterbury Village,12:00,26,Compact
Golf,2019-03-03,Concord,2019-03-02,Canterbury Village,12:00,23,Compact
Cooper,2019-03-03,,2019-03-02,Canterbury Village,12:00,30,Compact
Accord,2019-03-05,Concord,2019-03-02,Canterbury Village,14:00,90,Standard
Camry,2019-03-05,Concord,2019-03-02,Clayton Valley,14:00,99,Standard
Civic,2019-03-05,Concord,2019-03-02,Canterbury Village,14:00,90,Standard
Corolla,2019-03-05,Concord,2019-03-02,Canterbury Village,14:00,105,Standard
Cruze,2019-03-05,Concord,2019-03-02,Canterbury Village,14:00,117,Standard
Fusion,2019-03-05,Concord,2019-03-02,Canterbury Village,14:00,105,Standard
Prius,2019-03-05,Concord,2019-03-02,Canterbury Village,14:00,105,Standard
Sentra,2019-03-05,Concord,2019-03-02,Clayton Valley,14:00,81,Standard
Accord,2019-03-05,,2019-03-02,Canterbury Village,14:00,90,Standard
Altima,2019-03-08,San Francisco,2019-03-05,SFO International Airport,13:30,96,Standard
Civic,2019-03-08,San Francisco,2019-03-05,Salesforce Transit Center,13:30,90,Standard
Cruze,2019-03-08,San Francisco,2019-03-05,SFO International Airport,13:30,108,Standard
Fusion,2019-03-08,San Francisco,2019-03-05,SFO International Airport,13:30,81,Standard
Prius,2019-03-08,San Francisco,2019-03-05,SFO International Airport,13:30,111,Standard
Sentra,2019-03-08,San Francisco,2019-03-05,Salesforce Transit Center,13:30,69,Standard
Altima,2019-03-08,,2019-03-05,SFO International Airport,13:30,96,Standard
Accord,2019-03-05,Fremont,2019-03-04,Fremont BART Station,19:30,38,Standard
Altima,2019-03-05,Fremont,2019-03-04,Fremont BART Station,19:30,30,Standard
Cruze,2019-03-05,Fremont,2019-03-04,Fremont BART Station,19:30,31,Standard
Fusion,2019-03-05,Fremont,2019-03-04,Fremont BART Station,19:30,34,Standard
Accord,2019-03-05,,2019-03-04,Fremont BART Station,19:30,38,Standard
Camry,2019-03-10,San Jose,2019-03-08,SJC International Airport,13:30,74,Standard
Civic,2019-03-10,San Jose,2019-03-08,Diridon Station,13:30,60,Standard
Corolla,2019-03-10,San Jose,2019-03-08,SJC International Airport,13:30,72,Standard
Cruze,2019-03-10,San Jose,2019-03-08,Diridon Station,13:30,64,Standard
Elantra,2019-03-10,San Jose,2019-03-08,SJC International Airport,13:30,66,Standard
Fusion,2019-03-10,San Jose,2019-03-08,SJC International Airport,13:30,80,Standard
Civic,2019-03-10,,2019-03-08,Diridon Station,13:30,60,Standard
Accord,2019-03-03,Fremont,2019-03-01,Fremont BART Station,13:30,62,Standard
Altima,2019-03-03,Fremont,2019-03-01,Fremont BART Station,13:30,64,Standard
Camry,2019-03-03,Fremont,2019-03-01,Central District,13:30,56,Standard
Cruze,2019-03-03,Fremont,2019-03-01,Fremont BART Station,13:30,72,Standard
Elantra,2019-03-03,Fremont,2019-03-01,Central District,13:30,60,Standard
Fusion,2019-03-03,Fremont,2019-03-01,Fremont BART Station,13:30,68,Standard
Accord,2019-03-03,Fremont,2019-03-01,Fremont BART Station,15:00,62,Standard
Altima,2019-03-03,Fremont,2019-03-01,Fremont BART Station,15:00,64,Standard
Camry,2019-03-03,Fremont,2019-03-01,Central District,15:00,56,Standard
Cruze,2019-03-03,Fremont,2019-03-01,Fremont BART Station,15:00,72,Standard
Elantra,2019-03-03,Fremont,2019-03-01,Central District,15:00,60,Standard
Fusion,2019-03-03,Fremont,2019-03-01,Fremont BART Station,15:00,68,Standard
Camry,2019-03-03,,2019-03-01,Central District,15:00,56,Standard
Corolla,2019-03-09,Walnut Creek,2019-03-02,Downtown,12:00,196,Standard
Corolla,2019-03-09,,2019-03-02,Downtown,12:00,196,Standard
Accord,2019-03-14,Fremont,2019-03-13,Fremont BART Station,13:30,36,Standard
Altima,2019-03-14,Fremont,2019-03-13,Fremont BART Station,13:30,34,Standard
Camry,2019-03-14,Fremont,2019-03-13,Central District,13:30,35,Standard
Cruze,2019-03-14,Fremont,2019-03-13,Fremont BART Station,13:30,36,Standard
Elantra,2019-03-14,Fremont,2019-03-13,Central District,13:30,32,Standard
Fusion,2019-03-14,Fremont,2019-03-13,Fremont BART Station,13:30,33,Standard
Altima,2019-03-14,,2019-03-13,Fremont BART Station,13:30,34,Standard
Accord,2019-03-08,Concord,2019-03-03,Canterbury Village,14:00,130,Standard
Civic,2019-03-08,Concord,2019-03-03,Canterbury Village,14:00,135,Standard
Corolla,2019-03-08,Concord,2019-03-03,Canterbury Village,14:00,155,Standard
Fusion,2019-03-08,Concord,2019-03-03,Canterbury Village,14:00,130,Standard
Prius,2019-03-08,Concord,2019-03-03,Canterbury Village,14:00,160,Standard
Sentra,2019-03-08,Concord,2019-03-03,Clayton Valley,14:00,165,Standard
Accord,2019-03-08,,2019-03-03,Canterbury Village,14:00,130,Standard
Accord,2019-03-13,Concord,2019-03-08,Canterbury Village,12:30,190,Standard
Camry,2019-03-13,Concord,2019-03-08,Clayton Valley,12:30,140,Standard
Corolla,2019-03-13,Concord,2019-03-08,Canterbury Village,12:30,125,Standard
Cruze,2019-03-13,Concord,2019-03-08,Canterbury Village,12:30,175,Standard
Prius,2019-03-13,Concord,2019-03-08,Canterbury Village,12:30,180,Standard
Sentra,2019-03-13,Concord,2019-03-08,Clayton Valley,12:30,160,Standard
Accord,2019-03-13,,2019-03-08,Canterbury Village,12:30,190,Standard
Cooper,2019-03-08,Concord,2019-03-04,Canterbury Village,09:30,104,Compact
Golf,2019-03-08,Concord,2019-03-04,Canterbury Village,09:30,112,Compact
Forte,2019-03-08,Concord,2019-03-04,Clayton Valley,10:00,92,Compact
Leaf,2019-03-08,Concord,2019-03-04,Clayton Valley,10:00,100,Compact
Cooper,2019-03-08,,2019-03-04,Canterbury Village,09:30,104,Compact
Altima,2019-03-06,San Francisco,2019-03-04,SFO International Airport,10:30,64,Standard
Cruze,2019-03-06,San Francisco,2019-03-04,SFO International Airport,10:30,74,Standard
Fusion,2019-03-06,San Francisco,2019-03-04,SFO International Airport,10:30,56,Standard
Prius,2019-03-06,San Francisco,2019-03-04,SFO International Airport,10:30,64,Standard
Altima,2019-03-06,,2019-03-04,SFO International Airport,10:30,64,Standard
Accord,2019-03-11,Walnut Creek,2019-03-09,BART Station,14:00,66,Standard
Camry,2019-03-11,Walnut Creek,2019-03-09,BART Station,14:00,68,Standard
Civic,2019-03-11,Walnut Creek,2019-03-09,BART Station,14:00,68,Standard
Corolla,2019-03-11,Walnut Creek,2019-03-09,Downtown,14:00,62,Standard
Fusion,2019-03-11,Walnut Creek,2019-03-09,BART Station,14:00,60,Standard
Accord,2019-03-11,,2019-03-09,BART Station,14:00,66,Standard
Accord,2019-03-14,Concord,2019-03-11,Canterbury Village,16:30,117,Standard
Camry,2019-03-14,Concord,2019-03-11,Clayton Valley,16:30,105,Standard
Civic,2019-03-14,Concord,2019-03-11,Canterbury Village,16:30,84,Standard
Corolla,2019-03-14,Concord,2019-03-11,Canterbury Village,16:30,78,Standard
Cruze,2019-03-14,Concord,2019-03-11,Canterbury Village,16:30,90,Standard
Fusion,2019-03-14,Concord,2019-03-11,Canterbury Village,16:30,69,Standard
Prius,2019-03-14,Concord,2019-03-11,Canterbury Village,16:30,114,Standard
Sentra,2019-03-14,Concord,2019-03-11,Clayton Valley,16:30,93,Standard
Civic,2019-03-14,,2019-03-11,Canterbury Village,16:30,84,Standard
Accord,2019-03-09,Walnut Creek,2019-03-05,BART Station,15:30,120,Standard
Camry,2019-03-09,Walnut Creek,2019-03-05,BART Station,15:30,148,Standard
Civic,2019-03-09,Walnut Creek,2019-03-05,BART Station,15:30,120,Standard
Corolla,2019-03-09,Walnut Creek,2019-03-05,Downtown,15:30,140,Standard
Fusion,2019-03-09,Walnut Creek,2019-03-05,BART Station,15:30,140,Standard
Accord,2019-03-09,,2019-03-05,BART Station,15:30,120,Standard
Cooper,2019-03-08,Concord,2019-03-04,Canterbury Village,18:30,104,Compact
Forte,2019-03-08,Concord,2019-03-04,Clayton Valley,18:30,92,Compact
Golf,2019-03-08,Concord,2019-03-04,Canterbury Village,18:30,112,Compact
Leaf,2019-03-08,Concord,2019-03-04,Clayton Valley,18:30,100,Compact
Cooper,2019-03-08,Concord,2019-03-06,Canterbury Village,18:00,60,Compact
Forte,2019-03-08,Concord,2019-03-06,Clayton Valley,18:00,52,Compact
Golf,2019-03-08,Concord,2019-03-06,Canterbury Village,18:00,68,Compact
Forte,2019-03-08,,2019-03-06,Clayton Valley,18:00,52,Compact
Accord,2019-03-11,Fremont,2019-03-10,Fremont BART Station,13:30,35,Standard
Altima,2019-03-11,Fremont,2019-03-10,Fremont BART Station,13:30,36,Standard
Camry,2019-03-11,Fremont,2019-03-10,Central District,13:30,31,Standard
Cruze,2019-03-11,Fremont,2019-03-10,Fremont BART Station,13:30,38,Standard
Elantra,2019-03-11,Fremont,2019-03-10,Central District,13:30,36,Standard
Fusion,2019-03-11,Fremont,2019-03-10,Fremont BART Station,13:30,32,Standard
Accord,2019-03-11,,2019-03-10,Fremont BART Station,13:30,35,Standard
Bolt,2019-03-12,Fremont,2019-03-07,Fremont BART Station,15:30,160,Compact
Fit,2019-03-12,Fremont,2019-03-07,Central District,15:30,125,Compact
GTI,2019-03-12,Fremont,2019-03-07,Fremont BART Station,15:30,140,Compact
Golf,2019-03-12,Fremont,2019-03-07,Fremont BART Station,15:30,130,Compact
Leaf,2019-03-12,Fremont,2019-03-07,Central District,15:30,110,Compact
Bolt,2019-03-12,,2019-03-07,Fremont BART Station,15:30,160,Compact
Accord,2019-03-08,Fremont,2019-03-01,Central District,12:00,245,Standard
Accord,2019-03-08,,2019-03-01,Central District,12:00,245,Standard
Camry,2019-03-04,Concord,2019-03-03,Clayton Valley,10:00,32,Standard
Sentra,2019-03-04,Concord,2019-03-03,Clayton Valley,10:00,27,Standard
Accord,2019-03-04,Concord,2019-03-03,Canterbury Village,09:30,30,Standard
Civic,2019-03-04,Concord,2019-03-03,Canterbury Village,09:30,37,Standard
Cruze,2019-03-04,Concord,2019-03-03,Canterbury Village,09:30,33,Standard
Prius,2019-03-04,Concord,2019-03-03,Canterbury Village,09:30,32,Standard
Camry,2019-03-04,,2019-03-03,Clayton Valley,10:00,32,Standard
Accord,2019-03-09,Fremont,2019-03-05,Fremont BART Station,20:00,156,Standard
Altima,2019-03-09,Fremont,2019-03-05,Fremont BART Station,20:00,164,Standard
Cruze,2019-03-09,Fremont,2019-03-05,Fremont BART Station,20:00,132,Standard
Fusion,2019-03-09,Fremont,2019-03-05,Fremont BART Station,20:00,140,Standard
Accord,2019-03-09,,2019-03-05,Fremont BART Station,20:00,156,Standard
Camry,2019-03-06,Concord,2019-03-01,Clayton Valley,16:30,130,Standard
Corolla,2019-03-06,Concord,2019-03-01,Canterbury Village,16:30,160,Standard
Cruze,2019-03-06,Concord,2019-03-01,Canterbury Village,16:30,170,Standard
Fusion,2019-03-06,Concord,2019-03-01,Canterbury Village,16:30,140,Standard
Prius,2019-03-06,Concord,2019-03-01,Canterbury Village,16:30,195,Standard
Sentra,2019-03-06,Concord,2019-03-01,Clayton Valley,16:30,140,Standard
Camry,2019-03-06,,2019-03-01,Clayton Valley,16:30,130,Standard
Accord,2019-03-03,,2019-03-01,Fremont BART Station,15:00,62,Standard
Corolla,2019-03-14,Sunnyvale,2019-03-08,Sunnyvale CalTrain Station,13:30,186,Standard
Cruze,2019-03-14,Sunnyvale,2019-03-08,Downtown,13:30,210,Standard
Prius,2019-03-14,Sunnyvale,2019-03-08,Downtown,13:30,186,Standard
Corolla,2019-03-14,,2019-03-08,Sunnyvale CalTrain Station,13:30,186,Standard
Altima,2019-03-13,San Francisco,2019-03-11,SFO International Airport,17:00,68,Standard
Civic,2019-03-13,San Francisco,2019-03-11,Salesforce Transit Center,17:00,68,Standard
Cruze,2019-03-13,San Francisco,2019-03-11,SFO International Airport,17:00,78,Standard
Fusion,2019-03-13,San Francisco,2019-03-11,SFO International Airport,17:00,68,Standard
Prius,2019-03-13,San Francisco,2019-03-11,SFO International Airport,17:00,60,Standard
Sentra,2019-03-13,San Francisco,2019-03-11,Salesforce Transit Center,17:00,80,Standard
Cruze,2019-03-13,,2019-03-11,SFO International Airport,17:00,78,Standard
CR-V,2019-03-07,Walnut Creek,2019-03-03,Downtown,14:00,180,Full-size
Equinox,2019-03-07,Walnut Creek,2019-03-03,BART Station,14:00,136,Full-size
Highlander,2019-03-07,Walnut Creek,2019-03-03,BART Station,14:00,180,Full-size
Rogue,2019-03-07,Walnut Creek,2019-03-03,Downtown,14:00,176,Full-size
CR-V,2019-03-07,,2019-03-03,Downtown,14:00,180,Full-size
Accord,2019-03-08,Fremont,2019-03-06,Fremont BART Station,16:30,58,Standard
Altima,2019-03-08,Fremont,2019-03-06,Fremont BART Station,16:30,72,Standard
Camry,2019-03-08,Fremont,2019-03-06,Central District,16:30,50,Standard
Cruze,2019-03-08,Fremont,2019-03-06,Fremont BART Station,16:30,66,Standard
Elantra,2019-03-08,Fremont,2019-03-06,Central District,16:30,64,Standard
Fusion,2019-03-08,Fremont,2019-03-06,Fremont BART Station,16:30,66,Standard
Altima,2019-03-08,,2019-03-06,Fremont BART Station,16:30,72,Standard
Altima,2019-03-07,San Francisco,2019-03-05,SFO International Airport,14:00,76,Standard
Civic,2019-03-07,San Francisco,2019-03-05,Salesforce Transit Center,14:00,70,Standard
Cruze,2019-03-07,San Francisco,2019-03-05,SFO International Airport,14:00,72,Standard
Fusion,2019-03-07,San Francisco,2019-03-05,SFO International Airport,14:00,62,Standard
Prius,2019-03-07,San Francisco,2019-03-05,SFO International Airport,14:00,70,Standard
Sentra,2019-03-07,San Francisco,2019-03-05,Salesforce Transit Center,14:00,58,Standard
Civic,2019-03-07,,2019-03-05,Salesforce Transit Center,14:00,70,Standard
Bolt,2019-03-11,San Francisco,2019-03-04,Salesforce Transit Center,12:30,168,Compact
Bolt,2019-03-11,,2019-03-04,Salesforce Transit Center,12:30,168,Compact
Accord,2019-03-02,Fremont,2019-03-01,Fremont BART Station,13:30,35,Standard
Altima,2019-03-02,Fremont,2019-03-01,Fremont BART Station,13:30,29,Standard
Bolt,2019-03-02,Fremont,2019-03-01,Fremont BART Station,13:30,26,Compact
Camry,2019-03-02,Fremont,2019-03-01,Central District,13:30,29,Standard
Cruze,2019-03-02,Fremont,2019-03-01,Fremont BART Station,13:30,35,Standard
Elantra,2019-03-02,Fremont,2019-03-01,Central District,13:30,33,Standard
Escape,2019-03-02,Fremont,2019-03-01,Fremont BART Station,13:30,48,Full-size
Fit,2019-03-02,Fremont,2019-03-01,Central District,13:30,26,Compact
Forester,2019-03-02,Fremont,2019-03-01,Fremont BART Station,13:30,42,Full-size
Forte,2019-03-02,Fremont,2019-03-01,Central District,13:30,24,Compact
GTI,2019-03-02,Fremont,2019-03-01,Fremont BART Station,13:30,29,Compact
Golf,2019-03-02,Fremont,2019-03-01,Fremont BART Station,13:30,23,Compact
Leaf,2019-03-02,Fremont,2019-03-01,Central District,13:30,23,Compact
Bolt,2019-03-02,,2019-03-01,Fremont BART Station,13:30,26,Compact
Accord,2019-03-09,Fremont,2019-03-06,Fremont BART Station,13:30,102,Standard
Altima,2019-03-09,Fremont,2019-03-06,Fremont BART Station,13:30,102,Standard
Camry,2019-03-09,Fremont,2019-03-06,Central District,13:30,72,Standard
Cruze,2019-03-09,Fremont,2019-03-06,Fremont BART Station,13:30,99,Standard
Elantra,2019-03-09,Fremont,2019-03-06,Central District,13:30,99,Standard
Fusion,2019-03-09,Fremont,2019-03-06,Fremont BART Station,13:30,93,Standard
Bolt,2019-03-07,Fremont,2019-03-06,Fremont BART Station,13:30,29,Compact
Fit,2019-03-07,Fremont,2019-03-06,Central District,13:30,28,Compact
Forte,2019-03-07,Fremont,2019-03-06,Central District,13:30,22,Compact
GTI,2019-03-07,Fremont,2019-03-06,Fremont BART Station,13:30,27,Compact
Golf,2019-03-07,Fremont,2019-03-06,Fremont BART Station,13:30,32,Compact
Leaf,2019-03-07,Fremont,2019-03-06,Central District,13:30,20,Compact
Fit,2019-03-07,,2019-03-06,Central District,13:30,28,Compact
Accord,2019-03-14,Fremont,2019-03-11,Fremont BART Station,14:00,90,Standard
Altima,2019-03-14,Fremont,2019-03-11,Fremont BART Station,14:00,129,Standard
Camry,2019-03-14,Fremont,2019-03-11,Central District,14:00,105,Standard
Cruze,2019-03-14,Fremont,2019-03-11,Fremont BART Station,14:00,96,Standard
Elantra,2019-03-14,Fremont,2019-03-11,Central District,14:00,96,Standard
Fusion,2019-03-14,Fremont,2019-03-11,Fremont BART Station,14:00,102,Standard
Accord,2019-03-14,,2019-03-11,Fremont BART Station,14:00,90,Standard
Accord,2019-03-10,Concord,2019-03-07,Canterbury Village,13:30,84,Standard
Camry,2019-03-10,Concord,2019-03-07,Clayton Valley,13:30,102,Standard
