city,date,event_name,time,venue,venue_address,number_of_tickets,category,event_type
Anaheim,3/11/2019,Angels Vs Mariners,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
San Diego,3/9/2019,Prettymuch,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Francisco,3/2/2019,Giants Vs Nationals,18:30,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/3/2019,Giants Vs Nationals,18:00,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/10/2019,Giants Vs Nationals,18:30,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/11/2019,Giants Vs Nationals,19:30,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/12/2019,Giants Vs Nationals,18:30,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/13/2019,Giants Vs Nationals,19:00,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/14/2019,Giants Vs Nationals,17:30,Oracle Park,24 Willie Mays Plaza,,,
Vancouver,3/4/2019,Smokey Robinson,19:00,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/7/2019,Smokey Robinson,19:00,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/9/2019,Smokey Robinson,17:30,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/12/2019,Smokey Robinson,17:00,PNE Amphitheatre,2901 East Hastings Street,,,
San Francisco,3/2/2019,Carmina Burana,19:30,San Francisco Symphony,201 Van Ness Avenue,,,
San Francisco,3/6/2019,Carmina Burana,17:30,San Francisco Symphony,201 Van Ness Avenue,,,
San Francisco,3/9/2019,Carmina Burana,17:30,San Francisco Symphony,201 Van Ness Avenue,,,
Phoenix,3/3/2019,Diamondbacks Vs Dodgers,19:00,Chase Field,401 East Jefferson Street,,,
Phoenix,3/5/2019,Diamondbacks Vs Dodgers,18:00,Chase Field,401 East Jefferson Street,,,
Phoenix,3/14/2019,Diamondbacks Vs Dodgers,19:00,Chase Field,401 East Jefferson Street,,,
New York,3/2/2019,Madonna Brooklyn,18:30,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
New York,3/6/2019,Madonna Brooklyn,19:30,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
New York,3/7/2019,Madonna Brooklyn,19:00,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
New York,3/8/2019,Madonna Brooklyn,18:00,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
New York,3/10/2019,Madonna Brooklyn,18:00,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
New York,3/12/2019,Madonna Brooklyn,17:30,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
New York,3/14/2019,Madonna Brooklyn,18:30,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
New York,3/2/2019,Jojo Siwa,17:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/3/2019,Jojo Siwa,18:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/4/2019,Jojo Siwa,19:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/8/2019,Jojo Siwa,18:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/14/2019,Jojo Siwa,18:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
Anaheim,3/4/2019,Angels Vs Orioles,17:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Anaheim,3/9/2019,Angels Vs Orioles,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Anaheim,3/11/2019,Angels Vs Orioles,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Anaheim,3/14/2019,Angels Vs Orioles,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
San Diego,3/5/2019,Sara Bareilles,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Diego,3/11/2019,Sara Bareilles,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Diego,3/12/2019,Sara Bareilles,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Diego,3/14/2019,Sara Bareilles,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
Los Angeles,3/5/2019,Sparks Vs Lynx,17:00,STAPLES Center,1111 South Figueroa Street,,,
Los Angeles,3/7/2019,Sparks Vs Lynx,18:00,STAPLES Center,1111 South Figueroa Street,,,
Los Angeles,3/8/2019,Sparks Vs Lynx,19:00,STAPLES Center,1111 South Figueroa Street,,,
San Diego,3/7/2019,Padres Vs Diamondbacks,19:30,Petco Park,100 Park Boulevard,,,
San Diego,3/12/2019,Padres Vs Diamondbacks,19:30,Petco Park,100 Park Boulevard,,,
San Diego,3/14/2019,Padres Vs Diamondbacks,19:00,Petco Park,100 Park Boulevard,,,
New York,3/6/2019,Harlem Gospel Choir,19:00,Sony Hall,235 West 46th Street,,,
New York,3/8/2019,Harlem Gospel Choir,17:00,Sony Hall,235 West 46th Street,,,
New York,3/10/2019,Harlem Gospel Choir,19:30,Sony Hall,235 West 46th Street,,,
New York,3/12/2019,Harlem Gospel Choir,17:30,Sony Hall,235 West 46th Street,,,
Philadelphia,3/12/2019,The Lemonheads,17:30,The Foundry,29 East Allen Street 2nd Floor,,,
Philadelphia,3/13/2019,The Lemonheads,19:00,The Foundry,29 East Allen Street 2nd Floor,,,
Philadelphia,3/14/2019,The Lemonheads,19:30,The Foundry,29 East Allen Street 2nd Floor,,,
Toronto,3/6/2019,Toronto Vs Ottawa,18:30,BMO Field,170 Princes' Boulevard,,,
Toronto,3/7/2019,Toronto Vs Ottawa,19:00,BMO Field,170 Princes' Boulevard,,,
Toronto,3/8/2019,Toronto Vs Ottawa,17:00,BMO Field,170 Princes' Boulevard,,,
Toronto,3/10/2019,Toronto Vs Ottawa,18:30,BMO Field,170 Princes' Boulevard,,,
Toronto,3/12/2019,Toronto Vs Ottawa,18:30,BMO Field,170 Princes' Boulevard,,,
New York,3/3/2019,Outlaw Music Festival,18:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/8/2019,Outlaw Music Festival,19:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/9/2019,Outlaw Music Festival,19:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/14/2019,Outlaw Music Festival,17:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
San Diego,3/6/2019,Tuxedo,17:00,The Observatory North Park,2891 University Avenue,,,
San Diego,3/11/2019,Tuxedo,18:00,The Observatory North Park,2891 University Avenue,,,
San Diego,3/13/2019,Tuxedo,17:00,The Observatory North Park,2891 University Avenue,,,
San Diego,3/14/2019,Tuxedo,17:30,The Observatory North Park,2891 University Avenue,,,
New York,3/5/2019,Yankees Vs Angels,17:00,Yankee Stadium,1 East 161 Street,,,
New York,3/7/2019,Yankees Vs Angels,17:00,Yankee Stadium,1 East 161 Street,,,
New York,3/8/2019,Yankees Vs Angels,18:00,Yankee Stadium,1 East 161 Street,,,
San Francisco,3/4/2019,Okkervil River,17:00,The Chapel,777 Valencia Street,,,
San Francisco,3/10/2019,Okkervil River,19:00,The Chapel,777 Valencia Street,,,
San Francisco,3/12/2019,Okkervil River,19:00,The Chapel,777 Valencia Street,,,
San Francisco,3/14/2019,Okkervil River,18:00,The Chapel,777 Valencia Street,,,
San Francisco,3/1/2019,Remo Drive,17:00,The Chapel,777 Valencia Street,,,
San Francisco,3/2/2019,Remo Drive,18:30,The Chapel,777 Valencia Street,,,
San Francisco,3/9/2019,Remo Drive,19:30,The Chapel,777 Valencia Street,,,
San Francisco,3/10/2019,Remo Drive,18:00,The Chapel,777 Valencia Street,,,
New York,3/3/2019,Westside Gunn,18:00,Sony Hall,235 West 46th Street,,,
New York,3/6/2019,Westside Gunn,19:30,Sony Hall,235 West 46th Street,,,
New York,3/10/2019,Westside Gunn,18:30,Sony Hall,235 West 46th Street,,,
New York,3/14/2019,Westside Gunn,17:00,Sony Hall,235 West 46th Street,,,
Toronto,3/11/2019,Blue Jays Vs Mariners,17:30,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/9/2019,Blue Jays Vs Indians,18:00,Rogers Centre,1 Blue Jays Way,,,
New York,3/1/2019,Thee Oh Sees,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",,,
New York,3/2/2019,Thee Oh Sees,19:00,Warsaw,"261 Driggs Avenue, Brooklyn",,,
New York,3/4/2019,Thee Oh Sees,17:30,Warsaw,"261 Driggs Avenue, Brooklyn",,,
New York,3/12/2019,Thee Oh Sees,19:30,Warsaw,"261 Driggs Avenue, Brooklyn",,,
Atlanta,3/3/2019,Yellow Jackets Vs Wolfpack,17:00,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,,
Atlanta,3/7/2019,Yellow Jackets Vs Wolfpack,18:00,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,,
Atlanta,3/14/2019,Yellow Jackets Vs Wolfpack,17:30,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,,
Los Angeles,3/6/2019,Sparks Vs Mystics,18:30,STAPLES Center,1111 South Figueroa Street,,,
Los Angeles,3/7/2019,Sparks Vs Mystics,19:30,STAPLES Center,1111 South Figueroa Street,,,
Los Angeles,3/8/2019,Sparks Vs Mystics,18:00,STAPLES Center,1111 South Figueroa Street,,,
Los Angeles,3/9/2019,Sparks Vs Mystics,17:00,STAPLES Center,1111 South Figueroa Street,,,
Los Angeles,3/12/2019,Sparks Vs Mystics,18:00,STAPLES Center,1111 South Figueroa Street,,,
Los Angeles,3/13/2019,Sparks Vs Mystics,19:00,STAPLES Center,1111 South Figueroa Street,,,
Los Angeles,3/14/2019,Sparks Vs Mystics,19:00,STAPLES Center,1111 South Figueroa Street,,,
San Diego,3/4/2019,Greta Van Fleet,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Diego,3/5/2019,Greta Van Fleet,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Diego,3/10/2019,Greta Van Fleet,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Diego,3/12/2019,Greta Van Fleet,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Diego,3/14/2019,Greta Van Fleet,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Diego,3/2/2019,Fidlar,18:00,The Observatory North Park,2891 University Avenue,,,
San Diego,3/6/2019,Fidlar,18:00,The Observatory North Park,2891 University Avenue,,,
San Diego,3/7/2019,Fidlar,17:30,The Observatory North Park,2891 University Avenue,,,
San Diego,3/11/2019,Fidlar,17:30,The Observatory North Park,2891 University Avenue,,,
San Diego,3/13/2019,Fidlar,18:00,The Observatory North Park,2891 University Avenue,,,
Chicago,3/1/2019,Timmy Trumpet,18:00,Concord Music Hall,2047 North Milwaukee Avenue,,,
Chicago,3/4/2019,Timmy Trumpet,19:00,Concord Music Hall,2047 North Milwaukee Avenue,,,
Chicago,3/7/2019,Timmy Trumpet,19:30,Concord Music Hall,2047 North Milwaukee Avenue,,,
Chicago,3/14/2019,Timmy Trumpet,19:30,Concord Music Hall,2047 North Milwaukee Avenue,,,
San Francisco,3/1/2019,Giants Vs Rockies,18:30,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/3/2019,Giants Vs Rockies,17:00,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/4/2019,Giants Vs Rockies,17:30,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/10/2019,Giants Vs Rockies,17:00,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/11/2019,Giants Vs Rockies,19:00,Oracle Park,24 Willie Mays Plaza,,,
San Diego,3/8/2019,Pup,19:30,The Irenic,3090 Polk Avenue,,,
San Diego,3/11/2019,Pup,17:30,The Irenic,3090 Polk Avenue,,,
San Diego,3/12/2019,Pup,17:30,The Irenic,3090 Polk Avenue,,,
San Diego,3/13/2019,Pup,19:30,The Irenic,3090 Polk Avenue,,,
San Diego,3/14/2019,Pup,18:00,The Irenic,3090 Polk Avenue,,,
London,3/1/2019,Crystal Lake,18:00,Boston Music Room,178 Junction Road,,,
London,3/5/2019,Crystal Lake,17:00,Boston Music Room,178 Junction Road,,,
London,3/13/2019,Crystal Lake,18:00,Boston Music Room,178 Junction Road,,,
London,3/14/2019,Crystal Lake,17:30,Boston Music Room,178 Junction Road,,,
New York,3/6/2019,Chris Botti,18:30,Sony Hall,235 West 46th Street,,,
New York,3/8/2019,Chris Botti,18:00,Sony Hall,235 West 46th Street,,,
New York,3/10/2019,Chris Botti,18:00,Sony Hall,235 West 46th Street,,,
New York,3/11/2019,Chris Botti,18:00,Sony Hall,235 West 46th Street,,,
New York,3/12/2019,Chris Botti,18:00,Sony Hall,235 West 46th Street,,,
New York,3/1/2019,Nycfc Vs Timbers,19:30,Yankee Stadium,1 East 161 Street,,,
New York,3/3/2019,Nycfc Vs Timbers,18:00,Yankee Stadium,1 East 161 Street,,,
New York,3/5/2019,Nycfc Vs Timbers,18:00,Yankee Stadium,1 East 161 Street,,,
New York,3/8/2019,Nycfc Vs Timbers,18:00,Yankee Stadium,1 East 161 Street,,,
New York,3/9/2019,Nycfc Vs Timbers,18:30,Yankee Stadium,1 East 161 Street,,,
San Francisco,3/5/2019,Giants Vs Phillies,17:00,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/6/2019,Giants Vs Phillies,18:00,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/8/2019,Giants Vs Phillies,17:30,Oracle Park,24 Willie Mays Plaza,,,
San Francisco,3/9/2019,Giants Vs Phillies,19:00,Oracle Park,24 Willie Mays Plaza,,,
Seattle,3/8/2019,Huskies Vs Utes,18:00,Husky Stadium,3800 Montlake Boulevard Northeast,,,
Seattle,3/9/2019,Huskies Vs Utes,19:30,Husky Stadium,3800 Montlake Boulevard Northeast,,,
New York,3/1/2019,Jamey Johnson,19:30,Sony Hall,235 West 46th Street,,,
New York,3/3/2019,Jamey Johnson,18:00,Sony Hall,235 West 46th Street,,,
New York,3/5/2019,Jamey Johnson,17:30,Sony Hall,235 West 46th Street,,,
Anaheim,3/1/2019,Angels Vs White Sox,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Anaheim,3/2/2019,Angels Vs White Sox,18:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Anaheim,3/10/2019,Angels Vs White Sox,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Anaheim,3/11/2019,Angels Vs White Sox,18:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Anaheim,3/13/2019,Angels Vs White Sox,18:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
New York,3/6/2019,Mets Vs Dodgers,19:00,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/7/2019,Mets Vs Dodgers,18:30,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/9/2019,Mets Vs Dodgers,19:30,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/11/2019,Mets Vs Dodgers,18:30,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/3/2019,Russian Circles,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",,,
New York,3/6/2019,Russian Circles,19:00,Warsaw,"261 Driggs Avenue, Brooklyn",,,
New York,3/7/2019,Russian Circles,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",,,
New York,3/9/2019,Russian Circles,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",,,
New York,3/2/2019,Kishi Bashi,19:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/4/2019,Kishi Bashi,18:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/6/2019,Kishi Bashi,19:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/10/2019,Kishi Bashi,17:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
San Francisco,3/4/2019,Electric Feels,17:30,August Hall,420 Mason Street,,,
San Francisco,3/8/2019,Electric Feels,17:30,August Hall,420 Mason Street,,,
San Francisco,3/9/2019,Electric Feels,17:00,August Hall,420 Mason Street,,,
San Francisco,3/13/2019,Electric Feels,17:00,August Hall,420 Mason Street,,,
San Francisco,3/14/2019,Electric Feels,18:30,August Hall,420 Mason Street,,,
London,3/13/2019,Crystal Palace Vs Norwich,19:00,Selhurst Park Stadium,Holmesdale Road,,Soccer,Sports
London,3/6/2019,India Vs Australia,18:00,The Oval,Kennington Oval,,Cricket,Sports
Chicago,3/4/2019,Timmy Trumpet,19:00,Concord Music Hall,2047 North Milwaukee Avenue,,Jazz,Music
Phoenix,3/11/2019,Diamondbacks Vs Rockies,17:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Los Angeles,3/10/2019,Rams Vs Cardinals,19:00,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
Los Angeles,3/10/2019,Usc Vs Oregon,17:00,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
Phoenix,3/4/2019,Diamondbacks Vs Brewers,17:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/4/2019,Diamondbacks Vs Nationals,19:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/4/2019,Diamondbacks Vs Orioles,19:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/4/2019,Diamondbacks Vs Reds,17:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Los Angeles,3/1/2019,Gloryhammer,17:00,1720(tm),1720 East 16th Street,,Rock,Music
Los Angeles,3/1/2019,Kishi Bashi,17:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,Electronica,Music
Los Angeles,3/1/2019,Starset,17:00,Regent Theater DTLA,448 South Main Street,,Rock,Music
Atlanta,3/7/2019,Yellow Jackets Vs Wolfpack,18:00,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,Football,Sports
Seattle,3/2/2019,Mariners Vs Blue Jays,18:30,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
Seattle,3/2/2019,Mariners Vs Tigers,17:00,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
Seattle,3/2/2019,Seattle Vs Atlanta,19:30,Alaska Airlines Arena,3870 Montlake Boulevard Northeast,,Basketball,Sports
Seattle,3/2/2019,Sounders Vs Timbers,19:00,CenturyLink Field,800 Occidental Avenue South,,Soccer,Sports
Toronto,3/1/2019,Blue Jays Vs Rangers,18:30,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Toronto,3/1/2019,Blue Jays Vs Rays,19:30,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Los Angeles,3/9/2019,Lafc Vs Rapids,17:30,Banc of California Stadium,3939 South Figueroa Street,,,
Phoenix,3/6/2019,Greensky Bluegrass,18:30,The Van Buren,401 West Van Buren Street,,,
San Francisco,3/1/2019,Matt Corby,17:30,August Hall,420 Mason Street,,,
Chicago,3/4/2019,White Sox Vs Tigers,17:00,Guaranteed Rate Field,333 West 35th Street,,,
Toronto,3/2/2019,Blue Jays Vs Royals,17:30,Rogers Centre,1 Blue Jays Way,,,
New York,3/2/2019,Crooked Colours,19:30,Rough Trade NYC,"64 North 9th Street, Brooklyn",,,
New York,3/11/2019,Nycfc Vs Red Bulls,19:00,Yankee Stadium,1 East 161 Street,,,
London,3/4/2019,Imperial Daze,17:30,The Victoria Dalston,451 Queensbridge Road,,,
Phoenix,3/10/2019,The Drums,17:00,The Van Buren,401 West Van Buren Street,,,
Toronto,3/12/2019,Toronto Fc Vs Impact,18:00,BMO Field,170 Princes' Boulevard,,,
Phoenix,3/7/2019,Greensky Bluegrass,19:00,The Van Buren,401 West Van Buren Street,,Blues,Music
Phoenix,3/7/2019,The Drums,18:30,The Van Buren,401 West Van Buren Street,,Pop,Music
Berkeley,3/13/2019,Golden Bears Vs Trojans,17:30,California Memorial Stadium,2227 Piedmont Avenue,,Football,Sports
Chicago,3/9/2019,Sky Vs Fever,17:30,Wintrust Arena,200 East Cermak Road,,Basketball,Sports
Chicago,3/9/2019,White Sox Vs Astros,18:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/9/2019,White Sox Vs Tigers,18:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/9/2019,White Sox Vs Yankees,19:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Los Angeles,3/9/2019,Toe,17:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,Rock,Music
Atlanta,3/12/2019,Emmylou Harris,17:30,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,,Country,Music
Yountville,3/13/2019,Todd Rundgren,19:30,Napa Valley Performing Arts Center,100 California Drive,,Pop,Music
Vancouver,3/7/2019,Billy Idol,18:00,PNE Amphitheatre,2901 East Hastings Street,,Rock,Music
Vancouver,3/7/2019,Colin James,17:00,PNE Amphitheatre,2901 East Hastings Street,,Blues,Music
Vancouver,3/7/2019,Smokey Robinson,19:00,PNE Amphitheatre,2901 East Hastings Street,,Blues,Music
Vancouver,3/7/2019,Zz Top,19:00,PNE Amphitheatre,2901 East Hastings Street,,Blues,Music
San Diego,3/5/2019,Through The Roots,19:30,The Observatory North Park,2891 University Avenue,,International,Music
Seattle,3/10/2019,Mariners Vs White Sox,17:00,T-Mobile Park,1250 1st Avenue South,,,
San Diego,3/4/2019,Vampire Weekend,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
Chicago,3/1/2019,White Sox Vs Tigers,19:30,Guaranteed Rate Field,333 West 35th Street,,,
Las Vegas,3/4/2019,Life Is Beautiful Festival,17:30,Downtown Las Vegas Events Center - DLVEC,200 South 3rd Street,,,
Seattle,3/1/2019,Mariners Vs Blue Jays,17:30,T-Mobile Park,1250 1st Avenue South,,,
Toronto,3/1/2019,Toronto Fc Vs Crew,17:00,BMO Field,170 Princes' Boulevard,,,
Toronto,3/13/2019,Blue Jays Vs Rays,17:00,Rogers Centre,1 Blue Jays Way,,,
Anaheim,3/1/2019,La Angels Vs Houston,18:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Philadelphia,3/3/2019,Owls Vs Huskies,17:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
New York,3/6/2019,Mets Vs Cubs,19:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/6/2019,Mets Vs Dodgers,19:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/6/2019,Mets Vs Pirates,17:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/6/2019,Nycfc Vs Sporting Kc,17:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/6/2019,Nycfc Vs Union,18:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
Philadelphia,3/4/2019,Owls Vs Bison,18:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/4/2019,Owls Vs Knights,18:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/4/2019,Owls Vs Tigers,18:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
