airlines,departure_date,destination,destination_airport,fare,is_redeye,number_stops,origin,origin_airport,outbound_arrival_time,outbound_departure_time,passengers,seating_class,inbound_arrival_time,inbound_departure_time,return_date
American Airlines,2019-03-06,Seattle,Seattle-Tacoma International Airport,59,False,0,Portland,PDX International Airport,22:13,21:15,1,Economy,,,
Southwest Airlines,2019-03-06,Seattle,Seattle-Tacoma International Airport,70,False,0,Portland,PDX International Airport,05:38,04:40,1,Economy,,,
United Airlines,2019-03-06,Seattle,Seattle-Tacoma International Airport,83,False,0,Portland,PDX International Airport,08:13,07:15,1,Economy,,,
American Airlines,2019-03-07,Washington,Dulles International Airport,87,False,0,New York,JFK International Airport,12:05,10:55,1,Economy,,,
Southwest Airlines,2019-03-07,Washington,Dulles International Airport,88,False,0,New York,JFK International Airport,19:05,17:55,1,Economy,,,
United Airlines,2019-03-07,Washington,Dulles International Airport,84,False,0,New York,JFK International Airport,06:20,05:10,1,Economy,,,
American Airlines,2019-03-07,Philadelphia,PHL International Airport,136,False,1,Washington,Dulles International Airport,19:46,17:10,1,Economy,,,
Southwest Airlines,2019-03-07,Philadelphia,PHL International Airport,131,False,1,Washington,Dulles International Airport,20:31,17:45,1,Economy,,,
United Airlines,2019-03-07,Philadelphia,PHL International Airport,233,True,1,Washington,Dulles International Airport,00:51,20:40,1,Economy,,,
American Airlines,2019-03-02,New York,JFK International Airport,88,False,0,Washington,Dulles International Airport,07:15,06:05,1,Economy,,,
Southwest Airlines,2019-03-02,New York,JFK International Airport,83,False,0,Washington,Dulles International Airport,18:00,16:50,1,Economy,,,
Air France,2019-03-03,Los Angeles,LAX International Airport,226,True,0,Paris,Charles de Gaulle International Airport,01:33,21:15,3,Economy,,,
American Airlines,2019-03-03,Los Angeles,LAX International Airport,444,False,1,Paris,Charles de Gaulle International Airport,11:50,04:05,3,Economy,,,
Delta Airlines,2019-03-03,Los Angeles,LAX International Airport,278,False,0,Paris,Charles de Gaulle International Airport,23:58,19:40,3,Economy,,,
Alaska Airlines,2019-03-03,Los Angeles,LAX International Airport,119,False,0,San Diego,SAN International Airport,16:14,15:20,3,Premium Economy,,,
American Airlines,2019-03-03,Los Angeles,LAX International Airport,107,False,0,San Diego,SAN International Airport,20:24,19:30,3,Premium Economy,,,
Delta Airlines,2019-03-03,Los Angeles,LAX International Airport,114,False,0,San Diego,SAN International Airport,17:54,17:00,3,Premium Economy,,,
Alaska Airlines,2019-03-03,San Francisco,SFO International Airport,176,False,0,San Diego,SAN International Airport,12:50,11:10,3,Premium Economy,,,
Delta Airlines,2019-03-03,San Francisco,SFO International Airport,150,False,0,San Diego,SAN International Airport,21:35,19:55,3,Premium Economy,,,
Southwest Airlines,2019-03-03,San Francisco,SFO International Airport,152,False,0,San Diego,SAN International Airport,08:40,07:00,3,Premium Economy,,,
American Airlines,2019-03-06,Washington,Dulles International Airport,80,False,0,New York,JFK International Airport,07:15,06:05,1,Economy,,,
Delta Airlines,2019-03-06,Washington,Dulles International Airport,76,False,0,New York,JFK International Airport,08:30,07:20,1,Economy,,,
Southwest Airlines,2019-03-06,Washington,Dulles International Airport,88,False,0,New York,JFK International Airport,15:45,14:35,1,Economy,,,
United Airlines,2019-03-06,Washington,Dulles International Airport,72,False,0,New York,JFK International Airport,06:20,05:10,1,Economy,,,
Alaska Airlines,2019-03-01,Vancouver,YVR International Airport,275,False,1,Seattle,Seattle-Tacoma International Airport,23:44,15:45,1,Economy,,,
American Airlines,2019-03-01,Vancouver,YVR International Airport,233,False,1,Seattle,Seattle-Tacoma International Airport,19:49,08:15,1,Economy,,,
Delta Airlines,2019-03-01,Vancouver,YVR International Airport,243,False,1,Seattle,Seattle-Tacoma International Airport,19:49,08:45,1,Economy,,,
Southwest Airlines,2019-03-01,Vancouver,YVR International Airport,284,False,1,Seattle,Seattle-Tacoma International Airport,13:59,05:25,1,Economy,,,
United Airlines,2019-03-01,Vancouver,YVR International Airport,253,False,1,Seattle,Seattle-Tacoma International Airport,19:49,12:30,1,Economy,,,
Alaska Airlines,2019-03-04,Los Angeles,LAX International Airport,93,False,0,San Francisco,SFO International Airport,20:35,19:10,1,Economy,,,
American Airlines,2019-03-04,Los Angeles,LAX International Airport,76,False,0,San Francisco,SFO International Airport,17:15,15:50,1,Economy,,,
Southwest Airlines,2019-03-04,Los Angeles,LAX International Airport,99,False,0,San Francisco,SFO International Airport,14:15,12:50,1,Economy,,,
United Airlines,2019-03-04,Los Angeles,LAX International Airport,98,False,0,San Francisco,SFO International Airport,10:40,09:15,1,Economy,,,
Alaska Airlines,2019-03-14,Las Vegas,McCarran International Airport,88,False,0,Los Angeles,LAX International Airport,21:30,20:20,1,Economy,,,
American Airlines,2019-03-14,Las Vegas,McCarran International Airport,92,False,0,Los Angeles,LAX International Airport,21:35,20:25,1,Economy,,,
Delta Airlines,2019-03-14,Las Vegas,McCarran International Airport,82,False,0,Los Angeles,LAX International Airport,23:25,22:15,1,Economy,,,
Southwest Airlines,2019-03-14,Las Vegas,McCarran International Airport,156,False,1,Los Angeles,LAX International Airport,15:34,13:00,1,Economy,,,
United Airlines,2019-03-14,Las Vegas,McCarran International Airport,68,False,0,Los Angeles,LAX International Airport,09:15,08:05,1,Economy,,,
American Airlines,2019-03-09,New York,JFK International Airport,100,False,0,Washington,Dulles International Airport,07:15,06:05,2,Economy,,,
Southwest Airlines,2019-03-09,New York,JFK International Airport,80,False,0,Washington,Dulles International Airport,18:55,17:45,2,Economy,,,
Alaska Airlines,2019-03-07,San Diego,SAN International Airport,66,False,0,Los Angeles,LAX International Airport,08:24,07:30,1,Economy,,,
American Airlines,2019-03-07,San Diego,SAN International Airport,67,False,0,Los Angeles,LAX International Airport,08:34,07:40,1,Economy,,,
Southwest Airlines,2019-03-07,San Diego,SAN International Airport,76,False,0,Los Angeles,LAX International Airport,16:19,15:25,1,Economy,,,
United Airlines,2019-03-07,San Diego,SAN International Airport,57,False,0,Los Angeles,LAX International Airport,12:34,11:40,1,Economy,,,
Delta Airlines,2019-03-04,Portland,PDX International Airport,277,False,1,Vancouver,YVR International Airport,19:00,12:20,1,Economy,,,
Alaska Airlines,2019-03-03,San Francisco,SFO International Airport,101,False,0,San Diego,SAN International Airport,18:50,17:10,4,Economy,,,
American Airlines,2019-03-03,San Francisco,SFO International Airport,113,False,0,San Diego,SAN International Airport,23:00,21:20,4,Economy,,,
Delta Airlines,2019-03-03,San Francisco,SFO International Airport,102,False,0,San Diego,SAN International Airport,21:35,19:55,4,Economy,,,
Southwest Airlines,2019-03-03,San Francisco,SFO International Airport,111,False,0,San Diego,SAN International Airport,08:40,07:00,4,Economy,,,
United Airlines,2019-03-03,San Francisco,SFO International Airport,113,False,0,San Diego,SAN International Airport,09:00,07:20,4,Economy,,,
American Airlines,2019-03-01,San Francisco,SFO International Airport,117,False,0,Las Vegas,McCarran International Airport,12:30,10:55,1,Economy,,,
Delta Airlines,2019-03-01,San Francisco,SFO International Airport,106,True,0,Las Vegas,McCarran International Airport,00:25,22:50,1,Economy,,,
Southwest Airlines,2019-03-01,San Francisco,SFO International Airport,163,False,1,Las Vegas,McCarran International Airport,18:15,14:35,1,Economy,,,
United Airlines,2019-03-01,San Francisco,SFO International Airport,97,False,0,Las Vegas,McCarran International Airport,16:40,15:05,1,Economy,,,
American Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,74,False,0,Portland,PDX International Airport,06:58,06:00,1,Economy,,,
Delta Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,73,False,0,Portland,PDX International Airport,10:33,09:35,1,Economy,,,
Southwest Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,72,False,0,Portland,PDX International Airport,05:38,04:40,1,Economy,,,
United Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,74,False,0,Portland,PDX International Airport,08:13,07:15,1,Economy,,,
Southwest Airlines,2019-03-04,Vancouver,YVR International Airport,250,False,1,Seattle,Seattle-Tacoma International Airport,13:59,05:25,1,Economy,,,
American Airlines,2019-03-01,Vancouver,YVR International Airport,227,False,1,Portland,PDX International Airport,15:32,10:45,1,Economy,,,
Southwest Airlines,2019-03-01,Vancouver,YVR International Airport,243,False,1,Portland,PDX International Airport,20:12,15:15,1,Economy,,,
United Airlines,2019-03-01,Vancouver,YVR International Airport,250,False,1,Portland,PDX International Airport,20:12,10:35,1,Economy,,,
American Airlines,2019-03-10,Washington,Dulles International Airport,81,False,0,New York,JFK International Airport,07:15,06:05,1,Economy,,,
Delta Airlines,2019-03-10,Washington,Dulles International Airport,79,False,0,New York,JFK International Airport,08:30,07:20,1,Economy,,,
Southwest Airlines,2019-03-10,Washington,Dulles International Airport,97,False,0,New York,JFK International Airport,19:05,17:55,1,Economy,,,
United Airlines,2019-03-10,Washington,Dulles International Airport,80,False,0,New York,JFK International Airport,06:20,05:10,1,Economy,,,
American Airlines,2019-03-05,Philadelphia,PHL International Airport,55,False,0,New York,JFK International Airport,08:46,07:55,1,Economy,,,
Delta Airlines,2019-03-05,Philadelphia,PHL International Airport,62,False,0,New York,JFK International Airport,12:01,11:10,1,Economy,,,
Southwest Airlines,2019-03-05,Philadelphia,PHL International Airport,57,False,0,New York,JFK International Airport,05:46,04:55,1,Economy,,,
United Airlines,2019-03-05,Philadelphia,PHL International Airport,55,False,0,New York,JFK International Airport,11:36,10:45,1,Economy,,,
United Airlines,2019-03-01,Philadelphia,PHL International Airport,186,False,1,Atlanta,Hartsfield-Jackson International Airport,16:36,12:50,4,Economy,09:42,04:45,2019-03-06
Delta Airlines,2019-03-02,Philadelphia,PHL International Airport,378,True,1,London,Heathrow International Airport,21:06,08:00,1,Economy,10:14,14:20,2019-03-13
United Airlines,2019-03-02,Philadelphia,PHL International Airport,290,True,1,London,Heathrow International Airport,10:56,00:25,1,Economy,06:37,12:55,2019-03-13
Delta Airlines,2019-03-10,Chicago,O'Hare International Airport,246,False,1,Vancouver,YVR International Airport,09:26,02:50,1,Economy,18:01,11:55,2019-03-12
United Airlines,2019-03-10,Chicago,O'Hare International Airport,317,True,1,Vancouver,YVR International Airport,04:57,18:05,1,Economy,19:49,12:45,2019-03-12
Alaska Airlines,2019-03-03,Portland,PDX International Airport,129,False,0,Los Angeles,LAX International Airport,07:45,05:15,4,Economy,12:40,10:10,2019-03-12
American Airlines,2019-03-03,Portland,PDX International Airport,202,False,1,Los Angeles,LAX International Airport,09:33,05:20,4,Economy,11:02,06:00,2019-03-12
Delta Airlines,2019-03-03,Portland,PDX International Airport,208,False,1,Los Angeles,LAX International Airport,14:03,09:15,4,Economy,15:17,09:35,2019-03-12
Southwest Airlines,2019-03-03,Portland,PDX International Airport,131,False,0,Los Angeles,LAX International Airport,19:00,16:30,4,Economy,19:25,16:55,2019-03-12
United Airlines,2019-03-03,Portland,PDX International Airport,164,True,1,Los Angeles,LAX International Airport,16:04,11:40,4,Economy,02:20,23:50,2019-03-12
American Airlines,2019-03-04,New York,JFK International Airport,233,True,1,Los Angeles,LAX International Airport,03:30,18:20,1,Economy,19:57,15:40,2019-03-10
Delta Airlines,2019-03-04,New York,JFK International Airport,251,True,1,Los Angeles,LAX International Airport,00:19,13:40,1,Economy,10:40,07:30,2019-03-10
Southwest Airlines,2019-03-04,New York,JFK International Airport,240,False,1,Los Angeles,LAX International Airport,18:34,07:20,1,Economy,10:00,06:50,2019-03-10
United Airlines,2019-03-04,New York,JFK International Airport,251,True,1,Los Angeles,LAX International Airport,05:25,20:15,1,Economy,19:57,14:40,2019-03-10
Delta Airlines,2019-03-10,Philadelphia,PHL International Airport,144,True,0,Chicago,O'Hare International Airport,00:51,21:40,2,Economy,13:31,12:20,2019-03-13
Delta Airlines,2019-03-03,New York,JFK International Airport,320,False,1,Vancouver,YVR International Airport,18:34,02:50,2,Economy,11:11,06:00,2019-03-14
Delta Airlines,2019-03-01,Phoenix,Sky Harbor International Airport,328,True,1,Sydney,Kingsford Smith International Airport,13:38,17:50,4,Economy,16:01,11:55,2019-03-05
United Airlines,2019-03-01,Phoenix,Sky Harbor International Airport,317,True,1,Sydney,Kingsford Smith International Airport,13:38,22:05,4,Economy,13:32,07:15,2019-03-05
American Airlines,2019-03-04,San Diego,SAN International Airport,136,False,1,Phoenix,Sky Harbor International Airport,09:34,06:25,3,Economy,16:35,15:15,2019-03-06
Delta Airlines,2019-03-04,San Diego,SAN International Airport,100,True,0,Phoenix,Sky Harbor International Airport,00:05,22:45,3,Economy,18:25,17:05,2019-03-06
Southwest Airlines,2019-03-04,San Diego,SAN International Airport,104,False,0,Phoenix,Sky Harbor International Airport,22:55,21:35,3,Economy,14:40,13:20,2019-03-06
Southwest Airlines,2019-03-02,Los Angeles,LAX International Airport,106,False,0,San Francisco,SFO International Airport,08:10,06:45,1,Economy,23:45,22:20,2019-03-10
Alaska Airlines,2019-03-03,San Diego,SAN International Airport,106,False,0,San Francisco,SFO International Airport,07:50,06:10,4,Economy,12:50,11:10,2019-03-14
American Airlines,2019-03-05,Phoenix,Sky Harbor International Airport,387,True,1,London,Heathrow International Airport,01:18,15:05,3,Economy,06:04,07:35,2019-03-08
American Airlines,2019-03-01,Los Angeles,LAX International Airport,355,True,1,Paris,Charles de Gaulle International Airport,14:15,04:05,4,Economy,07:58,09:40,2019-03-13
Delta Airlines,2019-03-01,Los Angeles,LAX International Airport,361,True,1,Paris,Charles de Gaulle International Airport,00:32,17:35,4,Economy,06:43,08:25,2019-03-13
Alaska Airlines,2019-03-01,San Francisco,SFO International Airport,129,False,0,Seattle,Seattle-Tacoma International Airport,14:11,12:00,3,Economy,17:06,14:55,2019-03-12
American Airlines,2019-03-01,San Francisco,SFO International Airport,148,True,0,Seattle,Seattle-Tacoma International Airport,00:36,22:25,3,Economy,16:26,14:15,2019-03-12
Delta Airlines,2019-03-01,San Francisco,SFO International Airport,136,False,0,Seattle,Seattle-Tacoma International Airport,08:21,06:10,3,Economy,10:11,08:00,2019-03-12
Southwest Airlines,2019-03-01,San Francisco,SFO International Airport,141,True,0,Seattle,Seattle-Tacoma International Airport,00:01,21:50,3,Economy,10:36,08:25,2019-03-12
United Airlines,2019-03-01,San Francisco,SFO International Airport,136,False,0,Seattle,Seattle-Tacoma International Airport,22:41,20:30,3,Economy,15:21,13:10,2019-03-12
American Airlines,2019-03-01,San Francisco,SFO International Airport,198,True,0,New York,JFK International Airport,20:11,16:45,1,Economy,05:56,20:30,2019-03-09
Delta Airlines,2019-03-01,San Francisco,SFO International Airport,215,False,0,New York,JFK International Airport,18:01,14:35,1,Economy,20:21,10:55,2019-03-09
