car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
Toyota Corolla,Standard,2019-03-09,Walnut Creek,2019-03-05,Downtown,11:00,140
Toyota Camry,Standard,2019-03-09,,2019-03-05,Downtown,11:00,112
Chevrolet Cruze,Standard,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,96
Honda Civic,Standard,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,120
Hyundai Elantra,Standard,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,136
Toyota Corolla,Standard,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,124
Honda Fit,Compact,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,104
Jeep Cherokee,Full-size,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,152
Toyota Highlander,Full-size,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,136
Toyota RAV4,Full-size,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,136
Volkswagen GTI,Compact,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,112
Honda Fit,Compact,2019-03-12,,2019-03-08,Diridon Station,18:30,104
Ford Fusion,Standard,2019-03-13,Walnut Creek,2019-03-10,BART Station,14:00,102
Honda Accord,Standard,2019-03-13,Walnut Creek,2019-03-10,BART Station,14:00,93
Honda Civic,Standard,2019-03-13,Walnut Creek,2019-03-10,BART Station,14:00,111
Toyota Camry,Standard,2019-03-13,Walnut Creek,2019-03-10,BART Station,14:00,99
Toyota Corolla,Standard,2019-03-13,Walnut Creek,2019-03-10,Downtown,14:00,96
Ford Fusion,Standard,2019-03-13,,2019-03-10,BART Station,14:00,102
Chevrolet Cruze,Standard,2019-03-07,San Francisco,2019-03-01,SFO International Airport,09:30,198
Kia Forte,Compact,2019-03-07,San Francisco,2019-03-01,SFO International Airport,09:30,174
Mini Cooper,Compact,2019-03-07,San Francisco,2019-03-01,SFO International Airport,09:30,162
Nissan Leaf,Compact,2019-03-07,San Francisco,2019-03-01,SFO International Airport,09:30,162
Volkswagen GTI,Compact,2019-03-07,San Francisco,2019-03-01,SFO International Airport,09:30,156
Kia Forte,Compact,2019-03-07,,2019-03-01,SFO International Airport,09:30,174
Chevrolet Cruze,Standard,2019-03-06,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,78
Ford Fusion,Standard,2019-03-06,Sunnyvale,2019-03-04,Downtown,15:30,58
Honda Accord,Standard,2019-03-06,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,68
Toyota Corolla,Standard,2019-03-06,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,62
Toyota Prius,Standard,2019-03-06,Sunnyvale,2019-03-04,Downtown,15:30,64
Chevrolet Cruze,Standard,2019-03-06,,2019-03-04,Sunnyvale CalTrain Station,15:30,78
Chevrolet Cruze,Standard,2019-03-11,San Jose,2019-03-07,Diridon Station,15:00,108
Ford Fusion,Standard,2019-03-11,San Jose,2019-03-07,SJC International Airport,15:00,120
Honda Civic,Standard,2019-03-11,San Jose,2019-03-07,Diridon Station,15:00,124
Hyundai Elantra,Standard,2019-03-11,San Jose,2019-03-07,SJC International Airport,15:00,120
Toyota Camry,Standard,2019-03-11,San Jose,2019-03-07,SJC International Airport,15:00,136
Toyota Corolla,Standard,2019-03-11,San Jose,2019-03-07,SJC International Airport,15:00,144
Chevrolet Cruze,Standard,2019-03-11,,2019-03-07,Diridon Station,15:00,108
Chevrolet Cruze,Standard,2019-03-06,Concord,2019-03-01,Canterbury Village,18:30,170
Nissan Sentra,Standard,2019-03-06,Concord,2019-03-01,Clayton Valley,18:30,140
Toyota Camry,Standard,2019-03-06,Concord,2019-03-01,Clayton Valley,18:30,130
Toyota Prius,Standard,2019-03-06,Concord,2019-03-01,Canterbury Village,18:30,195
Chevrolet Cruze,Standard,2019-03-06,,2019-03-01,Canterbury Village,18:30,170
Chevrolet Cruze,Standard,2019-03-13,Fremont,2019-03-07,Fremont BART Station,20:00,192
Ford Fusion,Standard,2019-03-13,Fremont,2019-03-07,Fremont BART Station,20:00,192
Honda Accord,Standard,2019-03-13,Fremont,2019-03-07,Fremont BART Station,20:00,228
Nissan Altima,Standard,2019-03-13,Fremont,2019-03-07,Fremont BART Station,20:00,168
Volkswagen GTI,Compact,2019-03-13,Fremont,2019-03-07,Fremont BART Station,20:00,186
Volkswagen Golf,Compact,2019-03-13,Fremont,2019-03-07,Fremont BART Station,20:00,186
Volkswagen GTI,Compact,2019-03-13,,2019-03-07,Fremont BART Station,20:00,186
Chevrolet Equinox,Full-size,2019-03-06,San Jose,2019-03-05,SJC International Airport,17:00,41
Jeep Cherokee,Full-size,2019-03-06,San Jose,2019-03-05,SJC International Airport,17:00,42
Subaru Forester,Full-size,2019-03-06,San Jose,2019-03-05,SJC International Airport,17:00,45
Toyota Highlander,Full-size,2019-03-06,San Jose,2019-03-05,Diridon Station,17:00,41
Toyota RAV4,Full-size,2019-03-06,San Jose,2019-03-05,Diridon Station,17:00,39
Chevrolet Bolt,Compact,2019-03-06,San Jose,2019-03-05,SJC International Airport,17:00,27
Honda Fit,Compact,2019-03-06,San Jose,2019-03-05,SJC International Airport,17:00,26
Volkswagen GTI,Compact,2019-03-06,San Jose,2019-03-05,SJC International Airport,17:00,31
Volkswagen Golf,Compact,2019-03-06,San Jose,2019-03-05,SJC International Airport,17:00,27
Chevrolet Bolt,Compact,2019-03-06,,2019-03-05,SJC International Airport,17:00,27
Chevrolet Cruze,Standard,2019-03-07,Fremont,2019-03-04,Fremont BART Station,15:30,99
Ford Fusion,Standard,2019-03-07,Fremont,2019-03-04,Fremont BART Station,15:30,78
Honda Accord,Standard,2019-03-07,Fremont,2019-03-04,Fremont BART Station,15:30,102
Hyundai Elantra,Standard,2019-03-07,Fremont,2019-03-04,Central District,15:30,96
Nissan Altima,Standard,2019-03-07,Fremont,2019-03-04,Fremont BART Station,15:30,99
Toyota Camry,Standard,2019-03-07,Fremont,2019-03-04,Central District,15:30,87
Chevrolet Cruze,Standard,2019-03-07,,2019-03-04,Fremont BART Station,15:30,99
Ford Fusion,Standard,2019-03-08,Concord,2019-03-03,Canterbury Village,13:30,130
Honda Accord,Standard,2019-03-08,Concord,2019-03-03,Canterbury Village,13:30,130
Honda Civic,Standard,2019-03-08,Concord,2019-03-03,Canterbury Village,13:30,135
Nissan Sentra,Standard,2019-03-08,Concord,2019-03-03,Clayton Valley,13:30,165
Toyota Corolla,Standard,2019-03-08,Concord,2019-03-03,Canterbury Village,13:30,155
Toyota Prius,Standard,2019-03-08,Concord,2019-03-03,Canterbury Village,13:30,160
Ford Fusion,Standard,2019-03-08,,2019-03-03,Canterbury Village,13:30,130
Chevrolet Cruze,Standard,2019-03-05,San Jose,2019-03-02,Diridon Station,16:30,90
Ford Fusion,Standard,2019-03-05,San Jose,2019-03-02,SJC International Airport,16:30,120
Honda Civic,Standard,2019-03-05,San Jose,2019-03-02,Diridon Station,16:30,87
Hyundai Elantra,Standard,2019-03-05,San Jose,2019-03-02,SJC International Airport,16:30,102
Toyota Camry,Standard,2019-03-05,San Jose,2019-03-02,SJC International Airport,16:30,96
Toyota Corolla,Standard,2019-03-05,San Jose,2019-03-02,SJC International Airport,16:30,90
Chevrolet Cruze,Standard,2019-03-05,,2019-03-02,Diridon Station,16:30,90
Ford Fusion,Standard,2019-03-09,Fremont,2019-03-04,Fremont BART Station,12:00,160
Honda Accord,Standard,2019-03-09,Fremont,2019-03-04,Fremont BART Station,12:00,200
Hyundai Elantra,Standard,2019-03-09,Fremont,2019-03-04,Central District,12:00,115
Toyota Camry,Standard,2019-03-09,Fremont,2019-03-04,Central District,12:00,135
Ford Fusion,Standard,2019-03-09,,2019-03-04,Fremont BART Station,12:00,160
Chevrolet Bolt,Compact,2019-03-08,San Jose,2019-03-06,SJC International Airport,14:00,56
Honda Fit,Compact,2019-03-08,San Jose,2019-03-06,SJC International Airport,14:00,60
Volkswagen GTI,Compact,2019-03-08,San Jose,2019-03-06,SJC International Airport,14:00,50
Volkswagen Golf,Compact,2019-03-08,San Jose,2019-03-06,SJC International Airport,14:00,64
Chevrolet Bolt,Compact,2019-03-08,,2019-03-06,SJC International Airport,14:00,56
Chevrolet Cruze,Standard,2019-03-04,Fremont,2019-03-02,Fremont BART Station,13:30,70
Ford Fusion,Standard,2019-03-04,Fremont,2019-03-02,Fremont BART Station,13:30,64
Honda Accord,Standard,2019-03-04,Fremont,2019-03-02,Fremont BART Station,13:30,68
Hyundai Elantra,Standard,2019-03-04,Fremont,2019-03-02,Central District,13:30,68
Nissan Altima,Standard,2019-03-04,Fremont,2019-03-02,Fremont BART Station,13:30,76
Toyota Camry,Standard,2019-03-04,Fremont,2019-03-02,Central District,13:30,64
Ford Escape,Full-size,2019-03-04,Fremont,2019-03-02,Fremont BART Station,13:30,92
Hyundai Tucson,Full-size,2019-03-04,Fremont,2019-03-02,Central District,13:30,86
Nissan Rogue,Full-size,2019-03-04,Fremont,2019-03-02,Central District,13:30,82
Subaru Forester,Full-size,2019-03-04,Fremont,2019-03-02,Fremont BART Station,13:30,86
Toyota Highlander,Full-size,2019-03-04,Fremont,2019-03-02,Central District,13:30,92
Ford Escape,Full-size,2019-03-04,,2019-03-02,Fremont BART Station,13:30,92
Ford Fusion,Standard,2019-03-05,Walnut Creek,2019-03-02,BART Station,16:30,111
Honda Accord,Standard,2019-03-05,Walnut Creek,2019-03-02,BART Station,16:30,87
Honda Civic,Standard,2019-03-05,Walnut Creek,2019-03-02,BART Station,16:30,90
Toyota Camry,Standard,2019-03-05,Walnut Creek,2019-03-02,BART Station,16:30,99
Toyota Corolla,Standard,2019-03-05,Walnut Creek,2019-03-02,Downtown,16:30,75
Ford Fusion,Standard,2019-03-05,,2019-03-02,BART Station,16:30,111
Chevrolet Cruze,Standard,2019-03-09,Concord,2019-03-08,Canterbury Village,10:30,29
Honda Accord,Standard,2019-03-09,Concord,2019-03-08,Canterbury Village,10:30,29
Honda Civic,Standard,2019-03-09,Concord,2019-03-08,Canterbury Village,10:30,30
Nissan Sentra,Standard,2019-03-09,Concord,2019-03-08,Clayton Valley,10:30,33
Toyota Camry,Standard,2019-03-09,Concord,2019-03-08,Clayton Valley,10:30,24
Toyota Prius,Standard,2019-03-09,Concord,2019-03-08,Canterbury Village,10:30,26
Honda Accord,Standard,2019-03-09,,2019-03-08,Canterbury Village,10:30,29
Chevrolet Cruze,Standard,2019-03-13,Fremont,2019-03-12,Fremont BART Station,13:30,31
Ford Fusion,Standard,2019-03-13,Fremont,2019-03-12,Fremont BART Station,13:30,29
Honda Accord,Standard,2019-03-13,Fremont,2019-03-12,Fremont BART Station,13:30,34
Hyundai Elantra,Standard,2019-03-13,Fremont,2019-03-12,Central District,13:30,25
Nissan Altima,Standard,2019-03-13,Fremont,2019-03-12,Fremont BART Station,13:30,30
Toyota Camry,Standard,2019-03-13,Fremont,2019-03-12,Central District,13:30,30
Chevrolet Cruze,Standard,2019-03-13,,2019-03-12,Fremont BART Station,13:30,31
Toyota Corolla,Standard,2019-03-14,San Jose,2019-03-07,Diridon Station,14:00,217
Toyota Corolla,Standard,2019-03-14,,2019-03-07,Diridon Station,14:00,217
Ford Fusion,Standard,2019-03-10,Walnut Creek,2019-03-06,BART Station,13:30,124
Honda Accord,Standard,2019-03-10,Walnut Creek,2019-03-06,BART Station,13:30,140
Honda Civic,Standard,2019-03-10,Walnut Creek,2019-03-06,BART Station,13:30,116
Toyota Camry,Standard,2019-03-10,Walnut Creek,2019-03-06,BART Station,13:30,128
Toyota Corolla,Standard,2019-03-10,Walnut Creek,2019-03-06,Downtown,13:30,124
Ford Fusion,Standard,2019-03-10,,2019-03-06,BART Station,13:30,124
Chevrolet Cruze,Standard,2019-03-08,Concord,2019-03-04,Canterbury Village,17:00,108
Ford Fusion,Standard,2019-03-08,Concord,2019-03-04,Canterbury Village,17:00,124
Honda Accord,Standard,2019-03-08,Concord,2019-03-04,Canterbury Village,17:00,152
Honda Civic,Standard,2019-03-08,Concord,2019-03-04,Canterbury Village,17:00,124
Nissan Sentra,Standard,2019-03-08,Concord,2019-03-04,Clayton Valley,17:00,116
Toyota Camry,Standard,2019-03-08,Concord,2019-03-04,Clayton Valley,17:00,128
Toyota Corolla,Standard,2019-03-08,Concord,2019-03-04,Canterbury Village,17:00,96
Toyota Prius,Standard,2019-03-08,Concord,2019-03-04,Canterbury Village,17:00,168
Chevrolet Cruze,Standard,2019-03-08,,2019-03-04,Canterbury Village,17:00,108
Chevrolet Cruze,Standard,2019-03-05,Fremont,2019-03-03,Fremont BART Station,15:00,62
Ford Fusion,Standard,2019-03-05,Fremont,2019-03-03,Fremont BART Station,15:00,68
Honda Accord,Standard,2019-03-05,Fremont,2019-03-03,Fremont BART Station,15:00,52
Hyundai Elantra,Standard,2019-03-05,Fremont,2019-03-03,Central District,15:00,56
Nissan Altima,Standard,2019-03-05,Fremont,2019-03-03,Fremont BART Station,15:00,68
Toyota Camry,Standard,2019-03-05,Fremont,2019-03-03,Central District,15:00,56
Chevrolet Cruze,Standard,2019-03-05,,2019-03-03,Fremont BART Station,15:00,62
Chevrolet Cruze,Standard,2019-03-06,Concord,2019-03-04,Canterbury Village,14:00,72
Ford Fusion,Standard,2019-03-06,Concord,2019-03-04,Canterbury Village,14:00,56
Honda Accord,Standard,2019-03-06,Concord,2019-03-04,Canterbury Village,14:00,56
Honda Civic,Standard,2019-03-06,Concord,2019-03-04,Canterbury Village,14:00,68
Nissan Sentra,Standard,2019-03-06,Concord,2019-03-04,Clayton Valley,14:00,62
Toyota Camry,Standard,2019-03-06,Concord,2019-03-04,Clayton Valley,14:00,58
Toyota Corolla,Standard,2019-03-06,Concord,2019-03-04,Canterbury Village,14:00,58
Toyota Prius,Standard,2019-03-06,Concord,2019-03-04,Canterbury Village,14:00,62
Chevrolet Cruze,Standard,2019-03-06,,2019-03-04,Canterbury Village,14:00,72
Chevrolet Cruze,Standard,2019-03-04,San Jose,2019-03-01,Diridon Station,14:00,84
Ford Fusion,Standard,2019-03-04,San Jose,2019-03-01,SJC International Airport,14:00,90
Honda Civic,Standard,2019-03-04,San Jose,2019-03-01,Diridon Station,14:00,81
Hyundai Elantra,Standard,2019-03-04,San Jose,2019-03-01,SJC International Airport,14:00,105
Toyota Camry,Standard,2019-03-04,San Jose,2019-03-01,SJC International Airport,14:00,99
Toyota Corolla,Standard,2019-03-04,San Jose,2019-03-01,SJC International Airport,14:00,111
Ford Fusion,Standard,2019-03-04,,2019-03-01,SJC International Airport,14:00,90
Chevrolet Bolt,Compact,2019-03-12,Fremont,2019-03-08,Fremont BART Station,12:30,124
Honda Fit,Compact,2019-03-12,Fremont,2019-03-08,Central District,12:30,92
Kia Forte,Compact,2019-03-12,Fremont,2019-03-08,Central District,12:30,84
Nissan Leaf,Compact,2019-03-12,Fremont,2019-03-08,Central District,12:30,96
Volkswagen GTI,Compact,2019-03-12,Fremont,2019-03-08,Fremont BART Station,12:30,116
Volkswagen Golf,Compact,2019-03-12,Fremont,2019-03-08,Fremont BART Station,12:30,124
Chevrolet Bolt,Compact,2019-03-12,,2019-03-08,Fremont BART Station,12:30,124
Chevrolet Bolt,Compact,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,15:30,90
Kia Forte,Compact,2019-03-11,San Francisco,2019-03-08,SFO International Airport,15:30,96
Mini Cooper,Compact,2019-03-11,San Francisco,2019-03-08,SFO International Airport,15:30,84
Nissan Leaf,Compact,2019-03-11,San Francisco,2019-03-08,SFO International Airport,15:30,84
Volkswagen GTI,Compact,2019-03-11,San Francisco,2019-03-08,SFO International Airport,15:30,69
Chevrolet Bolt,Compact,2019-03-11,,2019-03-08,Salesforce Transit Center,15:30,90
Chevrolet Cruze,Standard,2019-03-12,San Francisco,2019-03-11,SFO International Airport,12:30,33
Ford Fusion,Standard,2019-03-12,San Francisco,2019-03-11,SFO International Airport,12:30,35
Honda Civic,Standard,2019-03-12,San Francisco,2019-03-11,Salesforce Transit Center,12:30,25
Nissan Altima,Standard,2019-03-12,San Francisco,2019-03-11,SFO International Airport,12:30,34
Nissan Sentra,Standard,2019-03-12,San Francisco,2019-03-11,Salesforce Transit Center,12:30,31
Toyota Prius,Standard,2019-03-12,San Francisco,2019-03-11,SFO International Airport,12:30,31
Chevrolet Cruze,Standard,2019-03-12,,2019-03-11,SFO International Airport,12:30,33
Chevrolet Equinox,Full-size,2019-03-06,San Jose,2019-03-02,SJC International Airport,18:00,192
Jeep Cherokee,Full-size,2019-03-06,San Jose,2019-03-02,SJC International Airport,18:00,188
Subaru Forester,Full-size,2019-03-06,San Jose,2019-03-02,SJC International Airport,18:00,176
Toyota Highlander,Full-size,2019-03-06,San Jose,2019-03-02,Diridon Station,18:00,188
Toyota RAV4,Full-size,2019-03-06,San Jose,2019-03-02,Diridon Station,18:00,188
Chevrolet Equinox,Full-size,2019-03-06,,2019-03-02,SJC International Airport,18:00,192
Ford Fusion,Standard,2019-03-03,Walnut Creek,2019-03-02,BART Station,13:30,33
Honda Accord,Standard,2019-03-03,Walnut Creek,2019-03-02,BART Station,13:30,34
Honda Civic,Standard,2019-03-03,Walnut Creek,2019-03-02,BART Station,13:30,30
Toyota Camry,Standard,2019-03-03,Walnut Creek,2019-03-02,BART Station,13:30,35
Toyota Corolla,Standard,2019-03-03,Walnut Creek,2019-03-02,Downtown,13:30,31
Ford Fusion,Standard,2019-03-03,,2019-03-02,BART Station,13:30,33
Chevrolet Cruze,Standard,2019-03-09,Concord,2019-03-08,Canterbury Village,17:00,29
Ford Fusion,Standard,2019-03-09,Concord,2019-03-08,Canterbury Village,17:00,23
Honda Accord,Standard,2019-03-09,Concord,2019-03-08,Canterbury Village,17:00,29
Honda Civic,Standard,2019-03-09,Concord,2019-03-08,Canterbury Village,17:00,30
Nissan Sentra,Standard,2019-03-09,Concord,2019-03-08,Clayton Valley,17:00,33
Toyota Camry,Standard,2019-03-09,Concord,2019-03-08,Clayton Valley,17:00,24
Toyota Corolla,Standard,2019-03-09,Concord,2019-03-08,Canterbury Village,17:00,29
Toyota Prius,Standard,2019-03-09,Concord,2019-03-08,Canterbury Village,17:00,26
Chevrolet Cruze,Standard,2019-03-09,,2019-03-08,Canterbury Village,17:00,29
Chevrolet Equinox,Full-size,2019-03-09,San Jose,2019-03-08,SJC International Airport,15:30,43
Jeep Cherokee,Full-size,2019-03-09,San Jose,2019-03-08,SJC International Airport,15:30,48
Subaru Forester,Full-size,2019-03-09,San Jose,2019-03-08,SJC International Airport,15:30,42
Toyota Highlander,Full-size,2019-03-09,San Jose,2019-03-08,Diridon Station,15:30,39
Toyota RAV4,Full-size,2019-03-09,San Jose,2019-03-08,Diridon Station,15:30,42
Chevrolet Equinox,Full-size,2019-03-09,,2019-03-08,SJC International Airport,15:30,43
Ford Escape,Full-size,2019-03-10,Fremont,2019-03-08,Fremont BART Station,17:00,86
Hyundai Tucson,Full-size,2019-03-10,Fremont,2019-03-08,Central District,17:00,78
Nissan Rogue,Full-size,2019-03-10,Fremont,2019-03-08,Central District,17:00,92
Subaru Forester,Full-size,2019-03-10,Fremont,2019-03-08,Fremont BART Station,17:00,84
Toyota Highlander,Full-size,2019-03-10,Fremont,2019-03-08,Central District,17:00,74
Ford Escape,Full-size,2019-03-10,,2019-03-08,Fremont BART Station,17:00,86
Chevrolet Cruze,Standard,2019-03-05,San Jose,2019-03-01,Diridon Station,18:00,116
Ford Fusion,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,18:00,160
Honda Civic,Standard,2019-03-05,San Jose,2019-03-01,Diridon Station,18:00,120
Hyundai Elantra,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,18:00,112
Toyota Camry,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,18:00,136
Toyota Corolla,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,18:00,132
Chevrolet Cruze,Standard,2019-03-05,,2019-03-01,Diridon Station,18:00,116
Nissan Sentra,Standard,2019-03-13,Concord,2019-03-12,Clayton Valley,10:00,29
Toyota Camry,Standard,2019-03-13,Concord,2019-03-12,Clayton Valley,10:00,30
Chevrolet Cruze,Standard,2019-03-13,Concord,2019-03-12,Canterbury Village,09:30,31
Honda Accord,Standard,2019-03-13,Concord,2019-03-12,Canterbury Village,09:30,31
Honda Civic,Standard,2019-03-13,Concord,2019-03-12,Canterbury Village,09:30,32
Toyota Prius,Standard,2019-03-13,Concord,2019-03-12,Canterbury Village,09:30,29
Nissan Sentra,Standard,2019-03-13,,2019-03-12,Clayton Valley,10:00,29
Ford Fusion,Standard,2019-03-06,Walnut Creek,2019-03-03,BART Station,14:00,93
Honda Accord,Standard,2019-03-06,Walnut Creek,2019-03-03,BART Station,14:00,111
Honda Civic,Standard,2019-03-06,Walnut Creek,2019-03-03,BART Station,14:00,99
