address_of_location,category,city_of_event,date,event_location,event_name,subcategory,time,number_of_seats
3608 33rd Street,Music,New York,3/10/2019,Melrose Ballroom,Esscalation Music Festival,Electronica,20:00,
235 West 46th Street,Music,New York,3/10/2019,Sony Hall,Harlem Gospel Choir,Christian,19:30,
881 7th Avenue,Music,New York,3/10/2019,Stern Auditorium / Perelman Stage,Joe Hisaishi,Classical,19:30,
235 West 46th Street,Music,New York,3/10/2019,Sony Hall,Laura Osnes,Classical,18:00,
"141 Prospect Park West, Brooklyn",Music,New York,3/10/2019,Prospect Park Bandshell,Mac Demarco,Blues,18:00,
2000 East Gene Autry Way,Sports,Anaheim,3/14/2019,Angel Stadium of Anaheim,Angels Vs Red Sox,Baseball,18:00,
2000 East Gene Autry Way,Sports,Anaheim,3/14/2019,Angel Stadium of Anaheim,La Angels Vs Houston,Baseball,18:30,
333 West 35th Street,Sports,Chicago,3/13/2019,Guaranteed Rate Field,White Sox Vs Indians,Baseball,19:00,
1 Oxford Street,Sports,Sydney,3/1/2019,Football Federation Australia,Melbourne Knights Vs Avondale,Football,20:00,
178 Junction Road,Music,London,3/6/2019,Boston Music Room,Beyond The Black,Rock,19:30,
2500 Durant Avenue,Music,Berkeley,3/5/2019,2500 Durant Ave,Berkeley World Music Festival,International,19:30,
2367 Shattuck Avenue,Music,Berkeley,3/5/2019,Cornerstone Craft Beer & Live Music,Jonathan Mcreynolds,Christian,18:30,
2367 Shattuck Avenue,Music,Berkeley,3/5/2019,Cornerstone Craft Beer & Live Music,Phutureprimitive,Electronica,20:00,
2367 Shattuck Avenue,Music,Berkeley,3/5/2019,Cornerstone Craft Beer & Live Music,The Original Wailers,International,19:00,
"1 Tennis Place, Forest Hills",Music,New York,3/1/2019,Forest Hills Stadium,Outlaw Music Festival,Country,20:00,
100 Park Boulevard,Sports,San Diego,3/14/2019,Petco Park,Padres Vs Orioles,Baseball,19:00,
100 Park Boulevard,Sports,San Diego,3/14/2019,Petco Park,Padres Vs Rays,Baseball,20:00,
"740 Water Street Southwest, Washington, District of Columbia 20024, United States",Music,Washington D.C.,3/11/2019,Union Stage,Carbon Leaf,Blues,19:00,
"2700 F Street Northwest, Washington, District of Columbia 20566, United States",Music,Washington D.C.,3/13/2019,Family Theater,Freestyle Love Supreme,Hip Hop,18:30,
"740 Water Street Southwest, Washington, District of Columbia 20024, United States",Music,Washington D.C.,3/8/2019,Union Stage,Juliana Hatfield,Pop,19:30,
"740 Water Street Southwest, Washington, District of Columbia 20024, United States",Music,Washington D.C.,3/11/2019,Union Stage,Thenewdeal,Electronica,18:30,
1250 1st Avenue South,Sports,Seattle,3/11/2019,T-Mobile Park,Mariners Vs Rangers,Baseball,20:30,
1250 1st Avenue South,Sports,Seattle,3/11/2019,T-Mobile Park,Mariners Vs Rays,Baseball,20:00,
1250 1st Avenue South,Sports,Seattle,3/11/2019,T-Mobile Park,Mariners Vs White Sox,Baseball,18:00,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/13/2019,Nationals Park,Nationals Vs Diamondbacks,Baseball,19:00,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/13/2019,Nationals Park,Nationals Vs Orioles,Baseball,20:30,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/13/2019,Nationals Park,Nationals Vs Reds,Baseball,20:30,
1374 West Peachtree Street Northwest,,Atlanta,3/12/2019,The Loft,The Cinematic Orchestra,,18:00,
2891 University Avenue,Music,San Diego,3/14/2019,The Observatory North Park,Psychedelic Furs,Rock,18:00,
5500 Campanile Drive,Music,San Diego,3/14/2019,Cal Coast Credit Union Amphitheater,Sara Bareilles,Pop,19:30,
2891 University Avenue,Music,San Diego,3/14/2019,The Observatory North Park,The Hives,Rock,20:00,
5500 Campanile Drive,Music,San Diego,3/14/2019,Cal Coast Credit Union Amphitheater,Vampire Weekend,Pop,19:30,
2891 University Avenue,Music,San Diego,3/13/2019,The Observatory North Park,Fidlar,Rock,20:00,
2891 University Avenue,Music,San Diego,3/13/2019,The Observatory North Park,Local Natives,Rock,20:00,
2891 University Avenue,Music,San Diego,3/13/2019,The Observatory North Park,The Hives,Rock,19:30,
2891 University Avenue,,San Diego,3/13/2019,The Observatory North Park,Local Natives,,20:00,
1720 East 16th Street,,Los Angeles,3/14/2019,1720(tm),Gloryhammer,,20:30,
1 Citizens Bank Way,,Philadelphia,3/2/2019,Citizens Bank Park,Phillies Vs Padres,,20:00,
"740 Water Street Southwest, Washington, District of Columbia 20024, United States",Music,Washington D.C.,3/10/2019,Union Stage,Carbon Leaf,Blues,20:30,
"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,Washington D.C.,3/10/2019,Union Stage,Carbon Leaf,,20:30,
2891 University Avenue,,San Diego,3/14/2019,The Observatory North Park,Local Natives,,20:30,
1100 Valley House Drive,Music,Rohnert Park,3/2/2019,SOMO Village Event Center,Aaron Lewis,Country,20:00,
1100 Valley House Drive,Music,Rohnert Park,3/2/2019,SOMO Village Event Center,Billy Currington,Country,18:30,
1100 Valley House Drive,,Rohnert Park,3/2/2019,SOMO Village Event Center,Billy Currington,,18:30,
29 East Allen Street 2nd Floor,,Philadelphia,3/3/2019,The Foundry,Girl In Red,,19:00,
401 West Van Buren Street,,Phoenix,3/14/2019,The Van Buren,Greensky Bluegrass,,19:00,
"261 Driggs Avenue, Brooklyn",Music,New York,3/8/2019,Warsaw,Russian Circles,Rock,20:00,
"141 Prospect Park West, Brooklyn",Music,New York,3/8/2019,Prospect Park Bandshell,The National,Rock,20:30,
89 South Street,Music,New York,3/8/2019,Pier 17,The Struts,Rock,20:00,
235 West 46th Street,Music,New York,3/8/2019,Sony Hall,Vertical Horizon,Rock,18:30,
"1 Tennis Place, Forest Hills",,New York,3/8/2019,Forest Hills Stadium,Chemical Brothers,,18:30,
1280 Peachtree Street Northeast,Music,Atlanta,3/12/2019,Atlanta Symphony Orchestra,Kirk Franklin,Christian,19:00,
1280 Peachtree Street Northeast,,Atlanta,3/12/2019,Atlanta Symphony Orchestra,Kirk Franklin,,19:00,
123-01 Roosevelt Avenue,,New York,3/11/2019,Citi Field,Mets Vs Dodgers,,18:00,
1200 Callowhill Street,,Philadelphia,3/9/2019,Underground Arts,The Melvins,,19:30,
625 Nelson Road,,Stanford,3/8/2019,Stanford Stadium,Cardinal Vs Wildcats,,18:00,
2047 North Milwaukee Avenue,Music,Chicago,3/13/2019,Concord Music Hall,New Found Glory,Pop,19:30,
2047 North Milwaukee Avenue,Music,Chicago,3/13/2019,Concord Music Hall,Timmy Trumpet,Jazz,19:30,
2047 North Milwaukee Avenue,,Chicago,3/13/2019,Concord Music Hall,Timmy Trumpet,,19:30,
1 AMB Drive Northwest,,Atlanta,3/10/2019,Mercedes-Benz Stadium,Falcons Vs Rams,,20:30,
29 East Allen Street,,Philadelphia,3/3/2019,The Fillmore Philadelphia,Nav With Killy,,19:30,
2367 Shattuck Avenue,,Berkeley,3/5/2019,Cornerstone Craft Beer & Live Music,Phutureprimitive,,20:00,
29 East Allen Street,,Philadelphia,3/9/2019,The Fillmore Philadelphia,Conan Gray,,18:30,
1100 Oak Drive SE,Sports,Washington D.C.,3/13/2019,Entertainment & Sports Arena,Washington Vs Ny Liberty,Basketball,19:00,
1111 South Figueroa Street,Sports,Los Angeles,3/1/2019,STAPLES Center,Sparks Vs Wings,Basketball,19:00,
1111 South Figueroa Street,,Los Angeles,3/1/2019,STAPLES Center,Sparks Vs Wings,,19:00,
1500 South Capitol Street Southeast,,Washington D.C.,3/12/2019,Nationals Park,Nationals Vs Braves,,20:00,
1000 Vin Scully Ave,,Los Angeles,3/12/2019,Dodger Stadium,Dodgers Vs Diamondbacks,,19:00,
1 East 161 Street,,New York,3/6/2019,Yankee Stadium,Nycfc Vs Red Bulls,,19:00,
1111 Southwest Broadway,,Portland,3/13/2019,Newmark Theatre,Erica Fernandez,,18:30,
1250 1st Avenue South,Sports,Seattle,3/5/2019,T-Mobile Park,Mariners Vs Rays,Baseball,18:30,
3870 Montlake Boulevard Northeast,Sports,Seattle,3/5/2019,Alaska Airlines Arena,Seattle Vs Atlanta,Basketball,18:00,
1250 1st Avenue South,Sports,Seattle,3/5/2019,T-Mobile Park,Seattle Vs La Angels,Baseball,20:00,
3870 Montlake Boulevard Northeast,Sports,Seattle,3/5/2019,Alaska Airlines Arena,Seattle Vs Minnesota,Basketball,20:00,
7000 Coliseum Way,,Oakland,3/9/2019,Oakland-Alameda County Coliseum,Raiders Vs Chiefs,,19:00,
401 East Jefferson Street,,Phoenix,3/4/2019,Chase Field,Diamondbacks Vs Brewers,,19:00,
29 East Allen Street,,Philadelphia,3/13/2019,The Fillmore Philadelphia,Blueface,,18:00,
3800 Montlake Boulevard Northeast,Sports,Seattle,3/6/2019,Husky Stadium,Huskies Vs Utes,Basketball,18:30,
1250 1st Avenue South,Sports,Seattle,3/6/2019,T-Mobile Park,Mariners Vs Angels,Baseball,20:00,
1250 1st Avenue South,Sports,Seattle,3/6/2019,T-Mobile Park,Mariners Vs Rangers,Baseball,18:30,
1250 1st Avenue South,Sports,Seattle,3/6/2019,T-Mobile Park,Mariners Vs Rays,Baseball,20:00,
1250 1st Avenue South,Sports,Seattle,3/6/2019,T-Mobile Park,Mariners Vs Tigers,Baseball,19:00,
3870 Montlake Boulevard Northeast,Sports,Seattle,3/6/2019,Alaska Airlines Arena,Seattle Vs Atlanta,Basketball,18:30,
800 Occidental Avenue South,Sports,Seattle,3/6/2019,CenturyLink Field,Sounders Vs Timbers,Football,19:00,
3800 Montlake Boulevard Northeast,Sports,Seattle,3/2/2019,Husky Stadium,Huskies Vs Utes,Basketball,19:00,
3870 Montlake Boulevard Northeast,Sports,Seattle,3/2/2019,Alaska Airlines Arena,Seattle Vs Minnesota,Basketball,19:00,
3870 Montlake Boulevard Northeast,,Seattle,3/2/2019,Alaska Airlines Arena,Seattle Vs Minnesota,,19:00,
1100 Oak Drive SE,,Washington D.C.,3/7/2019,Entertainment & Sports Arena,Mystics Vs Sun,,19:00,
5970 Santa Monica Boulevard,,Los Angeles,3/4/2019,Masonic Lodge at Hollywood Forever,Kishi Bashi,,20:30,
2500 Durant Avenue,Music,Berkeley,3/7/2019,2500 Durant Ave,Berkeley World Music Festival,International,18:30,
2367 Shattuck Avenue,Music,Berkeley,3/7/2019,Cornerstone Craft Beer & Live Music,Nattali Rize,Blues,18:30,
2367 Shattuck Avenue,Music,Berkeley,3/7/2019,Cornerstone Craft Beer & Live Music,Phutureprimitive,Electronica,20:00,
2500 Durant Avenue,,Berkeley,3/7/2019,2500 Durant Ave,Berkeley World Music Festival,,18:30,
24 Willie Mays Plaza,,San Francisco,3/13/2019,Oracle Park,Giants Vs Diamondbacks,,20:00,
5500 Campanile Drive,Music,San Diego,3/5/2019,Cal Coast Credit Union Amphitheater,Jon Bellion,Hip Hop,19:30,
2891 University Avenue,Music,San Diego,3/5/2019,The Observatory North Park,Through The Roots,International,19:30,
448 South Main Street,,Los Angeles,3/8/2019,Regent Theater DTLA,The Acid,,20:30,
235 West 46th Street,Music,New York,3/3/2019,Sony Hall,Buddy Guy,Blues,19:00,
"64 North 9th Street, Brooklyn",Music,New York,3/3/2019,Rough Trade NYC,Crooked Colours,Electronica,19:00,
61 West 62nd Street,Music,New York,3/3/2019,David Rubenstein Atrium at Lincoln Center,France Rocks Festival,International,19:00,
89 South Street,Music,New York,3/3/2019,Pier 17,Greensky Bluegrass,Blues,20:00,
881 7th Avenue,Music,New York,3/3/2019,Stern Auditorium / Perelman Stage,Joe Hisaishi,Classical,20:00,
235 West 46th Street,Music,New York,3/3/2019,Sony Hall,Laura Osnes,Classical,18:00,
123-01 Roosevelt Avenue,,New York,3/14/2019,Citi Field,Mets Vs Phillies,,20:30,
1000 Vin Scully Ave,,Los Angeles,3/8/2019,Dodger Stadium,Dodgers Vs Cubs,,19:30,
170 Princes' Boulevard,Sports,Toronto,3/13/2019,BMO Field,Toronto Fc Vs Impact,Football,19:30,
1 Blue Jays Way,,Toronto,3/13/2019,Rogers Centre,Blue Jays Vs Indians,,19:00,
1 AMB Drive Northwest,Sports,Atlanta,3/3/2019,Mercedes-Benz Stadium,Falcons Vs Redskins,American Football,18:30,
177 North Avenue Northwest,Sports,Atlanta,3/3/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Panthers,American Football,18:30,
625 Nelson Road,Sports,Stanford,3/3/2019,Stanford Stadium,Cardinal Vs Wildcats,American Football,20:00,
401 West Van Buren Street,Music,Phoenix,3/9/2019,The Van Buren,The Band Camino,Pop,18:30,
401 West Van Buren Street,Music,Phoenix,3/9/2019,The Van Buren,The Drums,Pop,19:30,
401 West Van Buren Street,,Phoenix,3/9/2019,The Van Buren,The Drums,,19:30,
235 West 46th Street,,New York,3/3/2019,Sony Hall,Jamey Johnson,,18:30,
1100 Valley House Drive,,Rohnert Park,3/3/2019,SOMO Village Event Center,Billy Currington,,18:00,
Town Hall Parade,Music,London,3/13/2019,Electric Brixton,Wallows,Rock,19:30,
178 Junction Road,,London,3/13/2019,Boston Music Room,Crystal Lake,,20:30,
1 Citizens Bank Way,Sports,Philadelphia,3/14/2019,Citizens Bank Park,Phillies Vs Mets,Baseball,19:30,
1 Citizens Bank Way,Sports,Philadelphia,3/14/2019,Citizens Bank Park,Phillies Vs Padres,Baseball,18:30,
1 Citizens Bank Way,,Philadelphia,3/14/2019,Citizens Bank Park,Phillies Vs Diamondbacks,,18:30,
"104 N. Ave 56, 2nd Floor",,Los Angeles,3/2/2019,Lodge Room,Bill Callahan,,20:30,
400 East Shoreline Drive,Music,Long Beach,3/1/2019,Rainbow Lagoon Park,Long Beach Jazz Festival,Jazz,19:30,
400 East Shoreline Drive,,Long Beach,3/1/2019,Rainbow Lagoon Park,Long Beach Jazz Festival,,19:30,
625 Nelson Road,,Stanford,3/8/2019,Stanford Stadium,Cardinal Vs Fighting Irish,,18:00,
1021 Peachtree Street Northeast,Music,Atlanta,3/5/2019,Ravine,Bonobo,Electronica,20:30,
1280 Peachtree Street Northeast,Music,Atlanta,3/5/2019,Atlanta Symphony Orchestra,Kirk Franklin,Christian,19:30,
"56-15 Northern Boulevard, Woodside",,New York,3/5/2019,La Boom,Americo,,19:00,
1 Lincoln Financial Field Way,,Philadelphia,3/3/2019,Lincoln Financial Field,Owls Vs Bison,,19:30,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/6/2019,Nationals Park,Nationals Vs Brewers,Baseball,19:00,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/6/2019,Nationals Park,Nationals Vs Diamondbacks,Baseball,19:00,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/6/2019,Nationals Park,Nationals Vs Indians,Baseball,20:00,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/6/2019,Nationals Park,Nationals Vs Orioles,Baseball,18:30,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/6/2019,Nationals Park,Nationals Vs Phillies,Baseball,19:00,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/6/2019,Nationals Park,Nationals Vs Reds,Baseball,20:30,
2400 East Capitol Street Southeast,,Washington D.C.,3/1/2019,RFK Stadium,El Salvador Vs Haiti,,18:00,
5500 Phinney Avenue North,Music,Seattle,3/3/2019,Flamingo Lot,Greensky Bluegrass,Blues,19:00,
29 East Allen Street,Music,Philadelphia,3/13/2019,The Fillmore Philadelphia,Conan Gray,Pop,19:30,
1200 Callowhill Street,Music,Philadelphia,3/13/2019,Underground Arts,Hot Water Music,Rock,19:00,
29 East Allen Street,Music,Philadelphia,3/13/2019,The Fillmore Philadelphia,Lauv,Jazz,19:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/13/2019,The Foundry,The Lemonheads,Rock,20:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/13/2019,The Foundry,Tuxedo,Pop,18:00,
29 East Allen Street,,Philadelphia,3/13/2019,The Fillmore Philadelphia,Lauv,,19:30,
100 Potomac Avenue Southwest,Sports,Washington D.C.,3/5/2019,Audi Field,Dc United Vs Revolution,Football,19:30,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/5/2019,Nationals Park,Nationals Vs Dodgers,Baseball,19:00,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/5/2019,Nationals Park,Nationals Vs Indians,Baseball,20:30,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/5/2019,Nationals Park,Nationals Vs Orioles,Baseball,20:30,
1100 Oak Drive SE,Sports,Washington D.C.,3/5/2019,Entertainment & Sports Arena,Washington Vs Ny Liberty,Basketball,18:00,
1500 South Capitol Street Southeast,,Washington D.C.,3/13/2019,Nationals Park,Nationals Vs Diamondbacks,,19:00,
1 AMB Drive Northwest,,Atlanta,3/8/2019,Mercedes-Benz Stadium,United Vs Red Bulls,,19:00,
7000 Coliseum Way,Sports,Oakland,3/7/2019,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,American Football,18:30,
7000 Coliseum Way,Sports,Oakland,3/1/2019,Oakland-Alameda County Coliseum,Raiders Vs Bengals,American Football,20:00,
7000 Coliseum Way,Sports,Oakland,3/1/2019,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,American Football,19:30,
7000 Coliseum Way,Sports,Oakland,3/1/2019,Oakland-Alameda County Coliseum,Raiders Vs Lions,American Football,19:30,
7000 Coliseum Way,Sports,Oakland,3/9/2019,Oakland-Alameda County Coliseum,Raiders Vs Bengals,American Football,20:30,
7000 Coliseum Way,Sports,Oakland,3/9/2019,Oakland-Alameda County Coliseum,Raiders Vs Lions,American Football,19:30,
7000 Coliseum Way,Sports,Oakland,3/9/2019,Oakland-Alameda County Coliseum,Raiders Vs Titans,American Football,19:30,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/3/2019,Lincoln Financial Field,Owls Vs Huskies,American Football,18:30,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/3/2019,Lincoln Financial Field,Owls Vs Knights,American Football,20:00,
7000 Coliseum Way,Sports,Oakland,3/3/2019,Oakland-Alameda County Coliseum,Raiders Vs Chiefs,American Football,18:30,
7000 Coliseum Way,Sports,Oakland,3/3/2019,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,American Football,18:30,
7000 Coliseum Way,Sports,Oakland,3/3/2019,Oakland-Alameda County Coliseum,Raiders Vs Titans,American Football,20:30,
420 Mason Street,Music,San Francisco,3/12/2019,August Hall,Allan Rayman,Hip Hop,18:30,
777 Valencia Street,Music,San Francisco,3/12/2019,The Chapel,Remo Drive,Pop,19:00,
7000 Coliseum Way,Sports,Oakland,3/10/2019,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,American Football,18:00,
7000 Coliseum Way,Sports,Oakland,3/10/2019,Oakland-Alameda County Coliseum,Raiders Vs Lions,American Football,19:00,
7000 Coliseum Way,Sports,Oakland,3/4/2019,Oakland-Alameda County Coliseum,Raiders Vs Bengals,American Football,20:30,
1 Blue Jays Way,Sports,Toronto,3/5/2019,Rogers Centre,Blue Jays Vs Braves,Baseball,19:00,
1 Blue Jays Way,Sports,Toronto,3/5/2019,Rogers Centre,Blue Jays Vs Rays,Baseball,18:00,
420 Mason Street,Music,San Francisco,3/8/2019,August Hall,Electric Feels,Electronica,18:00,
420 Mason Street,Music,San Francisco,3/8/2019,August Hall,Matt Corby,Christian,20:30,
777 Valencia Street,Music,San Francisco,3/8/2019,The Chapel,Remo Drive,Pop,18:30,
201 Van Ness Avenue,Music,San Francisco,3/8/2019,San Francisco Symphony,San Francisco Symphony,Classical,18:00,
2367 Shattuck Avenue,Music,Berkeley,3/1/2019,Cornerstone Craft Beer & Live Music,Nattali Rize,Blues,20:00,
1030 Main Street,Music,Napa,3/3/2019,Blue Note Napa,Water Seed,Blues,19:00,
24 Willie Mays Plaza,Sports,San Francisco,3/1/2019,Oracle Park,Giants Vs Cardinals,Baseball,19:30,
24 Willie Mays Plaza,Sports,San Francisco,3/1/2019,Oracle Park,Giants Vs Diamondbacks,Baseball,20:30,
100 California Drive,Music,Yountville,3/14/2019,Napa Valley Performing Arts Center,Todd Rundgren,Pop,18:00,
2367 Shattuck Avenue,Music,Berkeley,3/13/2019,Cornerstone Craft Beer & Live Music,The Original Wailers,International,20:30,
2227 Piedmont Avenue,Sports,Berkeley,3/8/2019,California Memorial Stadium,Golden Bears Vs Cougars,American Football,18:30,
2400 East Capitol Street Southeast,Sports,Washington D.C.,3/2/2019,RFK Stadium,El Salvador Vs Haiti,Football,19:30,
601 F Street Northwest,Sports,Washington D.C.,3/2/2019,Capital One Arena,Mystics Vs Sky,Basketball,18:30,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/2/2019,Nationals Park,Nationals Vs Braves,Baseball,18:30,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/2/2019,Nationals Park,Nationals Vs Reds,Baseball,20:30,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/2/2019,Nationals Park,Nationals Vs Royals,Baseball,20:30,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/2/2019,Nationals Park,Nationals Vs White Sox,Baseball,20:30,
1 AMB Drive Northwest,,Atlanta,3/6/2019,Mercedes-Benz Stadium,Falcons Vs Buccaneers,,18:00,
5500 Campanile Drive,Music,San Diego,3/3/2019,Cal Coast Credit Union Amphitheater,Jon Bellion,Hip Hop,18:30,
5500 Campanile Drive,Music,San Diego,3/3/2019,Cal Coast Credit Union Amphitheater,Lizzo,Hip Hop,20:00,
2891 University Avenue,Music,San Diego,3/3/2019,The Observatory North Park,Local Natives,Rock,18:00,
5500 Campanile Drive,Music,San Diego,3/3/2019,Cal Coast Credit Union Amphitheater,Zz Top,Blues,18:30,
5500 Campanile Drive,,San Diego,3/3/2019,Cal Coast Credit Union Amphitheater,Jon Bellion,,18:30,
24 Willie Mays Plaza,,San Francisco,3/6/2019,Oracle Park,Giants Vs Brewers,,19:00,
2891 University Avenue,,San Diego,3/4/2019,The Observatory North Park,Local Natives,,20:00,
29 East Allen Street,Music,Philadelphia,3/8/2019,The Fillmore Philadelphia,Conan Gray,Pop,20:00,
